block_id,condition,sequence_id,trial_index,task,hand,congruency,target_dir,response_transition
cp_stroop,A,10,0,mov,right,incongruent,right,First
cp_stroop,A,10,1,mov,left,congruent,right,Repeat
cp_stroop,A,10,2,mov,right,congruent,right,Repeat
cp_stroop,A,10,3,mov,left,incongruent,left,Switch
cp_stroop,A,10,4,mov,left,congruent,left,Repeat
cp_stroop,A,10,5,mov,left,congruent,left,Repeat
cp_stroop,A,10,6,mov,right,incongruent,right,Switch
cp_stroop,A,10,7,mov,right,congruent,left,Switch
cp_stroop,A,10,8,mov,left,incongruent,left,Repeat
cp_stroop,A,10,9,mov,right,incongruent,right,Switch
cp_stroop,A,10,10,mov,left,congruent,left,Switch
cp_stroop,A,10,11,mov,right,congruent,right,Switch
cp_stroop,A,10,12,mov,left,congruent,right,Repeat
cp_stroop,A,10,13,mov,right,incongruent,left,Switch
cp_stroop,A,10,14,mov,right,incongruent,left,Repeat
cp_stroop,A,10,15,mov,left,congruent,left,Repeat
cp_stroop,A,10,16,mov,left,congruent,left,Repeat
cp_stroop,A,10,17,mov,left,incongruent,right,Switch
cp_stroop,A,10,18,mov,right,incongruent,right,Repeat
cp_stroop,A,10,19,mov,left,incongruent,left,Switch
cp_stroop,A,10,20,mov,right,incongruent,right,Switch
cp_stroop,A,10,21,mov,left,incongruent,right,Repeat
cp_stroop,A,10,22,mov,left,congruent,left,Switch
cp_stroop,A,10,23,mov,right,incongruent,right,Switch
cp_stroop,A,10,24,mov,right,congruent,right,Repeat
cp_stroop,A,10,25,mov,left,incongruent,left,Switch
cp_stroop,A,10,26,mov,left,congruent,right,Switch
cp_stroop,A,10,27,mov,left,incongruent,left,Switch
cp_stroop,A,10,28,mov,right,congruent,left,Repeat
cp_stroop,A,10,29,mov,right,congruent,left,Repeat
cp_stroop,A,10,30,mov,right,congruent,right,Switch
cp_stroop,A,10,31,mov,left,congruent,right,Repeat
cp_stroop,A,10,32,mov,left,incongruent,right,Repeat
cp_stroop,A,10,33,mov,right,congruent,left,Switch
cp_stroop,A,10,34,mov,left,incongruent,right,Switch
cp_stroop,A,10,35,mov,left,incongruent,left,Switch
cp_stroop,A,10,36,mov,right,incongruent,left,Repeat
cp_stroop,A,10,37,mov,left,incongruent,right,Switch
cp_stroop,A,10,38,mov,right,incongruent,left,Switch
cp_stroop,A,10,39,mov,left,incongruent,left,Repeat
cp_stroop,A,10,40,mov,right,congruent,right,Switch
cp_stroop,A,10,41,mov,right,incongruent,right,Repeat
cp_stroop,A,10,42,mov,left,congruent,right,Repeat
cp_stroop,A,10,43,mov,left,congruent,right,Repeat
cp_stroop,A,10,44,mov,left,congruent,left,Switch
cp_stroop,A,10,45,mov,right,incongruent,left,Repeat
cp_stroop,A,10,46,mov,left,incongruent,right,Switch
cp_stroop,A,10,47,mov,left,congruent,left,Switch
cp_stroop,A,10,48,mov,left,congruent,left,Repeat
cp_stroop,A,10,49,mov,right,incongruent,right,Switch
cp_stroop,A,10,50,mov,right,congruent,right,Repeat
cp_stroop,A,10,51,mov,left,incongruent,left,Switch
cp_stroop,A,10,52,mov,left,congruent,right,Switch
