block_id,condition,sequence_id,trial_index,task,hand,congruency,target_dir,response_transition
cp_stroop,B,32,0,or,left,incongruent,left,First
cp_stroop,B,32,1,or,left,incongruent,right,Switch
cp_stroop,B,32,2,or,right,congruent,right,Repeat
cp_stroop,B,32,3,or,right,incongruent,right,Repeat
cp_stroop,B,32,4,or,left,congruent,right,Repeat
cp_stroop,B,32,5,or,left,congruent,left,Switch
cp_stroop,B,32,6,or,right,congruent,right,Switch
cp_stroop,B,32,7,or,right,incongruent,right,Repeat
cp_stroop,B,32,8,or,left,incongruent,right,Repeat
cp_stroop,B,32,9,or,left,incongruent,right,Repeat
cp_stroop,B,32,10,or,right,congruent,left,Switch
cp_stroop,B,32,11,or,right,incongruent,left,Repeat
cp_stroop,B,32,12,or,right,congruent,left,Repeat
cp_stroop,B,32,13,or,left,incongruent,left,Repeat
cp_stroop,B,32,14,or,right,congruent,right,Switch
cp_stroop,B,32,15,or,left,congruent,left,Switch
cp_stroop,B,32,16,or,right,incongruent,left,Repeat
cp_stroop,B,32,17,or,right,incongruent,left,Repeat
cp_stroop,B,32,18,or,left,congruent,right,Switch
cp_stroop,B,32,19,or,left,incongruent,left,Switch
cp_stroop,B,32,20,or,right,congruent,left,Repeat
cp_stroop,B,32,21,or,left,congruent,left,Repeat
cp_stroop,B,32,22,or,left,congruent,right,Switch
cp_stroop,B,32,23,or,left,congruent,left,Switch
cp_stroop,B,32,24,or,right,congruent,left,Repeat
cp_stroop,B,32,25,or,right,incongruent,left,Repeat
cp_stroop,B,32,26,or,left,incongruent,right,Switch
cp_stroop,B,32,27,or,right,incongruent,right,Repeat
cp_stroop,B,32,28,or,left,congruent,right,Repeat
cp_stroop,B,32,29,or,left,incongruent,left,Switch
cp_stroop,B,32,30,or,right,congruent,left,Repeat
cp_stroop,B,32,31,or,right,congruent,right,Switch
cp_stroop,B,32,32,or,left,incongruent,left,Switch
cp_stroop,B,32,33,or,left,congruent,left,Repeat
cp_stroop,B,32,34,or,right,congruent,right,Switch
cp_stroop,B,32,35,or,left,incongruent,left,Switch
cp_stroop,B,32,36,or,left,incongruent,right,Switch
cp_stroop,B,32,37,or,right,incongruent,right,Repeat
cp_stroop,B,32,38,or,right,incongruent,left,Switch
cp_stroop,B,32,39,or,left,incongruent,left,Repeat
cp_stroop,B,32,40,or,right,congruent,right,Switch
cp_stroop,B,32,41,or,right,incongruent,left,Switch
cp_stroop,B,32,42,or,right,congruent,left,Repeat
cp_stroop,B,32,43,or,left,incongruent,left,Repeat
cp_stroop,B,32,44,or,left,congruent,right,Switch
cp_stroop,B,32,45,or,right,incongruent,left,Switch
cp_stroop,B,32,46,or,right,congruent,left,Repeat
cp_stroop,B,32,47,or,left,congruent,left,Repeat
cp_stroop,B,32,48,or,left,congruent,left,Repeat
cp_stroop,B,32,49,or,right,congruent,right,Switch
cp_stroop,B,32,50,or,right,congruent,right,Repeat
cp_stroop,B,32,51,or,left,incongruent,left,Switch
cp_stroop,B,32,52,or,left,congruent,left,Repeat
cp_stroop,B,32,53,or,right,congruent,right,Switch
cp_stroop,B,32,54,or,left,incongruent,left,Switch
cp_stroop,B,32,55,or,right,congruent,left,Repeat
cp_stroop,B,32,56,or,left,incongruent,right,Switch
cp_stroop,B,32,57,or,left,congruent,right,Repeat
cp_stroop,B,32,58,or,right,congruent,left,Switch
cp_stroop,B,32,59,or,left,incongruent,right,Switch
cp_stroop,B,32,60,or,right,incongruent,right,Repeat
cp_stroop,B,32,61,or,left,incongruent,right,Repeat
cp_stroop,B,32,62,or,left,congruent,right,Repeat
cp_stroop,B,32,63,or,right,congruent,left,Switch
cp_stroop,B,32,64,or,right,congruent,left,Repeat
cp_stroop,B,32,65,or,right,incongruent,left,Repeat
cp_stroop,B,32,66,or,left,incongruent,right,Switch
cp_stroop,B,32,67,or,right,incongruent,left,Switch
cp_stroop,B,32,68,or,left,congruent,right,Switch
cp_stroop,B,32,69,or,right,congruent,right,Repeat
cp_stroop,B,32,70,or,left,incongruent,left,Switch
cp_stroop,B,32,71,or,left,congruent,right,Switch
cp_stroop,B,32,72,or,right,incongruent,right,Repeat
cp_stroop,B,32,73,or,right,incongruent,left,Switch
cp_stroop,B,32,74,or,left,incongruent,right,Switch
cp_stroop,B,32,75,or,right,incongruent,right,Repeat
cp_stroop,B,32,76,or,left,congruent,right,Repeat
cp_stroop,B,32,77,or,right,incongruent,right,Repeat
cp_stroop,B,32,78,or,left,congruent,left,Switch
cp_stroop,B,32,79,or,right,incongruent,right,Switch
cp_stroop,B,32,80,or,right,congruent,left,Switch
cp_stroop,B,32,81,or,right,incongruent,left,Repeat
cp_stroop,B,32,82,or,left,congruent,left,Repeat
cp_stroop,B,32,83,or,left,incongruent,right,Switch
cp_stroop,B,32,84,or,left,incongruent,left,Switch
cp_stroop,B,32,85,or,right,congruent,right,Switch
cp_stroop,B,32,86,or,left,congruent,right,Repeat
cp_stroop,B,32,87,or,right,incongruent,right,Repeat
cp_stroop,B,32,88,or,right,incongruent,right,Repeat
cp_stroop,B,32,89,or,right,incongruent,left,Switch
cp_stroop,B,32,90,or,left,incongruent,right,Switch
cp_stroop,B,32,91,or,right,incongruent,right,Repeat
cp_stroop,B,32,92,or,left,congruent,right,Repeat
cp_stroop,B,32,93,or,right,congruent,right,Repeat
cp_stroop,B,32,94,or,left,congruent,left,Switch
cp_stroop,B,32,95,or,left,congruent,left,Repeat
