block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,target_dir
cp_prp,A,49,0,mov,left,100,congruent,right
cp_prp,A,49,1,mov,left,100,incongruent,left
cp_prp,A,49,2,mov,left,600,incongruent,right
cp_prp,A,49,3,mov,left,100,incongruent,left
cp_prp,A,49,4,mov,left,100,congruent,right
cp_prp,A,49,5,mov,left,300,congruent,left
cp_prp,A,49,6,mov,left,300,congruent,right
cp_prp,A,49,7,mov,left,300,incongruent,right
cp_prp,A,49,8,mov,left,600,congruent,left
cp_prp,A,49,9,mov,left,300,congruent,right
cp_prp,A,49,10,mov,left,600,congruent,right
cp_prp,A,49,11,mov,left,300,incongruent,left
cp_prp,A,49,12,mov,left,300,congruent,right
cp_prp,A,49,13,mov,left,600,congruent,right
cp_prp,A,49,14,mov,left,600,incongruent,right
cp_prp,A,49,15,mov,left,600,congruent,left
cp_prp,A,49,16,mov,left,100,congruent,left
cp_prp,A,49,17,mov,left,100,incongruent,right
cp_prp,A,49,18,mov,left,600,incongruent,right
cp_prp,A,49,19,mov,left,600,incongruent,left
cp_prp,A,49,20,mov,left,300,congruent,right
cp_prp,A,49,21,mov,left,600,congruent,left
cp_prp,A,49,22,mov,left,100,incongruent,right
cp_prp,A,49,23,mov,left,300,incongruent,right
cp_prp,A,49,24,mov,left,100,congruent,right
cp_prp,A,49,25,mov,left,100,congruent,left
cp_prp,A,49,26,mov,left,300,incongruent,left
cp_prp,A,49,27,mov,left,300,congruent,left
cp_prp,A,49,28,mov,left,100,congruent,left
cp_prp,A,49,29,mov,left,300,congruent,left
cp_prp,A,49,30,mov,left,100,congruent,right
cp_prp,A,49,31,mov,left,600,incongruent,left
cp_prp,A,49,32,mov,left,100,congruent,right
cp_prp,A,49,33,mov,left,600,incongruent,left
cp_prp,A,49,34,mov,left,100,congruent,left
cp_prp,A,49,35,mov,left,100,incongruent,left
cp_prp,A,49,36,mov,left,300,congruent,right
cp_prp,A,49,37,mov,left,100,incongruent,right
cp_prp,A,49,38,mov,left,300,congruent,left
cp_prp,A,49,39,mov,left,300,incongruent,right
cp_prp,A,49,40,mov,left,100,congruent,right
cp_prp,A,49,41,mov,left,100,incongruent,right
cp_prp,A,49,42,mov,left,600,congruent,right
cp_prp,A,49,43,mov,left,100,congruent,right
cp_prp,A,49,44,mov,left,600,incongruent,right
cp_prp,A,49,45,mov,left,600,congruent,right
cp_prp,A,49,46,mov,left,300,congruent,left
cp_prp,A,49,47,mov,left,600,incongruent,left
cp_prp,A,49,48,mov,left,600,incongruent,right
cp_prp,A,49,49,mov,left,600,incongruent,left
cp_prp,A,49,50,mov,left,100,incongruent,left
cp_prp,A,49,51,mov,left,100,incongruent,left
cp_prp,A,49,52,mov,left,100,incongruent,right
cp_prp,A,49,53,mov,left,300,congruent,left
cp_prp,A,49,54,mov,left,600,congruent,left
cp_prp,A,49,55,mov,left,300,incongruent,right
cp_prp,A,49,56,mov,left,600,incongruent,right
cp_prp,A,49,57,mov,left,100,congruent,left
cp_prp,A,49,58,mov,left,100,congruent,left
cp_prp,A,49,59,mov,left,300,incongruent,right
cp_prp,A,49,60,mov,left,100,incongruent,right
cp_prp,A,49,61,mov,left,600,congruent,right
cp_prp,A,49,62,mov,left,300,incongruent,left
cp_prp,A,49,63,mov,left,600,incongruent,left
cp_prp,A,49,64,mov,left,100,incongruent,right
cp_prp,A,49,65,mov,left,100,incongruent,left
cp_prp,A,49,66,mov,left,100,incongruent,left
cp_prp,A,49,67,mov,left,100,incongruent,left
cp_prp,A,49,68,mov,left,300,congruent,right
cp_prp,A,49,69,mov,left,300,incongruent,left
cp_prp,A,49,70,mov,left,300,congruent,right
cp_prp,A,49,71,mov,left,300,incongruent,right
cp_prp,A,49,72,mov,left,600,congruent,left
cp_prp,A,49,73,mov,left,300,congruent,left
cp_prp,A,49,74,mov,left,300,congruent,right
cp_prp,A,49,75,mov,left,100,congruent,right
cp_prp,A,49,76,mov,left,600,incongruent,left
cp_prp,A,49,77,mov,left,600,congruent,right
cp_prp,A,49,78,mov,left,600,congruent,left
cp_prp,A,49,79,mov,left,300,incongruent,right
cp_prp,A,49,80,mov,left,300,incongruent,left
cp_prp,A,49,81,mov,left,600,congruent,right
cp_prp,A,49,82,mov,left,100,congruent,left
cp_prp,A,49,83,mov,left,600,incongruent,right
cp_prp,A,49,84,mov,left,600,congruent,left
cp_prp,A,49,85,mov,left,600,congruent,left
cp_prp,A,49,86,mov,left,300,incongruent,left
cp_prp,A,49,87,mov,left,300,incongruent,right
cp_prp,A,49,88,mov,left,600,congruent,right
cp_prp,A,49,89,mov,left,100,congruent,left
cp_prp,A,49,90,mov,left,300,incongruent,left
cp_prp,A,49,91,mov,left,300,incongruent,left
cp_prp,A,49,92,mov,left,100,incongruent,right
cp_prp,A,49,93,mov,left,300,congruent,left
cp_prp,A,49,94,mov,left,600,incongruent,right
cp_prp,A,49,95,mov,left,600,incongruent,left
