block_id,condition,sequence_id,trial_index,task,hand,congruency,target_dir,response_transition
cp_stroop,A,34,0,mov,right,incongruent,left,First
cp_stroop,A,34,1,mov,right,incongruent,right,Switch
cp_stroop,A,34,2,mov,right,incongruent,right,Repeat
cp_stroop,A,34,3,mov,left,incongruent,left,Switch
cp_stroop,A,34,4,mov,right,incongruent,left,Repeat
cp_stroop,A,34,5,mov,left,congruent,left,Repeat
cp_stroop,A,34,6,mov,right,congruent,right,Switch
cp_stroop,A,34,7,mov,right,incongruent,left,Switch
cp_stroop,A,34,8,mov,left,incongruent,left,Repeat
cp_stroop,A,34,9,mov,right,congruent,right,Switch
cp_stroop,A,34,10,mov,left,incongruent,right,Repeat
cp_stroop,A,34,11,mov,left,congruent,right,Repeat
cp_stroop,A,34,12,mov,right,congruent,left,Switch
cp_stroop,A,34,13,mov,left,incongruent,left,Repeat
cp_stroop,A,34,14,mov,right,congruent,left,Repeat
cp_stroop,A,34,15,mov,right,congruent,right,Switch
cp_stroop,A,34,16,mov,right,incongruent,left,Switch
cp_stroop,A,34,17,mov,left,congruent,right,Switch
cp_stroop,A,34,18,mov,right,incongruent,right,Repeat
cp_stroop,A,34,19,mov,right,incongruent,right,Repeat
cp_stroop,A,34,20,mov,right,incongruent,left,Switch
cp_stroop,A,34,21,mov,left,congruent,left,Repeat
cp_stroop,A,34,22,mov,left,incongruent,left,Repeat
cp_stroop,A,34,23,mov,right,congruent,left,Repeat
cp_stroop,A,34,24,mov,right,incongruent,right,Switch
cp_stroop,A,34,25,mov,right,congruent,right,Repeat
cp_stroop,A,34,26,mov,left,congruent,right,Repeat
cp_stroop,A,34,27,mov,right,congruent,left,Switch
cp_stroop,A,34,28,mov,left,incongruent,right,Switch
cp_stroop,A,34,29,mov,left,incongruent,right,Repeat
cp_stroop,A,34,30,mov,left,congruent,right,Repeat
cp_stroop,A,34,31,mov,right,congruent,left,Switch
cp_stroop,A,34,32,mov,right,incongruent,left,Repeat
cp_stroop,A,34,33,mov,left,incongruent,right,Switch
cp_stroop,A,34,34,mov,left,congruent,left,Switch
cp_stroop,A,34,35,mov,right,congruent,right,Switch
cp_stroop,A,34,36,mov,right,congruent,right,Repeat
cp_stroop,A,34,37,mov,left,congruent,right,Repeat
cp_stroop,A,34,38,mov,right,incongruent,left,Switch
cp_stroop,A,34,39,mov,left,congruent,left,Repeat
cp_stroop,A,34,40,mov,right,congruent,left,Repeat
cp_stroop,A,34,41,mov,right,incongruent,right,Switch
cp_stroop,A,34,42,mov,right,congruent,right,Repeat
cp_stroop,A,34,43,mov,left,incongruent,left,Switch
cp_stroop,A,34,44,mov,left,incongruent,left,Repeat
cp_stroop,A,34,45,mov,right,incongruent,right,Switch
cp_stroop,A,34,46,mov,left,congruent,right,Repeat
cp_stroop,A,34,47,mov,right,congruent,left,Switch
cp_stroop,A,34,48,mov,right,incongruent,left,Repeat
cp_stroop,A,34,49,mov,left,congruent,right,Switch
cp_stroop,A,34,50,mov,right,incongruent,right,Repeat
cp_stroop,A,34,51,mov,left,congruent,right,Repeat
cp_stroop,A,34,52,mov,left,incongruent,right,Repeat
cp_stroop,A,34,53,mov,left,congruent,left,Switch
cp_stroop,A,34,54,mov,right,congruent,right,Switch
cp_stroop,A,34,55,mov,left,congruent,left,Switch
cp_stroop,A,34,56,mov,right,incongruent,left,Repeat
cp_stroop,A,34,57,mov,left,incongruent,right,Switch
cp_stroop,A,34,58,mov,left,incongruent,left,Switch
cp_stroop,A,34,59,mov,right,incongruent,right,Switch
cp_stroop,A,34,60,mov,left,incongruent,right,Repeat
cp_stroop,A,34,61,mov,left,congruent,left,Switch
cp_stroop,A,34,62,mov,left,congruent,right,Switch
cp_stroop,A,34,63,mov,right,congruent,left,Switch
cp_stroop,A,34,64,mov,right,incongruent,left,Repeat
cp_stroop,A,34,65,mov,left,incongruent,right,Switch
cp_stroop,A,34,66,mov,right,congruent,right,Repeat
cp_stroop,A,34,67,mov,right,congruent,left,Switch
cp_stroop,A,34,68,mov,right,congruent,right,Switch
cp_stroop,A,34,69,mov,left,congruent,left,Switch
cp_stroop,A,34,70,mov,left,incongruent,left,Repeat
cp_stroop,A,34,71,mov,right,congruent,left,Repeat
cp_stroop,A,34,72,mov,right,congruent,left,Repeat
cp_stroop,A,34,73,mov,left,congruent,right,Switch
cp_stroop,A,34,74,mov,right,incongruent,right,Repeat
cp_stroop,A,34,75,mov,left,incongruent,right,Repeat
cp_stroop,A,34,76,mov,left,incongruent,left,Switch
cp_stroop,A,34,77,mov,right,congruent,left,Repeat
cp_stroop,A,34,78,mov,left,incongruent,right,Switch
cp_stroop,A,34,79,mov,left,incongruent,right,Repeat
cp_stroop,A,34,80,mov,right,incongruent,left,Switch
cp_stroop,A,34,81,mov,left,congruent,left,Repeat
cp_stroop,A,34,82,mov,right,congruent,right,Switch
cp_stroop,A,34,83,mov,left,congruent,left,Switch
cp_stroop,A,34,84,mov,right,congruent,right,Switch
cp_stroop,A,34,85,mov,left,congruent,right,Repeat
cp_stroop,A,34,86,mov,left,incongruent,left,Switch
cp_stroop,A,34,87,mov,left,incongruent,right,Switch
cp_stroop,A,34,88,mov,right,incongruent,left,Switch
cp_stroop,A,34,89,mov,left,congruent,left,Repeat
cp_stroop,A,34,90,mov,left,incongruent,left,Repeat
cp_stroop,A,34,91,mov,right,incongruent,right,Switch
cp_stroop,A,34,92,mov,left,incongruent,left,Switch
cp_stroop,A,34,93,mov,right,incongruent,right,Switch
cp_stroop,A,34,94,mov,left,congruent,right,Repeat
cp_stroop,A,34,95,mov,left,congruent,left,Switch
