block_id,condition,sequence_id,trial_index,task,hand,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,A,21,0,mov,right,incongruent,mid,high,right
cp_stroop_crossed,A,21,1,mov,right,congruent,mid,low,left
cp_stroop_crossed,A,21,2,mov,left,incongruent,low,mid,left
cp_stroop_crossed,A,21,3,mov,right,incongruent,mid,high,left
cp_stroop_crossed,A,21,4,mov,right,congruent,mid,high,right
cp_stroop_crossed,A,21,5,mov,right,incongruent,high,high,left
cp_stroop_crossed,A,21,6,mov,left,congruent,mid,mid,left
cp_stroop_crossed,A,21,7,mov,left,incongruent,high,low,right
cp_stroop_crossed,A,21,8,mov,right,incongruent,low,low,left
cp_stroop_crossed,A,21,9,mov,right,congruent,low,low,right
cp_stroop_crossed,A,21,10,mov,left,congruent,low,mid,right
cp_stroop_crossed,A,21,11,mov,left,incongruent,high,high,right
cp_stroop_crossed,A,21,12,mov,right,congruent,low,high,right
cp_stroop_crossed,A,21,13,mov,left,incongruent,high,low,left
cp_stroop_crossed,A,21,14,mov,left,congruent,high,mid,left
cp_stroop_crossed,A,21,15,mov,left,congruent,mid,mid,left
cp_stroop_crossed,A,21,16,mov,right,incongruent,mid,low,left
cp_stroop_crossed,A,21,17,mov,left,incongruent,mid,mid,right
cp_stroop_crossed,A,21,18,mov,left,incongruent,mid,mid,left
cp_stroop_crossed,A,21,19,mov,right,congruent,low,high,right
cp_stroop_crossed,A,21,20,mov,left,incongruent,high,low,left
cp_stroop_crossed,A,21,21,mov,right,congruent,mid,high,left
cp_stroop_crossed,A,21,22,mov,left,incongruent,mid,mid,right
cp_stroop_crossed,A,21,23,mov,left,incongruent,low,low,right
cp_stroop_crossed,A,21,24,mov,right,incongruent,low,mid,right
cp_stroop_crossed,A,21,25,mov,left,congruent,high,mid,right
cp_stroop_crossed,A,21,26,mov,right,incongruent,high,low,left
cp_stroop_crossed,A,21,27,mov,left,congruent,high,mid,right
cp_stroop_crossed,A,21,28,mov,left,congruent,high,low,left
cp_stroop_crossed,A,21,29,mov,right,congruent,mid,low,right
cp_stroop_crossed,A,21,30,mov,right,congruent,high,mid,left
cp_stroop_crossed,A,21,31,mov,left,congruent,mid,mid,right
cp_stroop_crossed,A,21,32,mov,right,incongruent,mid,high,left
cp_stroop_crossed,A,21,33,mov,left,congruent,low,low,left
cp_stroop_crossed,A,21,34,mov,right,congruent,low,mid,right
cp_stroop_crossed,A,21,35,mov,left,congruent,high,low,right
cp_stroop_crossed,A,21,36,mov,left,congruent,low,mid,left
cp_stroop_crossed,A,21,37,mov,right,incongruent,mid,low,right
cp_stroop_crossed,A,21,38,mov,left,incongruent,low,low,left
cp_stroop_crossed,A,21,39,mov,right,incongruent,high,mid,right
cp_stroop_crossed,A,21,40,mov,right,incongruent,high,high,left
cp_stroop_crossed,A,21,41,mov,left,incongruent,low,high,left
cp_stroop_crossed,A,21,42,mov,right,congruent,high,low,right
cp_stroop_crossed,A,21,43,mov,right,incongruent,low,mid,left
cp_stroop_crossed,A,21,44,mov,left,congruent,mid,high,left
cp_stroop_crossed,A,21,45,mov,right,incongruent,high,mid,left
cp_stroop_crossed,A,21,46,mov,left,congruent,low,high,right
cp_stroop_crossed,A,21,47,mov,left,incongruent,low,high,right
cp_stroop_crossed,A,21,48,mov,right,incongruent,low,high,right
cp_stroop_crossed,A,21,49,mov,left,congruent,mid,high,right
cp_stroop_crossed,A,21,50,mov,right,incongruent,low,mid,left
cp_stroop_crossed,A,21,51,mov,left,congruent,mid,low,right
cp_stroop_crossed,A,21,52,mov,right,congruent,low,mid,left
cp_stroop_crossed,A,21,53,mov,left,incongruent,low,high,left
cp_stroop_crossed,A,21,54,mov,right,incongruent,mid,mid,left
cp_stroop_crossed,A,21,55,mov,right,incongruent,low,low,right
cp_stroop_crossed,A,21,56,mov,left,incongruent,low,mid,right
cp_stroop_crossed,A,21,57,mov,left,congruent,mid,high,left
cp_stroop_crossed,A,21,58,mov,right,incongruent,mid,high,right
cp_stroop_crossed,A,21,59,mov,left,congruent,low,high,left
cp_stroop_crossed,A,21,60,mov,right,incongruent,low,high,left
cp_stroop_crossed,A,21,61,mov,left,incongruent,high,mid,left
cp_stroop_crossed,A,21,62,mov,right,congruent,low,mid,right
cp_stroop_crossed,A,21,63,mov,right,congruent,mid,mid,right
cp_stroop_crossed,A,21,64,mov,left,congruent,low,low,right
cp_stroop_crossed,A,21,65,mov,left,congruent,high,mid,left
cp_stroop_crossed,A,21,66,mov,right,congruent,mid,low,right
cp_stroop_crossed,A,21,67,mov,left,incongruent,mid,high,left
cp_stroop_crossed,A,21,68,mov,right,incongruent,low,low,left
cp_stroop_crossed,A,21,69,mov,right,congruent,high,low,left
cp_stroop_crossed,A,21,70,mov,left,congruent,mid,mid,left
cp_stroop_crossed,A,21,71,mov,right,incongruent,mid,low,left
cp_stroop_crossed,A,21,72,mov,right,congruent,high,high,right
cp_stroop_crossed,A,21,73,mov,right,congruent,high,low,right
cp_stroop_crossed,A,21,74,mov,left,incongruent,low,low,right
cp_stroop_crossed,A,21,75,mov,right,incongruent,high,mid,left
cp_stroop_crossed,A,21,76,mov,left,incongruent,low,mid,right
cp_stroop_crossed,A,21,77,mov,right,congruent,low,high,left
cp_stroop_crossed,A,21,78,mov,right,incongruent,mid,mid,right
cp_stroop_crossed,A,21,79,mov,left,incongruent,high,mid,right
cp_stroop_crossed,A,21,80,mov,left,incongruent,high,high,right
cp_stroop_crossed,A,21,81,mov,left,congruent,low,low,left
cp_stroop_crossed,A,21,82,mov,right,incongruent,mid,high,right
cp_stroop_crossed,A,21,83,mov,right,incongruent,high,low,right
cp_stroop_crossed,A,21,84,mov,right,congruent,low,low,right
cp_stroop_crossed,A,21,85,mov,left,congruent,mid,low,left
cp_stroop_crossed,A,21,86,mov,right,congruent,low,low,left
cp_stroop_crossed,A,21,87,mov,right,congruent,high,high,left
cp_stroop_crossed,A,21,88,mov,left,congruent,low,mid,left
cp_stroop_crossed,A,21,89,mov,left,incongruent,high,low,right
cp_stroop_crossed,A,21,90,mov,right,incongruent,mid,low,right
cp_stroop_crossed,A,21,91,mov,left,congruent,mid,mid,right
cp_stroop_crossed,A,21,92,mov,right,congruent,high,low,left
cp_stroop_crossed,A,21,93,mov,left,incongruent,low,high,right
cp_stroop_crossed,A,21,94,mov,left,congruent,high,high,left
cp_stroop_crossed,A,21,95,mov,right,congruent,high,high,left
cp_stroop_crossed,A,21,96,mov,left,congruent,high,high,right
cp_stroop_crossed,A,21,97,mov,left,congruent,high,high,right
cp_stroop_crossed,A,21,98,mov,right,congruent,low,high,left
cp_stroop_crossed,A,21,99,mov,left,congruent,mid,high,right
cp_stroop_crossed,A,21,100,mov,left,incongruent,mid,low,right
cp_stroop_crossed,A,21,101,mov,right,incongruent,high,mid,right
cp_stroop_crossed,A,21,102,mov,left,incongruent,high,high,right
cp_stroop_crossed,A,21,103,mov,right,incongruent,mid,low,left
cp_stroop_crossed,A,21,104,mov,right,incongruent,high,high,left
cp_stroop_crossed,A,21,105,mov,right,congruent,mid,low,left
cp_stroop_crossed,A,21,106,mov,left,incongruent,mid,mid,left
cp_stroop_crossed,A,21,107,mov,left,congruent,high,mid,right
