block_id,condition,sequence_id,trial_index,task,hand,task_transition,hand_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,B,2,0,mov,right,First,First,First,congruent,easy,right
cp_taskswitch,B,2,1,or,right,Switch,Repeat,Switch,incongruent,hard,left
cp_taskswitch,B,2,2,or,left,Repeat,Switch,Repeat,congruent,hard,left
cp_taskswitch,B,2,3,mov,left,Switch,Repeat,Switch,congruent,easy,right
cp_taskswitch,B,2,4,or,right,Switch,Switch,Switch,congruent,easy,left
cp_taskswitch,B,2,5,or,right,Repeat,Repeat,Switch,congruent,hard,right
cp_taskswitch,B,2,6,mov,left,Switch,Switch,Switch,congruent,easy,left
cp_taskswitch,B,2,7,mov,left,Repeat,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,2,8,mov,right,Repeat,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,2,9,or,right,Switch,Repeat,Switch,incongruent,hard,left
cp_taskswitch,B,2,10,or,right,Repeat,Repeat,Switch,incongruent,easy,right
cp_taskswitch,B,2,11,or,left,Repeat,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,2,12,mov,right,Switch,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,2,13,or,left,Switch,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,2,14,mov,left,Switch,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,B,2,15,mov,right,Repeat,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,2,16,or,right,Switch,Repeat,Switch,incongruent,hard,left
cp_taskswitch,B,2,17,or,left,Repeat,Switch,Repeat,congruent,hard,left
cp_taskswitch,B,2,18,or,left,Repeat,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,B,2,19,mov,left,Switch,Repeat,Switch,congruent,easy,right
cp_taskswitch,B,2,20,mov,right,Repeat,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,2,21,or,right,Switch,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,B,2,22,mov,right,Switch,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,2,23,mov,left,Repeat,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,2,24,or,right,Switch,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,2,25,or,right,Repeat,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,2,26,mov,right,Switch,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,2,27,mov,left,Repeat,Switch,Switch,congruent,hard,left
cp_taskswitch,B,2,28,or,left,Switch,Repeat,Switch,incongruent,easy,right
cp_taskswitch,B,2,29,or,left,Repeat,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,2,30,mov,right,Switch,Switch,Switch,incongruent,easy,left
cp_taskswitch,B,2,31,mov,left,Repeat,Switch,Switch,incongruent,hard,right
cp_taskswitch,B,2,32,or,right,Switch,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,2,33,mov,right,Switch,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,2,34,mov,right,Repeat,Repeat,Switch,incongruent,hard,left
cp_taskswitch,B,2,35,mov,left,Repeat,Switch,Repeat,incongruent,hard,left
cp_taskswitch,B,2,36,or,right,Switch,Switch,Switch,congruent,hard,right
cp_taskswitch,B,2,37,or,left,Repeat,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,2,38,or,left,Repeat,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,B,2,39,mov,left,Switch,Repeat,Switch,incongruent,easy,right
cp_taskswitch,B,2,40,mov,right,Repeat,Switch,Switch,congruent,easy,left
cp_taskswitch,B,2,41,or,left,Switch,Switch,Switch,congruent,hard,right
cp_taskswitch,B,2,42,or,left,Repeat,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,2,43,mov,left,Switch,Repeat,Switch,congruent,hard,right
cp_taskswitch,B,2,44,mov,right,Repeat,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,2,45,or,left,Switch,Switch,Switch,incongruent,hard,left
