block_id,condition,sequence_id,trial_index,task,hand,congruency,target_dir,response_transition
cp_stroop,A,49,0,mov,right,incongruent,left,First
cp_stroop,A,49,1,mov,left,incongruent,left,Repeat
cp_stroop,A,49,2,mov,right,congruent,left,Repeat
cp_stroop,A,49,3,mov,left,incongruent,right,Switch
cp_stroop,A,49,4,mov,right,congruent,left,Switch
cp_stroop,A,49,5,mov,right,congruent,right,Switch
cp_stroop,A,49,6,mov,left,congruent,right,Repeat
cp_stroop,A,49,7,mov,left,congruent,left,Switch
cp_stroop,A,49,8,mov,left,incongruent,right,Switch
cp_stroop,A,49,9,mov,right,congruent,right,Repeat
cp_stroop,A,49,10,mov,right,congruent,left,Switch
cp_stroop,A,49,11,mov,right,incongruent,right,Switch
cp_stroop,A,49,12,mov,left,congruent,left,Switch
cp_stroop,A,49,13,mov,right,incongruent,left,Repeat
cp_stroop,A,49,14,mov,right,incongruent,right,Switch
cp_stroop,A,49,15,mov,right,incongruent,left,Switch
cp_stroop,A,49,16,mov,left,congruent,right,Switch
cp_stroop,A,49,17,mov,right,incongruent,right,Repeat
cp_stroop,A,49,18,mov,left,incongruent,right,Repeat
cp_stroop,A,49,19,mov,left,congruent,left,Switch
cp_stroop,A,49,20,mov,right,incongruent,right,Switch
cp_stroop,A,49,21,mov,right,congruent,left,Switch
cp_stroop,A,49,22,mov,left,incongruent,left,Repeat
cp_stroop,A,49,23,mov,right,incongruent,right,Switch
cp_stroop,A,49,24,mov,left,congruent,right,Repeat
cp_stroop,A,49,25,mov,right,incongruent,left,Switch
cp_stroop,A,49,26,mov,right,congruent,left,Repeat
cp_stroop,A,49,27,mov,left,incongruent,left,Repeat
cp_stroop,A,49,28,mov,right,congruent,right,Switch
cp_stroop,A,49,29,mov,right,incongruent,left,Switch
cp_stroop,A,49,30,mov,left,congruent,right,Switch
cp_stroop,A,49,31,mov,right,congruent,right,Repeat
cp_stroop,A,49,32,mov,left,incongruent,left,Switch
cp_stroop,A,49,33,mov,right,incongruent,left,Repeat
cp_stroop,A,49,34,mov,left,incongruent,left,Repeat
cp_stroop,A,49,35,mov,left,incongruent,right,Switch
cp_stroop,A,49,36,mov,right,incongruent,right,Repeat
cp_stroop,A,49,37,mov,left,congruent,left,Switch
cp_stroop,A,49,38,mov,left,incongruent,right,Switch
cp_stroop,A,49,39,mov,left,incongruent,right,Repeat
cp_stroop,A,49,40,mov,right,congruent,left,Switch
cp_stroop,A,49,41,mov,left,congruent,right,Switch
cp_stroop,A,49,42,mov,right,congruent,left,Switch
cp_stroop,A,49,43,mov,left,congruent,left,Repeat
cp_stroop,A,49,44,mov,right,incongruent,right,Switch
cp_stroop,A,49,45,mov,left,congruent,right,Repeat
cp_stroop,A,49,46,mov,right,incongruent,right,Repeat
cp_stroop,A,49,47,mov,right,congruent,right,Repeat
cp_stroop,A,49,48,mov,right,incongruent,left,Switch
cp_stroop,A,49,49,mov,left,incongruent,left,Repeat
cp_stroop,A,49,50,mov,left,incongruent,right,Switch
cp_stroop,A,49,51,mov,left,incongruent,right,Repeat
cp_stroop,A,49,52,mov,right,incongruent,right,Repeat
cp_stroop,A,49,53,mov,right,congruent,right,Repeat
cp_stroop,A,49,54,mov,left,incongruent,left,Switch
cp_stroop,A,49,55,mov,left,congruent,left,Repeat
cp_stroop,A,49,56,mov,right,congruent,right,Switch
cp_stroop,A,49,57,mov,left,incongruent,right,Repeat
cp_stroop,A,49,58,mov,right,congruent,left,Switch
cp_stroop,A,49,59,mov,right,congruent,left,Repeat
cp_stroop,A,49,60,mov,left,congruent,left,Repeat
cp_stroop,A,49,61,mov,right,incongruent,right,Switch
