block_id,condition,sequence_id,trial_index,task,hand,congruency,target_dir,response_transition
cp_stroop,B,50,0,or,left,incongruent,right,First
cp_stroop,B,50,1,or,left,congruent,right,Repeat
cp_stroop,B,50,2,or,right,incongruent,right,Repeat
cp_stroop,B,50,3,or,right,congruent,left,Switch
cp_stroop,B,50,4,or,right,incongruent,right,Switch
cp_stroop,B,50,5,or,left,congruent,left,Switch
cp_stroop,B,50,6,or,right,congruent,left,Repeat
cp_stroop,B,50,7,or,right,incongruent,left,Repeat
cp_stroop,B,50,8,or,right,incongruent,right,Switch
cp_stroop,B,50,9,or,left,congruent,right,Repeat
cp_stroop,B,50,10,or,right,incongruent,left,Switch
cp_stroop,B,50,11,or,left,incongruent,right,Switch
cp_stroop,B,50,12,or,right,incongruent,right,Repeat
cp_stroop,B,50,13,or,right,congruent,left,Switch
cp_stroop,B,50,14,or,left,congruent,right,Switch
cp_stroop,B,50,15,or,left,incongruent,right,Repeat
cp_stroop,B,50,16,or,right,congruent,left,Switch
cp_stroop,B,50,17,or,left,incongruent,right,Switch
cp_stroop,B,50,18,or,right,incongruent,left,Switch
cp_stroop,B,50,19,or,right,congruent,left,Repeat
cp_stroop,B,50,20,or,right,congruent,left,Repeat
cp_stroop,B,50,21,or,left,congruent,left,Repeat
cp_stroop,B,50,22,or,left,congruent,right,Switch
cp_stroop,B,50,23,or,right,congruent,right,Repeat
cp_stroop,B,50,24,or,left,incongruent,right,Repeat
cp_stroop,B,50,25,or,right,incongruent,left,Switch
cp_stroop,B,50,26,or,left,incongruent,left,Repeat
cp_stroop,B,50,27,or,right,incongruent,left,Repeat
cp_stroop,B,50,28,or,left,congruent,right,Switch
cp_stroop,B,50,29,or,left,congruent,left,Switch
cp_stroop,B,50,30,or,left,congruent,right,Switch
cp_stroop,B,50,31,or,right,incongruent,right,Repeat
cp_stroop,B,50,32,or,left,incongruent,right,Repeat
cp_stroop,B,50,33,or,right,congruent,right,Repeat
cp_stroop,B,50,34,or,left,congruent,left,Switch
cp_stroop,B,50,35,or,right,incongruent,right,Switch
cp_stroop,B,50,36,or,left,congruent,right,Repeat
cp_stroop,B,50,37,or,left,congruent,left,Switch
cp_stroop,B,50,38,or,right,congruent,left,Repeat
cp_stroop,B,50,39,or,right,congruent,right,Switch
cp_stroop,B,50,40,or,left,incongruent,left,Switch
cp_stroop,B,50,41,or,left,congruent,left,Repeat
cp_stroop,B,50,42,or,right,incongruent,left,Repeat
cp_stroop,B,50,43,or,right,incongruent,left,Repeat
cp_stroop,B,50,44,or,right,congruent,right,Switch
cp_stroop,B,50,45,or,left,congruent,left,Switch
cp_stroop,B,50,46,or,right,incongruent,right,Switch
cp_stroop,B,50,47,or,left,congruent,right,Repeat
cp_stroop,B,50,48,or,right,congruent,left,Switch
cp_stroop,B,50,49,or,left,congruent,right,Switch
cp_stroop,B,50,50,or,left,incongruent,right,Repeat
cp_stroop,B,50,51,or,right,congruent,left,Switch
cp_stroop,B,50,52,or,left,congruent,right,Switch
cp_stroop,B,50,53,or,left,congruent,left,Switch
cp_stroop,B,50,54,or,right,congruent,left,Repeat
cp_stroop,B,50,55,or,right,congruent,right,Switch
cp_stroop,B,50,56,or,left,incongruent,left,Switch
cp_stroop,B,50,57,or,left,incongruent,left,Repeat
cp_stroop,B,50,58,or,right,congruent,left,Repeat
cp_stroop,B,50,59,or,right,congruent,right,Switch
cp_stroop,B,50,60,or,right,incongruent,right,Repeat
cp_stroop,B,50,61,or,left,congruent,left,Switch
cp_stroop,B,50,62,or,right,incongruent,left,Repeat
cp_stroop,B,50,63,or,left,incongruent,left,Repeat
cp_stroop,B,50,64,or,left,incongruent,left,Repeat
cp_stroop,B,50,65,or,right,incongruent,right,Switch
cp_stroop,B,50,66,or,left,incongruent,right,Repeat
cp_stroop,B,50,67,or,left,incongruent,left,Switch
cp_stroop,B,50,68,or,left,incongruent,left,Repeat
cp_stroop,B,50,69,or,right,congruent,right,Switch
cp_stroop,B,50,70,or,left,congruent,right,Repeat
cp_stroop,B,50,71,or,right,congruent,right,Repeat
cp_stroop,B,50,72,or,right,incongruent,right,Repeat
cp_stroop,B,50,73,or,left,incongruent,left,Switch
cp_stroop,B,50,74,or,left,incongruent,right,Switch
cp_stroop,B,50,75,or,right,incongruent,left,Switch
cp_stroop,B,50,76,or,left,incongruent,left,Repeat
cp_stroop,B,50,77,or,left,incongruent,left,Repeat
cp_stroop,B,50,78,or,left,incongruent,left,Repeat
cp_stroop,B,50,79,or,right,incongruent,right,Switch
cp_stroop,B,50,80,or,right,incongruent,left,Switch
cp_stroop,B,50,81,or,right,congruent,right,Switch
cp_stroop,B,50,82,or,left,incongruent,right,Repeat
cp_stroop,B,50,83,or,left,congruent,left,Switch
cp_stroop,B,50,84,or,left,congruent,right,Switch
cp_stroop,B,50,85,or,right,congruent,right,Repeat
cp_stroop,B,50,86,or,right,congruent,left,Switch
cp_stroop,B,50,87,or,right,congruent,right,Switch
cp_stroop,B,50,88,or,left,incongruent,right,Repeat
cp_stroop,B,50,89,or,right,congruent,right,Repeat
cp_stroop,B,50,90,or,right,incongruent,right,Repeat
cp_stroop,B,50,91,or,right,incongruent,left,Switch
cp_stroop,B,50,92,or,left,congruent,left,Repeat
cp_stroop,B,50,93,or,left,congruent,left,Repeat
cp_stroop,B,50,94,or,left,incongruent,right,Switch
cp_stroop,B,50,95,or,right,incongruent,left,Switch
