block_id,condition,sequence_id,trial_index,task,hand,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,A,48,0,mov,left,incongruent,mid,low,left
cp_stroop_crossed,A,48,1,mov,right,congruent,high,mid,right
cp_stroop_crossed,A,48,2,mov,right,incongruent,high,high,right
cp_stroop_crossed,A,48,3,mov,left,congruent,mid,low,left
cp_stroop_crossed,A,48,4,mov,left,incongruent,low,high,left
cp_stroop_crossed,A,48,5,mov,right,congruent,mid,low,left
cp_stroop_crossed,A,48,6,mov,left,congruent,low,high,left
cp_stroop_crossed,A,48,7,mov,left,congruent,high,low,left
cp_stroop_crossed,A,48,8,mov,right,incongruent,mid,mid,right
cp_stroop_crossed,A,48,9,mov,right,congruent,high,high,right
cp_stroop_crossed,A,48,10,mov,right,incongruent,low,low,right
cp_stroop_crossed,A,48,11,mov,left,incongruent,low,mid,right
cp_stroop_crossed,A,48,12,mov,right,incongruent,low,mid,left
cp_stroop_crossed,A,48,13,mov,left,incongruent,low,mid,left
cp_stroop_crossed,A,48,14,mov,left,incongruent,mid,high,right
cp_stroop_crossed,A,48,15,mov,right,congruent,low,mid,right
cp_stroop_crossed,A,48,16,mov,right,congruent,mid,low,right
cp_stroop_crossed,A,48,17,mov,left,congruent,mid,low,right
cp_stroop_crossed,A,48,18,mov,right,congruent,mid,mid,left
cp_stroop_crossed,A,48,19,mov,right,incongruent,mid,mid,left
cp_stroop_crossed,A,48,20,mov,right,congruent,high,high,right
cp_stroop_crossed,A,48,21,mov,left,congruent,low,high,right
cp_stroop_crossed,A,48,22,mov,right,congruent,low,high,left
cp_stroop_crossed,A,48,23,mov,left,congruent,high,high,right
cp_stroop_crossed,A,48,24,mov,left,congruent,mid,low,left
cp_stroop_crossed,A,48,25,mov,left,incongruent,low,mid,right
cp_stroop_crossed,A,48,26,mov,right,incongruent,high,low,right
cp_stroop_crossed,A,48,27,mov,left,congruent,low,low,right
cp_stroop_crossed,A,48,28,mov,right,incongruent,high,low,right
cp_stroop_crossed,A,48,29,mov,left,congruent,mid,high,left
cp_stroop_crossed,A,48,30,mov,right,incongruent,mid,mid,left
cp_stroop_crossed,A,48,31,mov,right,incongruent,high,high,left
cp_stroop_crossed,A,48,32,mov,left,incongruent,mid,low,left
cp_stroop_crossed,A,48,33,mov,right,incongruent,low,mid,left
cp_stroop_crossed,A,48,34,mov,left,congruent,high,mid,left
cp_stroop_crossed,A,48,35,mov,right,incongruent,low,low,left
cp_stroop_crossed,A,48,36,mov,right,congruent,high,low,right
cp_stroop_crossed,A,48,37,mov,right,incongruent,mid,high,left
cp_stroop_crossed,A,48,38,mov,left,congruent,low,mid,left
cp_stroop_crossed,A,48,39,mov,right,incongruent,high,low,left
cp_stroop_crossed,A,48,40,mov,left,congruent,mid,mid,right
cp_stroop_crossed,A,48,41,mov,right,incongruent,high,high,left
cp_stroop_crossed,A,48,42,mov,left,congruent,low,mid,left
cp_stroop_crossed,A,48,43,mov,right,congruent,mid,high,left
cp_stroop_crossed,A,48,44,mov,left,congruent,high,low,right
cp_stroop_crossed,A,48,45,mov,right,incongruent,high,mid,right
cp_stroop_crossed,A,48,46,mov,right,congruent,high,high,left
cp_stroop_crossed,A,48,47,mov,left,congruent,high,mid,right
cp_stroop_crossed,A,48,48,mov,left,incongruent,low,high,right
cp_stroop_crossed,A,48,49,mov,right,congruent,low,high,left
cp_stroop_crossed,A,48,50,mov,left,incongruent,mid,low,right
cp_stroop_crossed,A,48,51,mov,right,congruent,high,low,left
cp_stroop_crossed,A,48,52,mov,left,congruent,low,high,right
cp_stroop_crossed,A,48,53,mov,left,incongruent,low,low,right
cp_stroop_crossed,A,48,54,mov,left,incongruent,mid,high,right
cp_stroop_crossed,A,48,55,mov,right,incongruent,low,high,left
cp_stroop_crossed,A,48,56,mov,left,congruent,mid,high,right
cp_stroop_crossed,A,48,57,mov,right,incongruent,mid,mid,right
cp_stroop_crossed,A,48,58,mov,left,congruent,low,low,right
cp_stroop_crossed,A,48,59,mov,right,congruent,mid,mid,right
cp_stroop_crossed,A,48,60,mov,right,congruent,high,high,left
cp_stroop_crossed,A,48,61,mov,left,incongruent,mid,low,left
cp_stroop_crossed,A,48,62,mov,left,congruent,mid,high,left
cp_stroop_crossed,A,48,63,mov,left,incongruent,high,high,right
cp_stroop_crossed,A,48,64,mov,right,incongruent,low,high,right
cp_stroop_crossed,A,48,65,mov,left,congruent,mid,low,right
cp_stroop_crossed,A,48,66,mov,left,congruent,mid,high,right
cp_stroop_crossed,A,48,67,mov,right,incongruent,low,low,left
cp_stroop_crossed,A,48,68,mov,right,congruent,high,low,left
cp_stroop_crossed,A,48,69,mov,left,incongruent,mid,high,left
cp_stroop_crossed,A,48,70,mov,right,incongruent,low,high,right
cp_stroop_crossed,A,48,71,mov,left,congruent,high,mid,left
cp_stroop_crossed,A,48,72,mov,left,congruent,mid,mid,right
cp_stroop_crossed,A,48,73,mov,left,incongruent,mid,mid,right
cp_stroop_crossed,A,48,74,mov,right,congruent,low,low,left
cp_stroop_crossed,A,48,75,mov,right,incongruent,high,low,left
cp_stroop_crossed,A,48,76,mov,left,incongruent,mid,low,right
cp_stroop_crossed,A,48,77,mov,left,incongruent,high,mid,right
cp_stroop_crossed,A,48,78,mov,right,incongruent,mid,high,right
cp_stroop_crossed,A,48,79,mov,left,congruent,low,mid,right
cp_stroop_crossed,A,48,80,mov,right,incongruent,mid,high,left
cp_stroop_crossed,A,48,81,mov,left,congruent,mid,mid,left
cp_stroop_crossed,A,48,82,mov,left,congruent,low,mid,right
cp_stroop_crossed,A,48,83,mov,right,congruent,low,low,left
cp_stroop_crossed,A,48,84,mov,right,congruent,high,low,right
cp_stroop_crossed,A,48,85,mov,left,congruent,low,high,right
cp_stroop_crossed,A,48,86,mov,right,congruent,high,mid,left
cp_stroop_crossed,A,48,87,mov,left,incongruent,low,high,left
cp_stroop_crossed,A,48,88,mov,left,congruent,mid,high,right
cp_stroop_crossed,A,48,89,mov,right,incongruent,mid,mid,left
cp_stroop_crossed,A,48,90,mov,right,incongruent,high,low,right
cp_stroop_crossed,A,48,91,mov,left,congruent,low,low,right
cp_stroop_crossed,A,48,92,mov,right,incongruent,high,mid,left
cp_stroop_crossed,A,48,93,mov,right,incongruent,low,low,left
cp_stroop_crossed,A,48,94,mov,left,incongruent,high,mid,left
cp_stroop_crossed,A,48,95,mov,right,incongruent,high,mid,right
cp_stroop_crossed,A,48,96,mov,right,congruent,high,high,left
cp_stroop_crossed,A,48,97,mov,right,congruent,high,mid,right
cp_stroop_crossed,A,48,98,mov,left,congruent,mid,mid,left
cp_stroop_crossed,A,48,99,mov,left,congruent,low,low,left
cp_stroop_crossed,A,48,100,mov,right,incongruent,high,mid,left
cp_stroop_crossed,A,48,101,mov,left,incongruent,mid,low,right
cp_stroop_crossed,A,48,102,mov,left,congruent,low,mid,left
cp_stroop_crossed,A,48,103,mov,left,incongruent,high,high,right
