block_id,condition,sequence_id,trial_index,task,hand,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,B,8,0,or,left,congruent,low,high,right
cp_stroop_crossed,B,8,1,or,right,congruent,high,low,left
cp_stroop_crossed,B,8,2,or,left,congruent,low,mid,left
cp_stroop_crossed,B,8,3,or,left,congruent,mid,low,right
cp_stroop_crossed,B,8,4,or,right,congruent,low,mid,left
cp_stroop_crossed,B,8,5,or,left,incongruent,high,mid,left
cp_stroop_crossed,B,8,6,or,right,incongruent,low,mid,right
cp_stroop_crossed,B,8,7,or,right,incongruent,mid,high,right
cp_stroop_crossed,B,8,8,or,left,congruent,high,high,left
cp_stroop_crossed,B,8,9,or,right,congruent,mid,high,left
cp_stroop_crossed,B,8,10,or,left,congruent,high,mid,left
cp_stroop_crossed,B,8,11,or,right,incongruent,high,low,left
cp_stroop_crossed,B,8,12,or,right,congruent,high,high,left
cp_stroop_crossed,B,8,13,or,left,congruent,mid,mid,right
cp_stroop_crossed,B,8,14,or,right,congruent,high,high,right
cp_stroop_crossed,B,8,15,or,right,incongruent,high,low,left
cp_stroop_crossed,B,8,16,or,left,congruent,high,high,right
cp_stroop_crossed,B,8,17,or,left,congruent,low,low,right
cp_stroop_crossed,B,8,18,or,right,incongruent,mid,low,left
cp_stroop_crossed,B,8,19,or,left,incongruent,high,mid,left
cp_stroop_crossed,B,8,20,or,right,incongruent,high,high,left
cp_stroop_crossed,B,8,21,or,right,congruent,high,high,left
cp_stroop_crossed,B,8,22,or,right,congruent,high,mid,left
cp_stroop_crossed,B,8,23,or,left,incongruent,low,high,right
cp_stroop_crossed,B,8,24,or,right,congruent,low,mid,right
cp_stroop_crossed,B,8,25,or,left,congruent,high,low,right
cp_stroop_crossed,B,8,26,or,right,congruent,high,mid,right
cp_stroop_crossed,B,8,27,or,right,incongruent,high,mid,right
cp_stroop_crossed,B,8,28,or,right,incongruent,mid,high,left
cp_stroop_crossed,B,8,29,or,left,incongruent,mid,mid,left
cp_stroop_crossed,B,8,30,or,left,incongruent,high,high,left
cp_stroop_crossed,B,8,31,or,right,congruent,mid,high,right
