block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,target_dir
cp_prp,A,14,0,mov,left,600,incongruent,right
cp_prp,A,14,1,mov,left,300,incongruent,left
cp_prp,A,14,2,mov,left,600,incongruent,left
cp_prp,A,14,3,mov,left,300,congruent,right
cp_prp,A,14,4,mov,left,100,incongruent,left
cp_prp,A,14,5,mov,left,600,incongruent,right
cp_prp,A,14,6,mov,left,600,congruent,left
cp_prp,A,14,7,mov,left,100,congruent,left
cp_prp,A,14,8,mov,left,100,incongruent,right
cp_prp,A,14,9,mov,left,100,congruent,right
cp_prp,A,14,10,mov,left,300,incongruent,left
cp_prp,A,14,11,mov,left,100,incongruent,right
cp_prp,A,14,12,mov,left,300,congruent,left
cp_prp,A,14,13,mov,left,600,congruent,left
cp_prp,A,14,14,mov,left,100,congruent,left
cp_prp,A,14,15,mov,left,300,incongruent,left
cp_prp,A,14,16,mov,left,600,incongruent,left
cp_prp,A,14,17,mov,left,100,incongruent,left
cp_prp,A,14,18,mov,left,300,congruent,left
cp_prp,A,14,19,mov,left,600,congruent,right
cp_prp,A,14,20,mov,left,100,incongruent,left
cp_prp,A,14,21,mov,left,300,incongruent,left
cp_prp,A,14,22,mov,left,600,incongruent,left
cp_prp,A,14,23,mov,left,600,incongruent,right
cp_prp,A,14,24,mov,left,300,congruent,right
cp_prp,A,14,25,mov,left,100,congruent,left
cp_prp,A,14,26,mov,left,300,congruent,right
cp_prp,A,14,27,mov,left,100,congruent,right
cp_prp,A,14,28,mov,left,300,congruent,left
cp_prp,A,14,29,mov,left,100,congruent,left
cp_prp,A,14,30,mov,left,300,incongruent,right
cp_prp,A,14,31,mov,left,300,incongruent,left
cp_prp,A,14,32,mov,left,600,congruent,left
cp_prp,A,14,33,mov,left,100,congruent,right
cp_prp,A,14,34,mov,left,600,congruent,left
cp_prp,A,14,35,mov,left,600,congruent,right
cp_prp,A,14,36,mov,left,300,incongruent,right
cp_prp,A,14,37,mov,left,600,congruent,right
cp_prp,A,14,38,mov,left,100,congruent,left
cp_prp,A,14,39,mov,left,100,congruent,right
cp_prp,A,14,40,mov,left,300,incongruent,right
cp_prp,A,14,41,mov,left,100,congruent,right
cp_prp,A,14,42,mov,left,300,congruent,left
cp_prp,A,14,43,mov,left,600,congruent,left
cp_prp,A,14,44,mov,left,300,congruent,left
cp_prp,A,14,45,mov,left,600,congruent,right
cp_prp,A,14,46,mov,left,300,congruent,right
cp_prp,A,14,47,mov,left,100,congruent,right
cp_prp,A,14,48,mov,left,600,incongruent,left
cp_prp,A,14,49,mov,left,100,incongruent,left
cp_prp,A,14,50,mov,left,300,congruent,right
cp_prp,A,14,51,mov,left,600,congruent,left
cp_prp,A,14,52,mov,left,100,incongruent,left
cp_prp,A,14,53,mov,left,600,congruent,left
cp_prp,A,14,54,mov,left,600,incongruent,left
cp_prp,A,14,55,mov,left,100,incongruent,right
cp_prp,A,14,56,mov,left,100,congruent,left
cp_prp,A,14,57,mov,left,100,incongruent,right
cp_prp,A,14,58,mov,left,100,incongruent,right
cp_prp,A,14,59,mov,left,300,incongruent,left
cp_prp,A,14,60,mov,left,300,congruent,left
cp_prp,A,14,61,mov,left,300,congruent,left
cp_prp,A,14,62,mov,left,300,congruent,right
cp_prp,A,14,63,mov,left,100,congruent,left
cp_prp,A,14,64,mov,left,600,incongruent,right
cp_prp,A,14,65,mov,left,100,incongruent,right
cp_prp,A,14,66,mov,left,600,incongruent,right
cp_prp,A,14,67,mov,left,100,incongruent,right
cp_prp,A,14,68,mov,left,300,incongruent,right
cp_prp,A,14,69,mov,left,100,congruent,left
cp_prp,A,14,70,mov,left,300,incongruent,right
cp_prp,A,14,71,mov,left,100,congruent,right
cp_prp,A,14,72,mov,left,300,incongruent,right
cp_prp,A,14,73,mov,left,100,incongruent,left
cp_prp,A,14,74,mov,left,600,incongruent,left
cp_prp,A,14,75,mov,left,100,incongruent,right
cp_prp,A,14,76,mov,left,300,congruent,right
cp_prp,A,14,77,mov,left,600,congruent,left
cp_prp,A,14,78,mov,left,300,incongruent,right
cp_prp,A,14,79,mov,left,600,congruent,right
cp_prp,A,14,80,mov,left,600,incongruent,right
cp_prp,A,14,81,mov,left,300,incongruent,left
cp_prp,A,14,82,mov,left,300,congruent,right
cp_prp,A,14,83,mov,left,600,congruent,right
cp_prp,A,14,84,mov,left,100,incongruent,left
cp_prp,A,14,85,mov,left,300,incongruent,left
cp_prp,A,14,86,mov,left,600,congruent,right
cp_prp,A,14,87,mov,left,600,incongruent,right
cp_prp,A,14,88,mov,left,300,congruent,left
cp_prp,A,14,89,mov,left,100,incongruent,left
cp_prp,A,14,90,mov,left,600,incongruent,left
cp_prp,A,14,91,mov,left,600,congruent,right
cp_prp,A,14,92,mov,left,600,incongruent,left
cp_prp,A,14,93,mov,left,600,incongruent,right
cp_prp,A,14,94,mov,left,300,incongruent,right
cp_prp,A,14,95,mov,left,100,congruent,right
