block_id,condition,sequence_id,trial_index,task,hand,congruency,target_dir,response_transition
cp_stroop,B,23,0,or,left,incongruent,left,First
cp_stroop,B,23,1,or,left,congruent,right,Switch
cp_stroop,B,23,2,or,right,congruent,right,Repeat
cp_stroop,B,23,3,or,left,congruent,right,Repeat
cp_stroop,B,23,4,or,left,incongruent,left,Switch
cp_stroop,B,23,5,or,right,incongruent,right,Switch
cp_stroop,B,23,6,or,left,incongruent,left,Switch
cp_stroop,B,23,7,or,right,congruent,left,Repeat
cp_stroop,B,23,8,or,right,incongruent,right,Switch
cp_stroop,B,23,9,or,left,congruent,right,Repeat
cp_stroop,B,23,10,or,right,congruent,left,Switch
cp_stroop,B,23,11,or,left,congruent,right,Switch
cp_stroop,B,23,12,or,left,congruent,right,Repeat
cp_stroop,B,23,13,or,right,incongruent,left,Switch
cp_stroop,B,23,14,or,right,incongruent,right,Switch
cp_stroop,B,23,15,or,left,congruent,left,Switch
cp_stroop,B,23,16,or,left,congruent,left,Repeat
cp_stroop,B,23,17,or,right,congruent,left,Repeat
cp_stroop,B,23,18,or,right,congruent,left,Repeat
cp_stroop,B,23,19,or,left,incongruent,right,Switch
cp_stroop,B,23,20,or,left,congruent,right,Repeat
cp_stroop,B,23,21,or,right,congruent,left,Switch
cp_stroop,B,23,22,or,left,congruent,left,Repeat
cp_stroop,B,23,23,or,left,incongruent,right,Switch
cp_stroop,B,23,24,or,right,incongruent,left,Switch
cp_stroop,B,23,25,or,left,incongruent,left,Repeat
cp_stroop,B,23,26,or,right,congruent,right,Switch
cp_stroop,B,23,27,or,left,congruent,left,Switch
cp_stroop,B,23,28,or,right,incongruent,left,Repeat
cp_stroop,B,23,29,or,right,incongruent,left,Repeat
cp_stroop,B,23,30,or,right,incongruent,right,Switch
cp_stroop,B,23,31,or,left,incongruent,left,Switch
cp_stroop,B,23,32,or,right,congruent,right,Switch
cp_stroop,B,23,33,or,left,congruent,right,Repeat
cp_stroop,B,23,34,or,right,congruent,right,Repeat
cp_stroop,B,23,35,or,left,congruent,left,Switch
cp_stroop,B,23,36,or,left,incongruent,right,Switch
cp_stroop,B,23,37,or,right,incongruent,right,Repeat
cp_stroop,B,23,38,or,left,congruent,right,Repeat
cp_stroop,B,23,39,or,left,incongruent,right,Repeat
cp_stroop,B,23,40,or,right,incongruent,left,Switch
cp_stroop,B,23,41,or,right,incongruent,left,Repeat
cp_stroop,B,23,42,or,left,congruent,left,Repeat
cp_stroop,B,23,43,or,right,congruent,left,Repeat
cp_stroop,B,23,44,or,left,incongruent,right,Switch
cp_stroop,B,23,45,or,left,congruent,left,Switch
cp_stroop,B,23,46,or,right,incongruent,left,Repeat
cp_stroop,B,23,47,or,left,congruent,right,Switch
cp_stroop,B,23,48,or,right,congruent,right,Repeat
cp_stroop,B,23,49,or,left,incongruent,right,Repeat
cp_stroop,B,23,50,or,right,congruent,right,Repeat
cp_stroop,B,23,51,or,left,incongruent,left,Switch
cp_stroop,B,23,52,or,left,congruent,left,Repeat
cp_stroop,B,23,53,or,right,congruent,left,Repeat
cp_stroop,B,23,54,or,left,congruent,right,Switch
cp_stroop,B,23,55,or,right,incongruent,left,Switch
cp_stroop,B,23,56,or,right,congruent,right,Switch
cp_stroop,B,23,57,or,left,incongruent,right,Repeat
cp_stroop,B,23,58,or,right,congruent,right,Repeat
cp_stroop,B,23,59,or,left,incongruent,left,Switch
cp_stroop,B,23,60,or,right,incongruent,right,Switch
cp_stroop,B,23,61,or,right,incongruent,right,Repeat
cp_stroop,B,23,62,or,left,incongruent,left,Switch
cp_stroop,B,23,63,or,right,incongruent,right,Switch
cp_stroop,B,23,64,or,right,congruent,right,Repeat
cp_stroop,B,23,65,or,left,incongruent,left,Switch
cp_stroop,B,23,66,or,right,congruent,right,Switch
cp_stroop,B,23,67,or,right,incongruent,right,Repeat
cp_stroop,B,23,68,or,right,congruent,left,Switch
cp_stroop,B,23,69,or,left,incongruent,right,Switch
cp_stroop,B,23,70,or,right,incongruent,left,Switch
cp_stroop,B,23,71,or,right,congruent,left,Repeat
cp_stroop,B,23,72,or,left,congruent,right,Switch
cp_stroop,B,23,73,or,left,incongruent,left,Switch
cp_stroop,B,23,74,or,right,congruent,right,Switch
cp_stroop,B,23,75,or,left,incongruent,right,Repeat
cp_stroop,B,23,76,or,left,incongruent,left,Switch
cp_stroop,B,23,77,or,left,congruent,left,Repeat
cp_stroop,B,23,78,or,right,incongruent,right,Switch
cp_stroop,B,23,79,or,left,congruent,left,Switch
cp_stroop,B,23,80,or,right,incongruent,left,Repeat
cp_stroop,B,23,81,or,right,congruent,left,Repeat
cp_stroop,B,23,82,or,right,congruent,right,Switch
cp_stroop,B,23,83,or,left,incongruent,left,Switch
cp_stroop,B,23,84,or,left,incongruent,right,Switch
cp_stroop,B,23,85,or,right,incongruent,right,Repeat
cp_stroop,B,23,86,or,left,congruent,left,Switch
cp_stroop,B,23,87,or,left,incongruent,right,Switch
cp_stroop,B,23,88,or,right,incongruent,left,Switch
cp_stroop,B,23,89,or,right,congruent,left,Repeat
cp_stroop,B,23,90,or,left,congruent,left,Repeat
cp_stroop,B,23,91,or,right,congruent,left,Repeat
cp_stroop,B,23,92,or,right,incongruent,right,Switch
cp_stroop,B,23,93,or,right,incongruent,left,Switch
cp_stroop,B,23,94,or,left,incongruent,right,Switch
cp_stroop,B,23,95,or,left,congruent,right,Repeat
