block_id,condition,sequence_id,trial_index,task,hand,congruency,target_dir,response_transition
cp_stroop,A,29,0,mov,right,congruent,right,First
cp_stroop,A,29,1,mov,right,incongruent,right,Repeat
cp_stroop,A,29,2,mov,left,congruent,left,Switch
cp_stroop,A,29,3,mov,right,incongruent,left,Repeat
cp_stroop,A,29,4,mov,left,congruent,right,Switch
cp_stroop,A,29,5,mov,left,congruent,right,Repeat
cp_stroop,A,29,6,mov,left,incongruent,left,Switch
cp_stroop,A,29,7,mov,right,congruent,left,Repeat
cp_stroop,A,29,8,mov,right,congruent,right,Switch
cp_stroop,A,29,9,mov,left,incongruent,left,Switch
cp_stroop,A,29,10,mov,right,incongruent,left,Repeat
cp_stroop,A,29,11,mov,right,congruent,left,Repeat
cp_stroop,A,29,12,mov,left,congruent,right,Switch
cp_stroop,A,29,13,mov,right,congruent,right,Repeat
cp_stroop,A,29,14,mov,right,incongruent,left,Switch
cp_stroop,A,29,15,mov,left,congruent,left,Repeat
cp_stroop,A,29,16,mov,left,incongruent,left,Repeat
cp_stroop,A,29,17,mov,left,congruent,left,Repeat
cp_stroop,A,29,18,mov,right,congruent,right,Switch
cp_stroop,A,29,19,mov,right,incongruent,left,Switch
cp_stroop,A,29,20,mov,right,incongruent,left,Repeat
cp_stroop,A,29,21,mov,left,incongruent,right,Switch
cp_stroop,A,29,22,mov,left,incongruent,right,Repeat
cp_stroop,A,29,23,mov,right,congruent,left,Switch
cp_stroop,A,29,24,mov,right,incongruent,right,Switch
cp_stroop,A,29,25,mov,right,incongruent,right,Repeat
cp_stroop,A,29,26,mov,left,congruent,left,Switch
cp_stroop,A,29,27,mov,left,incongruent,right,Switch
cp_stroop,A,29,28,mov,right,congruent,left,Switch
cp_stroop,A,29,29,mov,left,incongruent,left,Repeat
cp_stroop,A,29,30,mov,right,incongruent,right,Switch
cp_stroop,A,29,31,mov,left,congruent,left,Switch
cp_stroop,A,29,32,mov,right,congruent,right,Switch
cp_stroop,A,29,33,mov,right,incongruent,right,Repeat
cp_stroop,A,29,34,mov,left,congruent,left,Switch
cp_stroop,A,29,35,mov,right,incongruent,left,Repeat
cp_stroop,A,29,36,mov,left,congruent,right,Switch
cp_stroop,A,29,37,mov,right,incongruent,right,Repeat
cp_stroop,A,29,38,mov,left,congruent,right,Repeat
cp_stroop,A,29,39,mov,right,incongruent,left,Switch
cp_stroop,A,29,40,mov,right,congruent,left,Repeat
cp_stroop,A,29,41,mov,right,incongruent,right,Switch
cp_stroop,A,29,42,mov,left,congruent,right,Repeat
cp_stroop,A,29,43,mov,left,incongruent,right,Repeat
cp_stroop,A,29,44,mov,left,congruent,right,Repeat
cp_stroop,A,29,45,mov,right,incongruent,left,Switch
cp_stroop,A,29,46,mov,left,congruent,left,Repeat
cp_stroop,A,29,47,mov,left,incongruent,left,Repeat
cp_stroop,A,29,48,mov,left,incongruent,left,Repeat
cp_stroop,A,29,49,mov,right,incongruent,right,Switch
cp_stroop,A,29,50,mov,right,congruent,left,Switch
cp_stroop,A,29,51,mov,left,incongruent,left,Repeat
cp_stroop,A,29,52,mov,left,congruent,right,Switch
cp_stroop,A,29,53,mov,left,congruent,left,Switch
cp_stroop,A,29,54,mov,right,congruent,right,Switch
cp_stroop,A,29,55,mov,left,incongruent,right,Repeat
cp_stroop,A,29,56,mov,left,congruent,left,Switch
cp_stroop,A,29,57,mov,right,incongruent,right,Switch
cp_stroop,A,29,58,mov,left,incongruent,right,Repeat
cp_stroop,A,29,59,mov,right,incongruent,left,Switch
cp_stroop,A,29,60,mov,left,congruent,right,Switch
cp_stroop,A,29,61,mov,left,congruent,left,Switch
cp_stroop,A,29,62,mov,right,incongruent,left,Repeat
cp_stroop,A,29,63,mov,left,congruent,left,Repeat
cp_stroop,A,29,64,mov,right,congruent,right,Switch
cp_stroop,A,29,65,mov,left,congruent,right,Repeat
cp_stroop,A,29,66,mov,right,congruent,left,Switch
cp_stroop,A,29,67,mov,right,incongruent,left,Repeat
cp_stroop,A,29,68,mov,left,incongruent,right,Switch
cp_stroop,A,29,69,mov,right,congruent,left,Switch
cp_stroop,A,29,70,mov,left,incongruent,left,Repeat
cp_stroop,A,29,71,mov,left,incongruent,left,Repeat
cp_stroop,A,29,72,mov,left,incongruent,right,Switch
cp_stroop,A,29,73,mov,right,incongruent,right,Repeat
cp_stroop,A,29,74,mov,left,incongruent,left,Switch
cp_stroop,A,29,75,mov,left,incongruent,right,Switch
cp_stroop,A,29,76,mov,left,congruent,right,Repeat
cp_stroop,A,29,77,mov,right,congruent,right,Repeat
cp_stroop,A,29,78,mov,right,incongruent,left,Switch
cp_stroop,A,29,79,mov,left,congruent,left,Repeat
cp_stroop,A,29,80,mov,right,congruent,right,Switch
cp_stroop,A,29,81,mov,left,incongruent,left,Switch
cp_stroop,A,29,82,mov,right,congruent,left,Repeat
cp_stroop,A,29,83,mov,right,congruent,right,Switch
cp_stroop,A,29,84,mov,left,congruent,right,Repeat
cp_stroop,A,29,85,mov,right,congruent,left,Switch
cp_stroop,A,29,86,mov,left,incongruent,right,Switch
cp_stroop,A,29,87,mov,right,congruent,right,Repeat
cp_stroop,A,29,88,mov,right,congruent,left,Switch
cp_stroop,A,29,89,mov,right,incongruent,right,Switch
cp_stroop,A,29,90,mov,left,incongruent,left,Switch
cp_stroop,A,29,91,mov,right,congruent,left,Repeat
cp_stroop,A,29,92,mov,right,incongruent,right,Switch
cp_stroop,A,29,93,mov,left,incongruent,right,Repeat
cp_stroop,A,29,94,mov,right,congruent,right,Repeat
cp_stroop,A,29,95,mov,left,incongruent,right,Repeat
