block_id,condition,sequence_id,trial_index,task,hand,congruency,target_dir,response_transition
cp_stroop,B,11,0,or,left,congruent,right,First
cp_stroop,B,11,1,or,left,incongruent,right,Repeat
cp_stroop,B,11,2,or,right,congruent,left,Switch
cp_stroop,B,11,3,or,left,congruent,left,Repeat
cp_stroop,B,11,4,or,left,congruent,right,Switch
cp_stroop,B,11,5,or,right,incongruent,right,Repeat
cp_stroop,B,11,6,or,right,incongruent,left,Switch
cp_stroop,B,11,7,or,left,congruent,left,Repeat
cp_stroop,B,11,8,or,left,congruent,right,Switch
cp_stroop,B,11,9,or,right,incongruent,right,Repeat
cp_stroop,B,11,10,or,left,congruent,right,Repeat
cp_stroop,B,11,11,or,left,congruent,left,Switch
cp_stroop,B,11,12,or,left,congruent,right,Switch
cp_stroop,B,11,13,or,right,congruent,right,Repeat
cp_stroop,B,11,14,or,right,incongruent,right,Repeat
cp_stroop,B,11,15,or,right,incongruent,left,Switch
cp_stroop,B,11,16,or,left,congruent,left,Repeat
cp_stroop,B,11,17,or,right,congruent,right,Switch
cp_stroop,B,11,18,or,right,congruent,right,Repeat
cp_stroop,B,11,19,or,left,incongruent,right,Repeat
cp_stroop,B,11,20,or,right,congruent,left,Switch
cp_stroop,B,11,21,or,left,incongruent,left,Repeat
cp_stroop,B,11,22,or,right,congruent,left,Repeat
cp_stroop,B,11,23,or,right,congruent,right,Switch
cp_stroop,B,11,24,or,left,congruent,left,Switch
cp_stroop,B,11,25,or,right,incongruent,left,Repeat
cp_stroop,B,11,26,or,left,incongruent,right,Switch
cp_stroop,B,11,27,or,right,incongruent,right,Repeat
cp_stroop,B,11,28,or,left,congruent,right,Repeat
cp_stroop,B,11,29,or,left,incongruent,left,Switch
cp_stroop,B,11,30,or,left,incongruent,left,Repeat
cp_stroop,B,11,31,or,right,incongruent,left,Repeat
cp_stroop,B,11,32,or,left,congruent,right,Switch
cp_stroop,B,11,33,or,right,congruent,right,Repeat
cp_stroop,B,11,34,or,left,incongruent,left,Switch
cp_stroop,B,11,35,or,left,congruent,left,Repeat
cp_stroop,B,11,36,or,right,congruent,right,Switch
cp_stroop,B,11,37,or,right,incongruent,right,Repeat
cp_stroop,B,11,38,or,left,incongruent,left,Switch
cp_stroop,B,11,39,or,left,congruent,left,Repeat
cp_stroop,B,11,40,or,right,congruent,left,Repeat
cp_stroop,B,11,41,or,left,incongruent,right,Switch
cp_stroop,B,11,42,or,right,congruent,left,Switch
cp_stroop,B,11,43,or,left,incongruent,right,Switch
cp_stroop,B,11,44,or,left,congruent,right,Repeat
cp_stroop,B,11,45,or,left,incongruent,left,Switch
cp_stroop,B,11,46,or,right,incongruent,right,Switch
cp_stroop,B,11,47,or,left,congruent,right,Repeat
cp_stroop,B,11,48,or,left,congruent,right,Repeat
cp_stroop,B,11,49,or,right,incongruent,left,Switch
cp_stroop,B,11,50,or,left,incongruent,right,Switch
cp_stroop,B,11,51,or,right,incongruent,right,Repeat
cp_stroop,B,11,52,or,right,incongruent,left,Switch
cp_stroop,B,11,53,or,right,congruent,left,Repeat
cp_stroop,B,11,54,or,left,incongruent,left,Repeat
cp_stroop,B,11,55,or,left,congruent,right,Switch
cp_stroop,B,11,56,or,right,congruent,left,Switch
cp_stroop,B,11,57,or,right,incongruent,left,Repeat
cp_stroop,B,11,58,or,right,congruent,right,Switch
cp_stroop,B,11,59,or,left,congruent,left,Switch
cp_stroop,B,11,60,or,left,incongruent,left,Repeat
cp_stroop,B,11,61,or,right,congruent,right,Switch
cp_stroop,B,11,62,or,left,incongruent,right,Repeat
cp_stroop,B,11,63,or,right,congruent,left,Switch
cp_stroop,B,11,64,or,right,incongruent,left,Repeat
cp_stroop,B,11,65,or,right,incongruent,right,Switch
cp_stroop,B,11,66,or,left,incongruent,right,Repeat
cp_stroop,B,11,67,or,right,incongruent,left,Switch
cp_stroop,B,11,68,or,left,incongruent,left,Repeat
cp_stroop,B,11,69,or,right,congruent,left,Repeat
cp_stroop,B,11,70,or,left,incongruent,left,Repeat
cp_stroop,B,11,71,or,right,incongruent,right,Switch
cp_stroop,B,11,72,or,right,incongruent,right,Repeat
cp_stroop,B,11,73,or,right,incongruent,left,Switch
cp_stroop,B,11,74,or,left,congruent,right,Switch
cp_stroop,B,11,75,or,left,congruent,left,Switch
cp_stroop,B,11,76,or,right,congruent,left,Repeat
cp_stroop,B,11,77,or,left,incongruent,right,Switch
cp_stroop,B,11,78,or,right,congruent,left,Switch
cp_stroop,B,11,79,or,left,congruent,left,Repeat
cp_stroop,B,11,80,or,right,incongruent,right,Switch
cp_stroop,B,11,81,or,right,congruent,right,Repeat
cp_stroop,B,11,82,or,left,incongruent,right,Repeat
cp_stroop,B,11,83,or,right,incongruent,left,Switch
cp_stroop,B,11,84,or,left,incongruent,left,Repeat
cp_stroop,B,11,85,or,right,congruent,right,Switch
cp_stroop,B,11,86,or,left,incongruent,left,Switch
cp_stroop,B,11,87,or,left,incongruent,right,Switch
cp_stroop,B,11,88,or,right,incongruent,right,Repeat
cp_stroop,B,11,89,or,right,incongruent,left,Switch
cp_stroop,B,11,90,or,left,incongruent,right,Switch
cp_stroop,B,11,91,or,left,congruent,left,Switch
cp_stroop,B,11,92,or,right,congruent,left,Repeat
cp_stroop,B,11,93,or,right,congruent,right,Switch
cp_stroop,B,11,94,or,right,congruent,right,Repeat
cp_stroop,B,11,95,or,left,congruent,left,Switch
