block_id,condition,sequence_id,trial_index,task,hand,task_transition,hand_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,A,45,0,or,right,First,First,First,congruent,hard,left
cp_taskswitch,A,45,1,or,right,Repeat,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,A,45,2,or,right,Repeat,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,45,3,mov,left,Switch,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,45,4,mov,left,Repeat,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,45,5,mov,left,Repeat,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,45,6,or,right,Switch,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,45,7,or,right,Repeat,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,45,8,or,left,Repeat,Switch,Switch,congruent,easy,right
cp_taskswitch,A,45,9,mov,left,Switch,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,45,10,mov,right,Repeat,Switch,Switch,congruent,easy,right
cp_taskswitch,A,45,11,or,left,Switch,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,45,12,or,left,Repeat,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,45,13,mov,right,Switch,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,45,14,mov,left,Repeat,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,45,15,mov,right,Repeat,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,45,16,or,right,Switch,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,45,17,or,left,Repeat,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,45,18,mov,right,Switch,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,45,19,or,left,Switch,Switch,Switch,incongruent,easy,left
cp_taskswitch,A,45,20,mov,left,Switch,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,45,21,or,right,Switch,Switch,Switch,congruent,easy,right
cp_taskswitch,A,45,22,or,left,Repeat,Switch,Repeat,congruent,hard,right
cp_taskswitch,A,45,23,mov,left,Switch,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,45,24,or,left,Switch,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,45,25,mov,right,Switch,Switch,Repeat,congruent,easy,left
cp_taskswitch,A,45,26,mov,right,Repeat,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,45,27,mov,left,Repeat,Switch,Switch,incongruent,hard,left
cp_taskswitch,A,45,28,or,left,Switch,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,A,45,29,mov,right,Switch,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,45,30,mov,left,Repeat,Switch,Switch,congruent,hard,left
cp_taskswitch,A,45,31,or,right,Switch,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,45,32,or,right,Repeat,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,45,33,mov,right,Switch,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,45,34,or,left,Switch,Switch,Repeat,congruent,hard,left
