block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,target_dir
cp_prp,A,21,0,mov,left,100,congruent,left
cp_prp,A,21,1,mov,left,100,incongruent,left
cp_prp,A,21,2,mov,left,300,incongruent,right
cp_prp,A,21,3,mov,left,100,congruent,right
cp_prp,A,21,4,mov,left,300,incongruent,right
cp_prp,A,21,5,mov,left,100,congruent,right
cp_prp,A,21,6,mov,left,600,congruent,left
cp_prp,A,21,7,mov,left,300,incongruent,left
cp_prp,A,21,8,mov,left,100,incongruent,right
cp_prp,A,21,9,mov,left,100,congruent,right
cp_prp,A,21,10,mov,left,600,congruent,right
cp_prp,A,21,11,mov,left,600,congruent,right
cp_prp,A,21,12,mov,left,300,congruent,right
cp_prp,A,21,13,mov,left,600,incongruent,left
cp_prp,A,21,14,mov,left,300,congruent,left
cp_prp,A,21,15,mov,left,300,congruent,left
cp_prp,A,21,16,mov,left,600,incongruent,right
cp_prp,A,21,17,mov,left,600,incongruent,left
cp_prp,A,21,18,mov,left,300,incongruent,right
cp_prp,A,21,19,mov,left,600,congruent,right
cp_prp,A,21,20,mov,left,300,congruent,right
cp_prp,A,21,21,mov,left,600,congruent,left
cp_prp,A,21,22,mov,left,600,congruent,left
cp_prp,A,21,23,mov,left,100,congruent,left
cp_prp,A,21,24,mov,left,600,incongruent,right
cp_prp,A,21,25,mov,left,600,incongruent,right
cp_prp,A,21,26,mov,left,100,congruent,right
cp_prp,A,21,27,mov,left,100,congruent,left
cp_prp,A,21,28,mov,left,600,incongruent,left
cp_prp,A,21,29,mov,left,100,incongruent,right
cp_prp,A,21,30,mov,left,100,incongruent,left
cp_prp,A,21,31,mov,left,300,incongruent,right
cp_prp,A,21,32,mov,left,600,incongruent,right
cp_prp,A,21,33,mov,left,300,incongruent,right
cp_prp,A,21,34,mov,left,600,congruent,left
cp_prp,A,21,35,mov,left,100,incongruent,right
cp_prp,A,21,36,mov,left,300,incongruent,right
cp_prp,A,21,37,mov,left,100,congruent,right
cp_prp,A,21,38,mov,left,600,congruent,left
cp_prp,A,21,39,mov,left,300,incongruent,left
cp_prp,A,21,40,mov,left,300,incongruent,left
cp_prp,A,21,41,mov,left,600,incongruent,left
cp_prp,A,21,42,mov,left,300,congruent,left
cp_prp,A,21,43,mov,left,100,congruent,left
cp_prp,A,21,44,mov,left,300,congruent,right
cp_prp,A,21,45,mov,left,300,congruent,left
cp_prp,A,21,46,mov,left,300,incongruent,left
cp_prp,A,21,47,mov,left,600,incongruent,right
cp_prp,A,21,48,mov,left,300,incongruent,left
cp_prp,A,21,49,mov,left,300,incongruent,right
cp_prp,A,21,50,mov,left,600,congruent,right
cp_prp,A,21,51,mov,left,600,congruent,left
cp_prp,A,21,52,mov,left,300,congruent,right
cp_prp,A,21,53,mov,left,300,congruent,left
cp_prp,A,21,54,mov,left,600,congruent,left
cp_prp,A,21,55,mov,left,600,incongruent,right
cp_prp,A,21,56,mov,left,100,congruent,right
cp_prp,A,21,57,mov,left,600,incongruent,right
cp_prp,A,21,58,mov,left,100,incongruent,right
cp_prp,A,21,59,mov,left,100,congruent,left
cp_prp,A,21,60,mov,left,300,congruent,right
cp_prp,A,21,61,mov,left,300,incongruent,left
cp_prp,A,21,62,mov,left,100,incongruent,left
cp_prp,A,21,63,mov,left,300,incongruent,right
cp_prp,A,21,64,mov,left,600,incongruent,right
cp_prp,A,21,65,mov,left,100,incongruent,left
cp_prp,A,21,66,mov,left,300,congruent,left
cp_prp,A,21,67,mov,left,600,incongruent,left
cp_prp,A,21,68,mov,left,300,congruent,right
cp_prp,A,21,69,mov,left,300,incongruent,left
cp_prp,A,21,70,mov,left,100,incongruent,right
cp_prp,A,21,71,mov,left,300,incongruent,left
cp_prp,A,21,72,mov,left,100,incongruent,right
cp_prp,A,21,73,mov,left,600,incongruent,left
cp_prp,A,21,74,mov,left,600,congruent,right
cp_prp,A,21,75,mov,left,100,congruent,left
cp_prp,A,21,76,mov,left,300,congruent,right
cp_prp,A,21,77,mov,left,100,incongruent,right
cp_prp,A,21,78,mov,left,600,congruent,right
cp_prp,A,21,79,mov,left,100,congruent,left
cp_prp,A,21,80,mov,left,600,congruent,left
cp_prp,A,21,81,mov,left,100,incongruent,left
cp_prp,A,21,82,mov,left,100,congruent,right
cp_prp,A,21,83,mov,left,600,congruent,right
cp_prp,A,21,84,mov,left,300,congruent,right
cp_prp,A,21,85,mov,left,300,congruent,left
cp_prp,A,21,86,mov,left,100,incongruent,left
cp_prp,A,21,87,mov,left,100,incongruent,right
cp_prp,A,21,88,mov,left,600,incongruent,left
cp_prp,A,21,89,mov,left,100,congruent,right
cp_prp,A,21,90,mov,left,300,congruent,left
cp_prp,A,21,91,mov,left,100,congruent,left
cp_prp,A,21,92,mov,left,600,incongruent,left
cp_prp,A,21,93,mov,left,600,congruent,right
cp_prp,A,21,94,mov,left,100,incongruent,left
cp_prp,A,21,95,mov,left,100,incongruent,left
