block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,target_dir
cp_prp,B,43,0,or,right,600,congruent,right
cp_prp,B,43,1,or,right,300,incongruent,right
cp_prp,B,43,2,or,right,600,incongruent,left
cp_prp,B,43,3,or,right,600,congruent,left
cp_prp,B,43,4,or,right,100,congruent,right
cp_prp,B,43,5,or,right,300,incongruent,left
cp_prp,B,43,6,or,right,100,incongruent,right
cp_prp,B,43,7,or,right,600,congruent,right
cp_prp,B,43,8,or,right,100,congruent,left
cp_prp,B,43,9,or,right,300,congruent,right
cp_prp,B,43,10,or,right,300,incongruent,left
cp_prp,B,43,11,or,right,600,congruent,left
cp_prp,B,43,12,or,right,600,incongruent,left
cp_prp,B,43,13,or,right,100,congruent,left
cp_prp,B,43,14,or,right,100,incongruent,left
cp_prp,B,43,15,or,right,100,incongruent,right
cp_prp,B,43,16,or,right,600,congruent,right
cp_prp,B,43,17,or,right,100,congruent,left
cp_prp,B,43,18,or,right,300,congruent,left
cp_prp,B,43,19,or,right,600,congruent,left
cp_prp,B,43,20,or,right,600,incongruent,left
cp_prp,B,43,21,or,right,100,congruent,right
cp_prp,B,43,22,or,right,600,incongruent,right
cp_prp,B,43,23,or,right,100,incongruent,left
cp_prp,B,43,24,or,right,300,incongruent,left
cp_prp,B,43,25,or,right,300,incongruent,right
cp_prp,B,43,26,or,right,300,congruent,left
cp_prp,B,43,27,or,right,600,congruent,left
cp_prp,B,43,28,or,right,300,incongruent,left
cp_prp,B,43,29,or,right,600,incongruent,left
cp_prp,B,43,30,or,right,300,incongruent,right
cp_prp,B,43,31,or,right,300,incongruent,right
cp_prp,B,43,32,or,right,100,incongruent,left
cp_prp,B,43,33,or,right,100,congruent,left
cp_prp,B,43,34,or,right,300,congruent,left
cp_prp,B,43,35,or,right,300,incongruent,right
cp_prp,B,43,36,or,right,300,congruent,right
cp_prp,B,43,37,or,right,300,incongruent,left
cp_prp,B,43,38,or,right,600,incongruent,right
cp_prp,B,43,39,or,right,600,incongruent,right
cp_prp,B,43,40,or,right,100,incongruent,right
cp_prp,B,43,41,or,right,100,congruent,right
cp_prp,B,43,42,or,right,100,congruent,right
cp_prp,B,43,43,or,right,600,congruent,left
cp_prp,B,43,44,or,right,600,incongruent,right
cp_prp,B,43,45,or,right,100,congruent,right
cp_prp,B,43,46,or,right,600,incongruent,left
cp_prp,B,43,47,or,right,300,congruent,right
cp_prp,B,43,48,or,right,600,congruent,right
cp_prp,B,43,49,or,right,100,congruent,left
cp_prp,B,43,50,or,right,300,congruent,left
cp_prp,B,43,51,or,right,300,congruent,right
cp_prp,B,43,52,or,right,600,incongruent,left
cp_prp,B,43,53,or,right,100,congruent,right
cp_prp,B,43,54,or,right,600,incongruent,right
cp_prp,B,43,55,or,right,600,congruent,right
cp_prp,B,43,56,or,right,300,congruent,right
cp_prp,B,43,57,or,right,100,incongruent,left
cp_prp,B,43,58,or,right,300,congruent,left
cp_prp,B,43,59,or,right,600,congruent,left
cp_prp,B,43,60,or,right,300,incongruent,right
cp_prp,B,43,61,or,right,100,incongruent,left
cp_prp,B,43,62,or,right,600,incongruent,right
cp_prp,B,43,63,or,right,100,congruent,left
cp_prp,B,43,64,or,right,600,incongruent,left
cp_prp,B,43,65,or,right,300,incongruent,right
cp_prp,B,43,66,or,right,300,congruent,left
cp_prp,B,43,67,or,right,300,incongruent,left
cp_prp,B,43,68,or,right,100,incongruent,right
cp_prp,B,43,69,or,right,600,incongruent,right
cp_prp,B,43,70,or,right,100,incongruent,right
cp_prp,B,43,71,or,right,600,congruent,right
cp_prp,B,43,72,or,right,100,incongruent,right
cp_prp,B,43,73,or,right,300,congruent,right
cp_prp,B,43,74,or,right,300,congruent,left
cp_prp,B,43,75,or,right,100,incongruent,right
cp_prp,B,43,76,or,right,300,congruent,right
cp_prp,B,43,77,or,right,300,incongruent,left
cp_prp,B,43,78,or,right,100,incongruent,left
cp_prp,B,43,79,or,right,100,incongruent,right
cp_prp,B,43,80,or,right,600,congruent,right
cp_prp,B,43,81,or,right,100,congruent,left
cp_prp,B,43,82,or,right,300,congruent,left
cp_prp,B,43,83,or,right,600,congruent,left
cp_prp,B,43,84,or,right,100,incongruent,left
cp_prp,B,43,85,or,right,600,incongruent,right
cp_prp,B,43,86,or,right,100,congruent,right
cp_prp,B,43,87,or,right,600,congruent,right
cp_prp,B,43,88,or,right,300,congruent,right
cp_prp,B,43,89,or,right,100,incongruent,left
cp_prp,B,43,90,or,right,100,congruent,right
cp_prp,B,43,91,or,right,600,congruent,left
cp_prp,B,43,92,or,right,300,incongruent,left
cp_prp,B,43,93,or,right,600,incongruent,left
cp_prp,B,43,94,or,right,100,congruent,left
cp_prp,B,43,95,or,right,300,incongruent,right
