block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,target_dir
cp_prp,B,18,0,or,right,100,congruent,right
cp_prp,B,18,1,or,right,300,incongruent,left
cp_prp,B,18,2,or,right,600,congruent,left
cp_prp,B,18,3,or,right,300,congruent,right
cp_prp,B,18,4,or,right,600,congruent,right
cp_prp,B,18,5,or,right,600,incongruent,left
cp_prp,B,18,6,or,right,300,incongruent,left
cp_prp,B,18,7,or,right,100,incongruent,right
cp_prp,B,18,8,or,right,600,congruent,right
cp_prp,B,18,9,or,right,600,congruent,right
cp_prp,B,18,10,or,right,600,incongruent,right
cp_prp,B,18,11,or,right,100,congruent,right
cp_prp,B,18,12,or,right,300,congruent,left
cp_prp,B,18,13,or,right,600,incongruent,right
cp_prp,B,18,14,or,right,600,congruent,left
cp_prp,B,18,15,or,right,300,incongruent,left
cp_prp,B,18,16,or,right,300,incongruent,right
cp_prp,B,18,17,or,right,600,congruent,left
cp_prp,B,18,18,or,right,600,congruent,right
cp_prp,B,18,19,or,right,600,incongruent,left
cp_prp,B,18,20,or,right,100,congruent,right
cp_prp,B,18,21,or,right,100,incongruent,left
cp_prp,B,18,22,or,right,300,incongruent,left
cp_prp,B,18,23,or,right,300,congruent,right
cp_prp,B,18,24,or,right,300,incongruent,right
cp_prp,B,18,25,or,right,600,incongruent,left
cp_prp,B,18,26,or,right,600,incongruent,right
cp_prp,B,18,27,or,right,300,congruent,right
cp_prp,B,18,28,or,right,600,incongruent,right
cp_prp,B,18,29,or,right,100,incongruent,right
cp_prp,B,18,30,or,right,300,congruent,left
cp_prp,B,18,31,or,right,300,incongruent,right
cp_prp,B,18,32,or,right,300,incongruent,right
cp_prp,B,18,33,or,right,600,incongruent,left
cp_prp,B,18,34,or,right,300,incongruent,left
cp_prp,B,18,35,or,right,100,incongruent,left
cp_prp,B,18,36,or,right,300,congruent,left
cp_prp,B,18,37,or,right,100,incongruent,right
cp_prp,B,18,38,or,right,100,congruent,right
cp_prp,B,18,39,or,right,100,congruent,right
cp_prp,B,18,40,or,right,300,incongruent,left
cp_prp,B,18,41,or,right,100,congruent,left
cp_prp,B,18,42,or,right,300,congruent,right
cp_prp,B,18,43,or,right,100,incongruent,left
cp_prp,B,18,44,or,right,100,incongruent,right
cp_prp,B,18,45,or,right,100,congruent,left
cp_prp,B,18,46,or,right,100,congruent,right
cp_prp,B,18,47,or,right,300,incongruent,left
cp_prp,B,18,48,or,right,300,incongruent,right
cp_prp,B,18,49,or,right,600,congruent,left
cp_prp,B,18,50,or,right,600,incongruent,right
cp_prp,B,18,51,or,right,100,incongruent,left
cp_prp,B,18,52,or,right,100,incongruent,left
cp_prp,B,18,53,or,right,100,congruent,right
cp_prp,B,18,54,or,right,100,incongruent,left
cp_prp,B,18,55,or,right,100,congruent,left
cp_prp,B,18,56,or,right,600,incongruent,right
cp_prp,B,18,57,or,right,100,congruent,left
cp_prp,B,18,58,or,right,300,incongruent,right
cp_prp,B,18,59,or,right,300,congruent,left
cp_prp,B,18,60,or,right,600,incongruent,right
cp_prp,B,18,61,or,right,300,incongruent,right
cp_prp,B,18,62,or,right,600,congruent,right
cp_prp,B,18,63,or,right,300,incongruent,right
cp_prp,B,18,64,or,right,600,congruent,left
cp_prp,B,18,65,or,right,600,congruent,left
cp_prp,B,18,66,or,right,300,congruent,left
cp_prp,B,18,67,or,right,100,congruent,right
cp_prp,B,18,68,or,right,300,congruent,right
cp_prp,B,18,69,or,right,100,incongruent,right
cp_prp,B,18,70,or,right,100,congruent,left
cp_prp,B,18,71,or,right,600,incongruent,left
cp_prp,B,18,72,or,right,300,incongruent,left
cp_prp,B,18,73,or,right,600,congruent,right
cp_prp,B,18,74,or,right,600,congruent,left
cp_prp,B,18,75,or,right,600,incongruent,left
cp_prp,B,18,76,or,right,300,congruent,right
cp_prp,B,18,77,or,right,600,congruent,right
cp_prp,B,18,78,or,right,300,congruent,right
cp_prp,B,18,79,or,right,600,incongruent,left
cp_prp,B,18,80,or,right,600,incongruent,right
cp_prp,B,18,81,or,right,600,congruent,left
cp_prp,B,18,82,or,right,600,congruent,right
cp_prp,B,18,83,or,right,600,incongruent,left
cp_prp,B,18,84,or,right,300,congruent,left
cp_prp,B,18,85,or,right,100,incongruent,left
cp_prp,B,18,86,or,right,100,incongruent,right
cp_prp,B,18,87,or,right,300,congruent,right
cp_prp,B,18,88,or,right,100,congruent,left
cp_prp,B,18,89,or,right,100,congruent,left
cp_prp,B,18,90,or,right,100,congruent,left
cp_prp,B,18,91,or,right,100,incongruent,right
cp_prp,B,18,92,or,right,300,congruent,left
cp_prp,B,18,93,or,right,100,incongruent,right
cp_prp,B,18,94,or,right,300,congruent,left
cp_prp,B,18,95,or,right,100,incongruent,left
