block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,target_dir
cp_prp,A,39,0,mov,left,600,incongruent,left
cp_prp,A,39,1,mov,left,100,incongruent,right
cp_prp,A,39,2,mov,left,600,incongruent,left
cp_prp,A,39,3,mov,left,300,congruent,left
cp_prp,A,39,4,mov,left,300,incongruent,left
cp_prp,A,39,5,mov,left,300,congruent,right
cp_prp,A,39,6,mov,left,300,congruent,left
cp_prp,A,39,7,mov,left,600,congruent,right
cp_prp,A,39,8,mov,left,100,congruent,right
cp_prp,A,39,9,mov,left,100,congruent,left
cp_prp,A,39,10,mov,left,600,congruent,left
cp_prp,A,39,11,mov,left,100,congruent,left
cp_prp,A,39,12,mov,left,100,incongruent,right
cp_prp,A,39,13,mov,left,600,incongruent,right
cp_prp,A,39,14,mov,left,100,congruent,right
cp_prp,A,39,15,mov,left,300,incongruent,right
cp_prp,A,39,16,mov,left,600,congruent,left
cp_prp,A,39,17,mov,left,100,incongruent,left
cp_prp,A,39,18,mov,left,600,congruent,right
cp_prp,A,39,19,mov,left,600,incongruent,left
cp_prp,A,39,20,mov,left,300,congruent,right
cp_prp,A,39,21,mov,left,600,incongruent,right
cp_prp,A,39,22,mov,left,600,incongruent,right
cp_prp,A,39,23,mov,left,600,congruent,left
cp_prp,A,39,24,mov,left,600,incongruent,left
cp_prp,A,39,25,mov,left,100,congruent,left
cp_prp,A,39,26,mov,left,600,incongruent,right
cp_prp,A,39,27,mov,left,300,incongruent,right
cp_prp,A,39,28,mov,left,600,incongruent,left
cp_prp,A,39,29,mov,left,600,incongruent,right
cp_prp,A,39,30,mov,left,300,incongruent,right
cp_prp,A,39,31,mov,left,600,congruent,right
cp_prp,A,39,32,mov,left,100,congruent,left
cp_prp,A,39,33,mov,left,300,congruent,right
cp_prp,A,39,34,mov,left,300,incongruent,right
cp_prp,A,39,35,mov,left,300,congruent,left
cp_prp,A,39,36,mov,left,100,congruent,left
cp_prp,A,39,37,mov,left,100,incongruent,right
cp_prp,A,39,38,mov,left,100,incongruent,left
cp_prp,A,39,39,mov,left,300,incongruent,left
cp_prp,A,39,40,mov,left,600,incongruent,left
cp_prp,A,39,41,mov,left,300,congruent,right
cp_prp,A,39,42,mov,left,600,congruent,left
cp_prp,A,39,43,mov,left,300,incongruent,right
cp_prp,A,39,44,mov,left,300,incongruent,left
cp_prp,A,39,45,mov,left,100,incongruent,left
cp_prp,A,39,46,mov,left,100,congruent,right
cp_prp,A,39,47,mov,left,600,congruent,left
cp_prp,A,39,48,mov,left,100,congruent,left
cp_prp,A,39,49,mov,left,100,congruent,left
cp_prp,A,39,50,mov,left,600,congruent,right
cp_prp,A,39,51,mov,left,300,incongruent,right
cp_prp,A,39,52,mov,left,300,congruent,left
cp_prp,A,39,53,mov,left,100,incongruent,left
cp_prp,A,39,54,mov,left,100,incongruent,left
cp_prp,A,39,55,mov,left,300,congruent,left
cp_prp,A,39,56,mov,left,600,congruent,left
cp_prp,A,39,57,mov,left,100,congruent,right
cp_prp,A,39,58,mov,left,100,incongruent,left
cp_prp,A,39,59,mov,left,300,incongruent,right
cp_prp,A,39,60,mov,left,300,congruent,right
cp_prp,A,39,61,mov,left,300,congruent,left
cp_prp,A,39,62,mov,left,100,congruent,right
cp_prp,A,39,63,mov,left,600,incongruent,left
cp_prp,A,39,64,mov,left,100,incongruent,right
cp_prp,A,39,65,mov,left,600,congruent,left
cp_prp,A,39,66,mov,left,100,incongruent,left
cp_prp,A,39,67,mov,left,100,incongruent,left
cp_prp,A,39,68,mov,left,600,congruent,right
cp_prp,A,39,69,mov,left,100,incongruent,right
cp_prp,A,39,70,mov,left,300,congruent,left
cp_prp,A,39,71,mov,left,600,congruent,right
cp_prp,A,39,72,mov,left,300,incongruent,left
cp_prp,A,39,73,mov,left,300,congruent,right
cp_prp,A,39,74,mov,left,600,incongruent,right
cp_prp,A,39,75,mov,left,100,congruent,left
cp_prp,A,39,76,mov,left,300,congruent,right
cp_prp,A,39,77,mov,left,100,incongruent,right
cp_prp,A,39,78,mov,left,100,congruent,right
cp_prp,A,39,79,mov,left,600,congruent,right
cp_prp,A,39,80,mov,left,300,incongruent,left
cp_prp,A,39,81,mov,left,300,incongruent,left
cp_prp,A,39,82,mov,left,600,incongruent,right
cp_prp,A,39,83,mov,left,100,congruent,right
cp_prp,A,39,84,mov,left,100,incongruent,right
cp_prp,A,39,85,mov,left,600,congruent,left
cp_prp,A,39,86,mov,left,100,congruent,right
cp_prp,A,39,87,mov,left,300,congruent,left
cp_prp,A,39,88,mov,left,600,incongruent,left
cp_prp,A,39,89,mov,left,300,incongruent,left
cp_prp,A,39,90,mov,left,300,congruent,right
cp_prp,A,39,91,mov,left,300,incongruent,right
cp_prp,A,39,92,mov,left,300,incongruent,left
cp_prp,A,39,93,mov,left,600,incongruent,right
cp_prp,A,39,94,mov,left,600,congruent,right
cp_prp,A,39,95,mov,left,100,incongruent,right
