block_id,condition,sequence_id,trial_index,task,hand,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,B,22,0,or,left,congruent,low,mid,left
cp_stroop_crossed,B,22,1,or,right,congruent,low,low,left
cp_stroop_crossed,B,22,2,or,right,congruent,low,high,right
cp_stroop_crossed,B,22,3,or,right,congruent,mid,low,left
cp_stroop_crossed,B,22,4,or,left,congruent,high,low,left
cp_stroop_crossed,B,22,5,or,left,incongruent,mid,high,left
cp_stroop_crossed,B,22,6,or,right,incongruent,mid,mid,left
cp_stroop_crossed,B,22,7,or,right,congruent,low,low,right
cp_stroop_crossed,B,22,8,or,right,incongruent,low,mid,right
cp_stroop_crossed,B,22,9,or,left,incongruent,high,high,left
cp_stroop_crossed,B,22,10,or,left,incongruent,mid,low,right
cp_stroop_crossed,B,22,11,or,left,incongruent,mid,low,left
cp_stroop_crossed,B,22,12,or,right,incongruent,high,high,right
cp_stroop_crossed,B,22,13,or,left,congruent,low,high,left
cp_stroop_crossed,B,22,14,or,left,incongruent,high,low,right
cp_stroop_crossed,B,22,15,or,left,congruent,mid,mid,right
cp_stroop_crossed,B,22,16,or,right,incongruent,high,mid,right
cp_stroop_crossed,B,22,17,or,right,incongruent,low,mid,right
cp_stroop_crossed,B,22,18,or,left,incongruent,high,mid,left
cp_stroop_crossed,B,22,19,or,right,congruent,high,mid,right
cp_stroop_crossed,B,22,20,or,right,congruent,mid,mid,left
cp_stroop_crossed,B,22,21,or,right,congruent,low,high,right
cp_stroop_crossed,B,22,22,or,left,incongruent,mid,high,right
cp_stroop_crossed,B,22,23,or,left,incongruent,high,high,right
cp_stroop_crossed,B,22,24,or,left,incongruent,low,low,right
cp_stroop_crossed,B,22,25,or,right,incongruent,high,mid,right
cp_stroop_crossed,B,22,26,or,right,incongruent,low,high,left
cp_stroop_crossed,B,22,27,or,right,incongruent,low,low,left
cp_stroop_crossed,B,22,28,or,left,incongruent,low,low,right
cp_stroop_crossed,B,22,29,or,right,congruent,high,mid,left
cp_stroop_crossed,B,22,30,or,right,incongruent,low,low,left
cp_stroop_crossed,B,22,31,or,left,congruent,low,mid,left
cp_stroop_crossed,B,22,32,or,right,congruent,mid,mid,left
cp_stroop_crossed,B,22,33,or,right,incongruent,low,mid,right
cp_stroop_crossed,B,22,34,or,right,incongruent,mid,mid,left
cp_stroop_crossed,B,22,35,or,left,incongruent,mid,mid,right
cp_stroop_crossed,B,22,36,or,right,congruent,high,low,left
cp_stroop_crossed,B,22,37,or,left,congruent,high,high,right
cp_stroop_crossed,B,22,38,or,left,congruent,mid,high,right
cp_stroop_crossed,B,22,39,or,left,congruent,mid,low,right
cp_stroop_crossed,B,22,40,or,right,incongruent,low,mid,left
cp_stroop_crossed,B,22,41,or,left,congruent,high,low,right
cp_stroop_crossed,B,22,42,or,right,incongruent,high,low,right
cp_stroop_crossed,B,22,43,or,left,incongruent,high,mid,left
cp_stroop_crossed,B,22,44,or,right,incongruent,high,high,left
cp_stroop_crossed,B,22,45,or,left,congruent,mid,high,left
cp_stroop_crossed,B,22,46,or,right,incongruent,mid,low,left
cp_stroop_crossed,B,22,47,or,left,congruent,mid,high,left
cp_stroop_crossed,B,22,48,or,left,congruent,high,low,right
cp_stroop_crossed,B,22,49,or,right,incongruent,mid,high,left
cp_stroop_crossed,B,22,50,or,left,incongruent,low,high,left
cp_stroop_crossed,B,22,51,or,left,incongruent,mid,low,right
cp_stroop_crossed,B,22,52,or,right,congruent,low,low,right
cp_stroop_crossed,B,22,53,or,left,congruent,high,mid,left
cp_stroop_crossed,B,22,54,or,left,congruent,high,mid,right
cp_stroop_crossed,B,22,55,or,left,incongruent,mid,mid,right
