block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,target_dir
cp_prp,B,37,0,or,right,300,congruent,left
cp_prp,B,37,1,or,right,100,incongruent,right
cp_prp,B,37,2,or,right,100,congruent,right
cp_prp,B,37,3,or,right,100,congruent,left
cp_prp,B,37,4,or,right,300,incongruent,left
cp_prp,B,37,5,or,right,300,congruent,left
cp_prp,B,37,6,or,right,300,incongruent,right
cp_prp,B,37,7,or,right,600,congruent,right
cp_prp,B,37,8,or,right,100,congruent,left
cp_prp,B,37,9,or,right,600,congruent,left
cp_prp,B,37,10,or,right,600,congruent,right
cp_prp,B,37,11,or,right,300,congruent,left
cp_prp,B,37,12,or,right,100,congruent,right
cp_prp,B,37,13,or,right,300,congruent,right
cp_prp,B,37,14,or,right,100,incongruent,left
cp_prp,B,37,15,or,right,600,congruent,right
cp_prp,B,37,16,or,right,600,incongruent,left
cp_prp,B,37,17,or,right,100,incongruent,right
cp_prp,B,37,18,or,right,300,incongruent,right
cp_prp,B,37,19,or,right,300,congruent,left
cp_prp,B,37,20,or,right,100,incongruent,left
cp_prp,B,37,21,or,right,300,congruent,left
cp_prp,B,37,22,or,right,100,incongruent,left
cp_prp,B,37,23,or,right,600,incongruent,left
cp_prp,B,37,24,or,right,300,congruent,left
cp_prp,B,37,25,or,right,300,congruent,right
cp_prp,B,37,26,or,right,300,congruent,right
cp_prp,B,37,27,or,right,600,incongruent,right
cp_prp,B,37,28,or,right,600,incongruent,left
cp_prp,B,37,29,or,right,100,incongruent,right
cp_prp,B,37,30,or,right,100,congruent,left
cp_prp,B,37,31,or,right,100,incongruent,left
cp_prp,B,37,32,or,right,100,congruent,left
cp_prp,B,37,33,or,right,300,incongruent,right
cp_prp,B,37,34,or,right,300,incongruent,right
cp_prp,B,37,35,or,right,600,incongruent,right
cp_prp,B,37,36,or,right,600,congruent,right
cp_prp,B,37,37,or,right,100,incongruent,right
cp_prp,B,37,38,or,right,600,congruent,left
cp_prp,B,37,39,or,right,300,incongruent,right
cp_prp,B,37,40,or,right,300,congruent,right
cp_prp,B,37,41,or,right,600,congruent,left
cp_prp,B,37,42,or,right,100,congruent,right
cp_prp,B,37,43,or,right,300,congruent,right
cp_prp,B,37,44,or,right,100,congruent,right
cp_prp,B,37,45,or,right,600,congruent,left
cp_prp,B,37,46,or,right,600,incongruent,left
cp_prp,B,37,47,or,right,300,incongruent,left
cp_prp,B,37,48,or,right,600,congruent,right
cp_prp,B,37,49,or,right,600,congruent,left
cp_prp,B,37,50,or,right,100,congruent,right
cp_prp,B,37,51,or,right,600,incongruent,right
cp_prp,B,37,52,or,right,600,incongruent,left
cp_prp,B,37,53,or,right,600,incongruent,left
cp_prp,B,37,54,or,right,100,incongruent,left
cp_prp,B,37,55,or,right,100,incongruent,left
cp_prp,B,37,56,or,right,300,incongruent,left
cp_prp,B,37,57,or,right,300,congruent,right
cp_prp,B,37,58,or,right,300,congruent,right
cp_prp,B,37,59,or,right,600,incongruent,right
cp_prp,B,37,60,or,right,100,congruent,right
cp_prp,B,37,61,or,right,100,congruent,left
cp_prp,B,37,62,or,right,100,congruent,right
cp_prp,B,37,63,or,right,300,incongruent,left
cp_prp,B,37,64,or,right,600,congruent,right
cp_prp,B,37,65,or,right,100,incongruent,right
cp_prp,B,37,66,or,right,100,incongruent,right
cp_prp,B,37,67,or,right,600,incongruent,right
cp_prp,B,37,68,or,right,300,incongruent,left
cp_prp,B,37,69,or,right,300,incongruent,left
cp_prp,B,37,70,or,right,600,congruent,left
cp_prp,B,37,71,or,right,600,congruent,right
cp_prp,B,37,72,or,right,100,congruent,left
cp_prp,B,37,73,or,right,300,congruent,left
cp_prp,B,37,74,or,right,300,incongruent,right
cp_prp,B,37,75,or,right,600,incongruent,right
cp_prp,B,37,76,or,right,600,congruent,left
cp_prp,B,37,77,or,right,300,congruent,right
cp_prp,B,37,78,or,right,600,incongruent,left
cp_prp,B,37,79,or,right,100,incongruent,right
cp_prp,B,37,80,or,right,600,incongruent,left
cp_prp,B,37,81,or,right,300,congruent,left
cp_prp,B,37,82,or,right,300,incongruent,right
cp_prp,B,37,83,or,right,600,incongruent,right
cp_prp,B,37,84,or,right,600,congruent,right
cp_prp,B,37,85,or,right,100,incongruent,right
cp_prp,B,37,86,or,right,100,incongruent,left
cp_prp,B,37,87,or,right,300,incongruent,right
cp_prp,B,37,88,or,right,300,incongruent,left
cp_prp,B,37,89,or,right,600,congruent,left
cp_prp,B,37,90,or,right,100,incongruent,left
cp_prp,B,37,91,or,right,600,incongruent,right
cp_prp,B,37,92,or,right,100,congruent,right
cp_prp,B,37,93,or,right,100,congruent,left
cp_prp,B,37,94,or,right,100,congruent,left
cp_prp,B,37,95,or,right,300,incongruent,left
