block_id,condition,sequence_id,trial_index,task,hand,task_transition,hand_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,A,25,0,mov,left,First,First,First,congruent,easy,left
cp_taskswitch_asym,A,25,1,mov,left,Repeat,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,A,25,2,mov,right,Repeat,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,25,3,or,left,Switch,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,25,4,or,right,Repeat,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,A,25,5,mov,left,Switch,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,25,6,or,left,Switch,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,25,7,or,left,Repeat,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,25,8,mov,right,Switch,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,25,9,mov,right,Repeat,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,A,25,10,or,right,Switch,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,25,11,or,left,Repeat,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,25,12,or,left,Repeat,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,25,13,mov,right,Switch,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,25,14,mov,right,Repeat,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,25,15,mov,right,Repeat,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,25,16,or,left,Switch,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,A,25,17,or,right,Repeat,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,25,18,or,right,Repeat,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,25,19,mov,right,Switch,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,25,20,mov,left,Repeat,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,25,21,mov,left,Repeat,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,A,25,22,or,right,Switch,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,A,25,23,or,right,Repeat,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,A,25,24,mov,left,Switch,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,25,25,mov,left,Repeat,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,A,25,26,or,right,Switch,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,25,27,or,left,Repeat,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,25,28,mov,left,Switch,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,A,25,29,mov,right,Repeat,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,A,25,30,mov,right,Repeat,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,25,31,or,left,Switch,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,A,25,32,or,left,Repeat,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,A,25,33,mov,right,Switch,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,A,25,34,or,left,Switch,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,25,35,mov,right,Switch,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,25,36,mov,left,Repeat,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,25,37,mov,left,Repeat,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,A,25,38,or,right,Switch,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,25,39,or,left,Repeat,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,A,25,40,mov,left,Switch,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,25,41,or,left,Switch,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,A,25,42,or,right,Repeat,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,A,25,43,mov,right,Switch,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,A,25,44,or,left,Switch,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,25,45,or,right,Repeat,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,25,46,mov,right,Switch,Repeat,Switch,incongruent,easy,right
