block_id,condition,sequence_id,trial_index,task,hand,congruency,target_dir,response_transition
cp_stroop,B,17,0,or,right,incongruent,right,First
cp_stroop,B,17,1,or,left,congruent,right,Repeat
cp_stroop,B,17,2,or,right,congruent,left,Switch
cp_stroop,B,17,3,or,right,incongruent,left,Repeat
cp_stroop,B,17,4,or,left,incongruent,left,Repeat
cp_stroop,B,17,5,or,left,congruent,right,Switch
cp_stroop,B,17,6,or,right,congruent,left,Switch
cp_stroop,B,17,7,or,right,incongruent,left,Repeat
cp_stroop,B,17,8,or,left,incongruent,left,Repeat
cp_stroop,B,17,9,or,left,congruent,right,Switch
cp_stroop,B,17,10,or,right,congruent,left,Switch
cp_stroop,B,17,11,or,left,congruent,left,Repeat
cp_stroop,B,17,12,or,right,incongruent,left,Repeat
cp_stroop,B,17,13,or,left,incongruent,left,Repeat
cp_stroop,B,17,14,or,right,congruent,right,Switch
cp_stroop,B,17,15,or,left,incongruent,left,Switch
cp_stroop,B,17,16,or,right,incongruent,right,Switch
cp_stroop,B,17,17,or,left,incongruent,right,Repeat
cp_stroop,B,17,18,or,right,congruent,left,Switch
cp_stroop,B,17,19,or,left,incongruent,left,Repeat
cp_stroop,B,17,20,or,left,incongruent,right,Switch
cp_stroop,B,17,21,or,left,congruent,left,Switch
cp_stroop,B,17,22,or,right,congruent,left,Repeat
cp_stroop,B,17,23,or,right,congruent,right,Switch
cp_stroop,B,17,24,or,left,congruent,left,Switch
cp_stroop,B,17,25,or,left,incongruent,right,Switch
cp_stroop,B,17,26,or,right,incongruent,right,Repeat
cp_stroop,B,17,27,or,left,congruent,left,Switch
cp_stroop,B,17,28,or,right,incongruent,left,Repeat
cp_stroop,B,17,29,or,right,congruent,right,Switch
cp_stroop,B,17,30,or,left,congruent,right,Repeat
cp_stroop,B,17,31,or,left,congruent,left,Switch
cp_stroop,B,17,32,or,left,incongruent,left,Repeat
cp_stroop,B,17,33,or,right,congruent,right,Switch
cp_stroop,B,17,34,or,left,congruent,right,Repeat
cp_stroop,B,17,35,or,right,incongruent,right,Repeat
cp_stroop,B,17,36,or,right,congruent,right,Repeat
cp_stroop,B,17,37,or,right,incongruent,left,Switch
cp_stroop,B,17,38,or,left,incongruent,right,Switch
cp_stroop,B,17,39,or,left,congruent,right,Repeat
cp_stroop,B,17,40,or,right,incongruent,left,Switch
cp_stroop,B,17,41,or,right,incongruent,right,Switch
cp_stroop,B,17,42,or,right,congruent,left,Switch
cp_stroop,B,17,43,or,left,congruent,left,Repeat
cp_stroop,B,17,44,or,right,incongruent,left,Repeat
cp_stroop,B,17,45,or,left,incongruent,left,Repeat
cp_stroop,B,17,46,or,left,congruent,right,Switch
cp_stroop,B,17,47,or,right,incongruent,right,Repeat
cp_stroop,B,17,48,or,left,congruent,left,Switch
cp_stroop,B,17,49,or,left,incongruent,right,Switch
cp_stroop,B,17,50,or,right,congruent,left,Switch
cp_stroop,B,17,51,or,left,incongruent,left,Repeat
cp_stroop,B,17,52,or,right,congruent,right,Switch
cp_stroop,B,17,53,or,right,incongruent,right,Repeat
cp_stroop,B,17,54,or,right,incongruent,right,Repeat
cp_stroop,B,17,55,or,left,incongruent,left,Switch
cp_stroop,B,17,56,or,right,incongruent,left,Repeat
cp_stroop,B,17,57,or,left,incongruent,right,Switch
cp_stroop,B,17,58,or,left,congruent,right,Repeat
cp_stroop,B,17,59,or,left,congruent,left,Switch
cp_stroop,B,17,60,or,right,congruent,right,Switch
cp_stroop,B,17,61,or,right,congruent,right,Repeat
cp_stroop,B,17,62,or,right,incongruent,right,Repeat
cp_stroop,B,17,63,or,left,incongruent,left,Switch
cp_stroop,B,17,64,or,right,congruent,right,Switch
cp_stroop,B,17,65,or,left,incongruent,right,Repeat
cp_stroop,B,17,66,or,right,congruent,left,Switch
cp_stroop,B,17,67,or,right,congruent,right,Switch
cp_stroop,B,17,68,or,right,congruent,right,Repeat
cp_stroop,B,17,69,or,left,incongruent,left,Switch
cp_stroop,B,17,70,or,right,congruent,left,Repeat
cp_stroop,B,17,71,or,left,incongruent,right,Switch
cp_stroop,B,17,72,or,left,incongruent,right,Repeat
cp_stroop,B,17,73,or,left,congruent,right,Repeat
cp_stroop,B,17,74,or,right,incongruent,left,Switch
cp_stroop,B,17,75,or,left,congruent,left,Repeat
cp_stroop,B,17,76,or,left,congruent,right,Switch
cp_stroop,B,17,77,or,right,incongruent,right,Repeat
cp_stroop,B,17,78,or,left,congruent,right,Repeat
cp_stroop,B,17,79,or,left,congruent,left,Switch
cp_stroop,B,17,80,or,right,incongruent,left,Repeat
cp_stroop,B,17,81,or,left,incongruent,right,Switch
cp_stroop,B,17,82,or,left,incongruent,left,Switch
cp_stroop,B,17,83,or,right,incongruent,right,Switch
cp_stroop,B,17,84,or,left,incongruent,right,Repeat
cp_stroop,B,17,85,or,left,incongruent,right,Repeat
cp_stroop,B,17,86,or,right,congruent,left,Switch
cp_stroop,B,17,87,or,right,congruent,right,Switch
cp_stroop,B,17,88,or,right,incongruent,right,Repeat
cp_stroop,B,17,89,or,left,congruent,left,Switch
cp_stroop,B,17,90,or,right,congruent,left,Repeat
cp_stroop,B,17,91,or,left,congruent,left,Repeat
cp_stroop,B,17,92,or,left,congruent,right,Switch
cp_stroop,B,17,93,or,right,incongruent,left,Switch
cp_stroop,B,17,94,or,right,congruent,left,Repeat
cp_stroop,B,17,95,or,right,incongruent,left,Repeat
