block_id,condition,sequence_id,trial_index,task,hand,congruency,target_dir,response_transition
cp_stroop,A,50,0,mov,left,incongruent,right,First
cp_stroop,A,50,1,mov,left,congruent,right,Repeat
cp_stroop,A,50,2,mov,right,incongruent,right,Repeat
cp_stroop,A,50,3,mov,right,congruent,left,Switch
cp_stroop,A,50,4,mov,right,incongruent,right,Switch
cp_stroop,A,50,5,mov,left,congruent,left,Switch
cp_stroop,A,50,6,mov,right,congruent,left,Repeat
cp_stroop,A,50,7,mov,right,incongruent,left,Repeat
cp_stroop,A,50,8,mov,right,incongruent,right,Switch
cp_stroop,A,50,9,mov,left,congruent,right,Repeat
cp_stroop,A,50,10,mov,right,incongruent,left,Switch
cp_stroop,A,50,11,mov,left,incongruent,right,Switch
cp_stroop,A,50,12,mov,right,incongruent,right,Repeat
cp_stroop,A,50,13,mov,right,congruent,left,Switch
cp_stroop,A,50,14,mov,left,congruent,right,Switch
cp_stroop,A,50,15,mov,left,incongruent,right,Repeat
cp_stroop,A,50,16,mov,right,congruent,left,Switch
cp_stroop,A,50,17,mov,left,incongruent,right,Switch
cp_stroop,A,50,18,mov,right,incongruent,left,Switch
cp_stroop,A,50,19,mov,right,congruent,left,Repeat
cp_stroop,A,50,20,mov,right,congruent,left,Repeat
cp_stroop,A,50,21,mov,left,congruent,left,Repeat
cp_stroop,A,50,22,mov,left,congruent,right,Switch
cp_stroop,A,50,23,mov,right,congruent,right,Repeat
cp_stroop,A,50,24,mov,left,incongruent,right,Repeat
cp_stroop,A,50,25,mov,right,incongruent,left,Switch
cp_stroop,A,50,26,mov,left,incongruent,left,Repeat
cp_stroop,A,50,27,mov,right,incongruent,left,Repeat
cp_stroop,A,50,28,mov,left,congruent,right,Switch
cp_stroop,A,50,29,mov,left,congruent,left,Switch
cp_stroop,A,50,30,mov,left,congruent,right,Switch
cp_stroop,A,50,31,mov,right,incongruent,right,Repeat
cp_stroop,A,50,32,mov,left,incongruent,right,Repeat
cp_stroop,A,50,33,mov,right,congruent,right,Repeat
