block_id,condition,sequence_id,trial_index,task,hand,task_transition,hand_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,A,5,0,or,right,First,First,First,incongruent,hard,right
cp_taskswitch_asym,A,5,1,mov,right,Switch,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,5,2,mov,left,Repeat,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,A,5,3,or,left,Switch,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,A,5,4,or,left,Repeat,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,A,5,5,or,right,Repeat,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,A,5,6,mov,left,Switch,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,A,5,7,mov,right,Repeat,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,5,8,mov,left,Repeat,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,A,5,9,or,left,Switch,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,5,10,mov,right,Switch,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,5,11,mov,right,Repeat,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,5,12,or,left,Switch,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,5,13,mov,right,Switch,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,A,5,14,or,right,Switch,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,5,15,or,left,Repeat,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,5,16,or,left,Repeat,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,5,17,mov,left,Switch,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,A,5,18,or,right,Switch,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,5,19,or,right,Repeat,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,A,5,20,or,right,Repeat,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,A,5,21,mov,left,Switch,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,A,5,22,mov,left,Repeat,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,5,23,or,left,Switch,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,A,5,24,or,right,Repeat,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,5,25,mov,left,Switch,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,5,26,or,right,Switch,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,A,5,27,or,left,Repeat,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,5,28,or,right,Repeat,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,A,5,29,mov,right,Switch,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,5,30,or,right,Switch,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,A,5,31,or,left,Repeat,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,5,32,or,right,Repeat,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,5,33,mov,right,Switch,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,5,34,mov,left,Repeat,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,A,5,35,or,left,Switch,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,5,36,mov,right,Switch,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,A,5,37,mov,right,Repeat,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,A,5,38,or,right,Switch,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,A,5,39,mov,left,Switch,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,5,40,mov,right,Repeat,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,5,41,or,right,Switch,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,A,5,42,or,right,Repeat,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,5,43,mov,left,Switch,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,5,44,or,right,Switch,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,A,5,45,mov,left,Switch,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,A,5,46,mov,left,Repeat,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,5,47,or,left,Switch,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,A,5,48,or,right,Repeat,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,5,49,mov,left,Switch,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,A,5,50,mov,left,Repeat,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,A,5,51,mov,left,Repeat,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,5,52,or,right,Switch,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,A,5,53,mov,right,Switch,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,A,5,54,or,right,Switch,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,5,55,mov,left,Switch,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,5,56,mov,right,Repeat,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,A,5,57,or,right,Switch,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,A,5,58,or,left,Repeat,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,A,5,59,or,right,Repeat,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,5,60,mov,right,Switch,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,A,5,61,mov,right,Repeat,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,5,62,mov,left,Repeat,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,A,5,63,or,left,Switch,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,5,64,or,left,Repeat,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,A,5,65,or,right,Repeat,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,5,66,mov,right,Switch,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,A,5,67,mov,right,Repeat,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,5,68,or,left,Switch,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,5,69,mov,left,Switch,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,5,70,mov,right,Repeat,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,5,71,mov,right,Repeat,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,A,5,72,or,left,Switch,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,A,5,73,or,left,Repeat,Repeat,Repeat,congruent,hard,right
