block_id,condition,sequence_id,trial_index,task,hand,congruency,target_dir,response_transition
cp_stroop,B,27,0,or,left,incongruent,left,First
cp_stroop,B,27,1,or,right,congruent,right,Switch
cp_stroop,B,27,2,or,left,congruent,right,Repeat
cp_stroop,B,27,3,or,right,incongruent,right,Repeat
cp_stroop,B,27,4,or,right,incongruent,right,Repeat
cp_stroop,B,27,5,or,right,incongruent,left,Switch
cp_stroop,B,27,6,or,left,incongruent,left,Repeat
cp_stroop,B,27,7,or,left,incongruent,left,Repeat
cp_stroop,B,27,8,or,left,incongruent,left,Repeat
cp_stroop,B,27,9,or,right,congruent,right,Switch
cp_stroop,B,27,10,or,left,congruent,left,Switch
cp_stroop,B,27,11,or,right,congruent,left,Repeat
cp_stroop,B,27,12,or,left,incongruent,left,Repeat
cp_stroop,B,27,13,or,left,incongruent,right,Switch
cp_stroop,B,27,14,or,left,incongruent,left,Switch
cp_stroop,B,27,15,or,right,incongruent,left,Repeat
cp_stroop,B,27,16,or,left,congruent,right,Switch
cp_stroop,B,27,17,or,right,congruent,right,Repeat
cp_stroop,B,27,18,or,left,incongruent,right,Repeat
cp_stroop,B,27,19,or,left,congruent,left,Switch
cp_stroop,B,27,20,or,right,incongruent,right,Switch
cp_stroop,B,27,21,or,left,congruent,right,Repeat
cp_stroop,B,27,22,or,left,incongruent,right,Repeat
cp_stroop,B,27,23,or,right,congruent,left,Switch
cp_stroop,B,27,24,or,left,congruent,right,Switch
cp_stroop,B,27,25,or,left,congruent,left,Switch
cp_stroop,B,27,26,or,right,incongruent,left,Repeat
cp_stroop,B,27,27,or,right,incongruent,right,Switch
cp_stroop,B,27,28,or,right,congruent,left,Switch
cp_stroop,B,27,29,or,left,congruent,left,Repeat
cp_stroop,B,27,30,or,left,incongruent,right,Switch
cp_stroop,B,27,31,or,left,congruent,left,Switch
cp_stroop,B,27,32,or,right,incongruent,left,Repeat
cp_stroop,B,27,33,or,right,incongruent,left,Repeat
cp_stroop,B,27,34,or,right,congruent,right,Switch
cp_stroop,B,27,35,or,left,incongruent,right,Repeat
cp_stroop,B,27,36,or,left,incongruent,right,Repeat
cp_stroop,B,27,37,or,left,congruent,right,Repeat
cp_stroop,B,27,38,or,right,congruent,left,Switch
cp_stroop,B,27,39,or,left,congruent,left,Repeat
cp_stroop,B,27,40,or,left,congruent,right,Switch
cp_stroop,B,27,41,or,left,congruent,right,Repeat
cp_stroop,B,27,42,or,right,congruent,left,Switch
cp_stroop,B,27,43,or,right,congruent,right,Switch
cp_stroop,B,27,44,or,right,congruent,right,Repeat
cp_stroop,B,27,45,or,left,incongruent,left,Switch
cp_stroop,B,27,46,or,left,congruent,left,Repeat
cp_stroop,B,27,47,or,left,congruent,right,Switch
cp_stroop,B,27,48,or,right,congruent,left,Switch
cp_stroop,B,27,49,or,right,congruent,right,Switch
cp_stroop,B,27,50,or,left,incongruent,right,Repeat
cp_stroop,B,27,51,or,right,incongruent,right,Repeat
cp_stroop,B,27,52,or,right,incongruent,right,Repeat
cp_stroop,B,27,53,or,left,incongruent,left,Switch
cp_stroop,B,27,54,or,right,congruent,left,Repeat
cp_stroop,B,27,55,or,right,incongruent,left,Repeat
cp_stroop,B,27,56,or,right,incongruent,left,Repeat
cp_stroop,B,27,57,or,left,congruent,right,Switch
cp_stroop,B,27,58,or,left,congruent,right,Repeat
cp_stroop,B,27,59,or,left,congruent,left,Switch
cp_stroop,B,27,60,or,right,incongruent,right,Switch
cp_stroop,B,27,61,or,left,incongruent,right,Repeat
cp_stroop,B,27,62,or,right,incongruent,left,Switch
cp_stroop,B,27,63,or,right,congruent,right,Switch
cp_stroop,B,27,64,or,right,incongruent,right,Repeat
cp_stroop,B,27,65,or,left,incongruent,left,Switch
cp_stroop,B,27,66,or,left,congruent,left,Repeat
cp_stroop,B,27,67,or,left,incongruent,left,Repeat
cp_stroop,B,27,68,or,right,incongruent,right,Switch
cp_stroop,B,27,69,or,left,incongruent,left,Switch
cp_stroop,B,27,70,or,left,incongruent,right,Switch
cp_stroop,B,27,71,or,right,incongruent,right,Repeat
cp_stroop,B,27,72,or,right,incongruent,right,Repeat
cp_stroop,B,27,73,or,right,congruent,left,Switch
cp_stroop,B,27,74,or,left,congruent,left,Repeat
cp_stroop,B,27,75,or,right,congruent,right,Switch
cp_stroop,B,27,76,or,right,congruent,left,Switch
cp_stroop,B,27,77,or,left,congruent,left,Repeat
cp_stroop,B,27,78,or,left,incongruent,right,Switch
cp_stroop,B,27,79,or,left,congruent,right,Repeat
cp_stroop,B,27,80,or,right,incongruent,left,Switch
cp_stroop,B,27,81,or,right,congruent,right,Switch
cp_stroop,B,27,82,or,left,incongruent,right,Repeat
cp_stroop,B,27,83,or,right,incongruent,left,Switch
cp_stroop,B,27,84,or,right,congruent,left,Repeat
cp_stroop,B,27,85,or,right,congruent,right,Switch
cp_stroop,B,27,86,or,left,incongruent,left,Switch
cp_stroop,B,27,87,or,right,congruent,right,Switch
cp_stroop,B,27,88,or,right,incongruent,right,Repeat
cp_stroop,B,27,89,or,right,incongruent,left,Switch
cp_stroop,B,27,90,or,left,congruent,right,Switch
cp_stroop,B,27,91,or,right,congruent,left,Switch
cp_stroop,B,27,92,or,right,congruent,left,Repeat
cp_stroop,B,27,93,or,left,congruent,left,Repeat
cp_stroop,B,27,94,or,left,incongruent,right,Switch
cp_stroop,B,27,95,or,right,incongruent,left,Switch
