block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,target_dir
cp_prp,B,24,0,or,right,600,congruent,left
cp_prp,B,24,1,or,right,100,congruent,right
cp_prp,B,24,2,or,right,100,congruent,left
cp_prp,B,24,3,or,right,600,congruent,right
cp_prp,B,24,4,or,right,600,incongruent,left
cp_prp,B,24,5,or,right,100,incongruent,left
cp_prp,B,24,6,or,right,300,congruent,left
cp_prp,B,24,7,or,right,100,congruent,left
cp_prp,B,24,8,or,right,100,incongruent,left
cp_prp,B,24,9,or,right,100,congruent,right
cp_prp,B,24,10,or,right,300,incongruent,left
cp_prp,B,24,11,or,right,600,congruent,left
cp_prp,B,24,12,or,right,100,incongruent,right
cp_prp,B,24,13,or,right,100,congruent,right
cp_prp,B,24,14,or,right,600,incongruent,right
cp_prp,B,24,15,or,right,600,congruent,right
cp_prp,B,24,16,or,right,300,incongruent,right
cp_prp,B,24,17,or,right,300,incongruent,right
cp_prp,B,24,18,or,right,600,incongruent,right
cp_prp,B,24,19,or,right,600,congruent,left
cp_prp,B,24,20,or,right,300,congruent,right
cp_prp,B,24,21,or,right,300,incongruent,right
cp_prp,B,24,22,or,right,300,congruent,right
cp_prp,B,24,23,or,right,100,incongruent,right
cp_prp,B,24,24,or,right,300,incongruent,right
cp_prp,B,24,25,or,right,600,incongruent,right
cp_prp,B,24,26,or,right,300,incongruent,left
cp_prp,B,24,27,or,right,100,congruent,right
cp_prp,B,24,28,or,right,600,incongruent,left
cp_prp,B,24,29,or,right,300,incongruent,right
cp_prp,B,24,30,or,right,300,congruent,right
cp_prp,B,24,31,or,right,600,congruent,right
cp_prp,B,24,32,or,right,600,congruent,left
cp_prp,B,24,33,or,right,100,congruent,right
cp_prp,B,24,34,or,right,600,incongruent,right
cp_prp,B,24,35,or,right,600,congruent,right
cp_prp,B,24,36,or,right,600,incongruent,left
cp_prp,B,24,37,or,right,600,incongruent,right
cp_prp,B,24,38,or,right,100,incongruent,right
cp_prp,B,24,39,or,right,300,congruent,left
cp_prp,B,24,40,or,right,600,incongruent,left
cp_prp,B,24,41,or,right,300,congruent,left
cp_prp,B,24,42,or,right,100,congruent,left
cp_prp,B,24,43,or,right,100,incongruent,left
cp_prp,B,24,44,or,right,300,incongruent,left
cp_prp,B,24,45,or,right,300,incongruent,right
cp_prp,B,24,46,or,right,300,incongruent,left
cp_prp,B,24,47,or,right,100,congruent,right
cp_prp,B,24,48,or,right,600,congruent,left
cp_prp,B,24,49,or,right,300,congruent,left
cp_prp,B,24,50,or,right,100,congruent,left
cp_prp,B,24,51,or,right,600,congruent,right
cp_prp,B,24,52,or,right,600,incongruent,left
cp_prp,B,24,53,or,right,300,congruent,left
cp_prp,B,24,54,or,right,600,incongruent,left
cp_prp,B,24,55,or,right,300,congruent,right
cp_prp,B,24,56,or,right,100,incongruent,right
cp_prp,B,24,57,or,right,100,incongruent,left
cp_prp,B,24,58,or,right,300,congruent,left
cp_prp,B,24,59,or,right,100,incongruent,right
cp_prp,B,24,60,or,right,300,incongruent,left
cp_prp,B,24,61,or,right,300,incongruent,right
cp_prp,B,24,62,or,right,300,congruent,right
cp_prp,B,24,63,or,right,600,congruent,right
cp_prp,B,24,64,or,right,300,congruent,right
cp_prp,B,24,65,or,right,300,congruent,left
cp_prp,B,24,66,or,right,100,congruent,left
cp_prp,B,24,67,or,right,100,incongruent,left
cp_prp,B,24,68,or,right,100,incongruent,right
cp_prp,B,24,69,or,right,300,incongruent,left
cp_prp,B,24,70,or,right,100,congruent,left
cp_prp,B,24,71,or,right,100,incongruent,right
cp_prp,B,24,72,or,right,100,incongruent,left
cp_prp,B,24,73,or,right,100,incongruent,left
cp_prp,B,24,74,or,right,600,incongruent,left
cp_prp,B,24,75,or,right,100,incongruent,right
cp_prp,B,24,76,or,right,300,incongruent,left
cp_prp,B,24,77,or,right,600,congruent,left
cp_prp,B,24,78,or,right,600,incongruent,right
cp_prp,B,24,79,or,right,100,congruent,right
cp_prp,B,24,80,or,right,300,congruent,right
cp_prp,B,24,81,or,right,300,congruent,left
cp_prp,B,24,82,or,right,600,incongruent,right
cp_prp,B,24,83,or,right,600,congruent,right
cp_prp,B,24,84,or,right,600,congruent,left
cp_prp,B,24,85,or,right,600,incongruent,left
cp_prp,B,24,86,or,right,600,congruent,left
cp_prp,B,24,87,or,right,100,congruent,left
cp_prp,B,24,88,or,right,300,incongruent,right
cp_prp,B,24,89,or,right,100,congruent,left
cp_prp,B,24,90,or,right,600,incongruent,right
cp_prp,B,24,91,or,right,100,congruent,right
cp_prp,B,24,92,or,right,300,incongruent,left
cp_prp,B,24,93,or,right,100,incongruent,left
cp_prp,B,24,94,or,right,300,congruent,right
cp_prp,B,24,95,or,right,600,congruent,right
