block_id,condition,sequence_id,trial_index,task,hand,task_transition,hand_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,B,26,0,mov,left,First,First,First,congruent,easy,left
cp_taskswitch,B,26,1,or,right,Switch,Switch,Switch,congruent,easy,right
cp_taskswitch,B,26,2,or,right,Repeat,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,26,3,or,left,Repeat,Switch,Switch,congruent,easy,left
cp_taskswitch,B,26,4,mov,left,Switch,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,B,26,5,mov,left,Repeat,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,26,6,mov,right,Repeat,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,26,7,or,right,Switch,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,26,8,or,right,Repeat,Repeat,Switch,congruent,easy,right
cp_taskswitch,B,26,9,or,left,Repeat,Switch,Switch,congruent,easy,left
cp_taskswitch,B,26,10,mov,left,Switch,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,26,11,mov,right,Repeat,Switch,Switch,congruent,hard,left
cp_taskswitch,B,26,12,or,right,Switch,Repeat,Repeat,congruent,hard,left
cp_taskswitch,B,26,13,mov,left,Switch,Switch,Repeat,incongruent,hard,left
cp_taskswitch,B,26,14,or,left,Switch,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,B,26,15,mov,right,Switch,Switch,Switch,incongruent,easy,right
cp_taskswitch,B,26,16,or,right,Switch,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,26,17,or,right,Repeat,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,26,18,or,left,Repeat,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,26,19,mov,right,Switch,Switch,Switch,congruent,easy,right
cp_taskswitch,B,26,20,mov,right,Repeat,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,26,21,mov,left,Repeat,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,26,22,or,right,Switch,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,26,23,or,right,Repeat,Repeat,Switch,incongruent,hard,left
cp_taskswitch,B,26,24,or,right,Repeat,Repeat,Switch,congruent,hard,right
cp_taskswitch,B,26,25,mov,left,Switch,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,26,26,or,left,Switch,Repeat,Switch,congruent,hard,left
cp_taskswitch,B,26,27,or,right,Repeat,Switch,Repeat,incongruent,easy,left
cp_taskswitch,B,26,28,mov,left,Switch,Switch,Repeat,congruent,easy,left
cp_taskswitch,B,26,29,or,right,Switch,Switch,Repeat,incongruent,hard,left
cp_taskswitch,B,26,30,mov,right,Switch,Repeat,Switch,congruent,hard,right
cp_taskswitch,B,26,31,mov,left,Repeat,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,26,32,mov,left,Repeat,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,26,33,or,left,Switch,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,B,26,34,or,right,Repeat,Switch,Switch,incongruent,easy,right
cp_taskswitch,B,26,35,mov,right,Switch,Repeat,Switch,congruent,easy,left
cp_taskswitch,B,26,36,mov,left,Repeat,Switch,Switch,congruent,hard,right
cp_taskswitch,B,26,37,mov,right,Repeat,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,26,38,or,right,Switch,Repeat,Switch,incongruent,hard,left
cp_taskswitch,B,26,39,or,left,Repeat,Switch,Switch,incongruent,hard,right
cp_taskswitch,B,26,40,or,right,Repeat,Switch,Switch,incongruent,easy,left
cp_taskswitch,B,26,41,mov,right,Switch,Repeat,Switch,incongruent,easy,right
cp_taskswitch,B,26,42,mov,left,Repeat,Switch,Switch,congruent,hard,left
cp_taskswitch,B,26,43,or,left,Switch,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,B,26,44,or,left,Repeat,Repeat,Switch,incongruent,easy,right
cp_taskswitch,B,26,45,mov,right,Switch,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,26,46,mov,right,Repeat,Repeat,Repeat,congruent,easy,left
cp_taskswitch,B,26,47,mov,left,Repeat,Switch,Repeat,congruent,easy,left
cp_taskswitch,B,26,48,or,left,Switch,Repeat,Switch,congruent,easy,right
cp_taskswitch,B,26,49,or,left,Repeat,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,B,26,50,mov,right,Switch,Switch,Switch,incongruent,easy,left
cp_taskswitch,B,26,51,or,left,Switch,Switch,Repeat,congruent,easy,left
cp_taskswitch,B,26,52,or,left,Repeat,Repeat,Switch,incongruent,easy,right
cp_taskswitch,B,26,53,or,right,Repeat,Switch,Switch,congruent,easy,left
cp_taskswitch,B,26,54,mov,right,Switch,Repeat,Repeat,congruent,hard,left
cp_taskswitch,B,26,55,or,left,Switch,Switch,Switch,incongruent,easy,right
cp_taskswitch,B,26,56,mov,left,Switch,Repeat,Switch,congruent,easy,left
cp_taskswitch,B,26,57,or,right,Switch,Switch,Repeat,incongruent,easy,left
cp_taskswitch,B,26,58,or,left,Repeat,Switch,Repeat,incongruent,hard,left
cp_taskswitch,B,26,59,or,left,Repeat,Repeat,Repeat,congruent,easy,left
cp_taskswitch,B,26,60,mov,right,Switch,Switch,Switch,congruent,hard,right
cp_taskswitch,B,26,61,or,left,Switch,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,26,62,mov,right,Switch,Switch,Repeat,congruent,hard,left
cp_taskswitch,B,26,63,mov,right,Repeat,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,26,64,mov,right,Repeat,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,26,65,or,left,Switch,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,26,66,mov,left,Switch,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,B,26,67,mov,left,Repeat,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,26,68,mov,right,Repeat,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,26,69,or,right,Switch,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,26,70,or,left,Repeat,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,26,71,or,right,Repeat,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,26,72,mov,right,Switch,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,26,73,or,right,Switch,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,26,74,or,left,Repeat,Switch,Switch,incongruent,hard,right
cp_taskswitch,B,26,75,or,left,Repeat,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,26,76,mov,right,Switch,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,26,77,or,left,Switch,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,26,78,or,right,Repeat,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,26,79,mov,right,Switch,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,26,80,or,right,Switch,Repeat,Switch,congruent,hard,left
cp_taskswitch,B,26,81,mov,left,Switch,Switch,Repeat,incongruent,easy,left
