block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,target_dir
cp_prp,B,22,0,or,right,300,congruent,left
cp_prp,B,22,1,or,right,100,incongruent,right
cp_prp,B,22,2,or,right,300,congruent,left
cp_prp,B,22,3,or,right,300,incongruent,left
cp_prp,B,22,4,or,right,600,incongruent,left
cp_prp,B,22,5,or,right,100,congruent,right
cp_prp,B,22,6,or,right,600,incongruent,right
cp_prp,B,22,7,or,right,100,congruent,left
cp_prp,B,22,8,or,right,600,congruent,right
cp_prp,B,22,9,or,right,100,incongruent,left
cp_prp,B,22,10,or,right,300,incongruent,left
cp_prp,B,22,11,or,right,600,congruent,left
cp_prp,B,22,12,or,right,300,congruent,left
cp_prp,B,22,13,or,right,100,congruent,left
cp_prp,B,22,14,or,right,600,incongruent,right
cp_prp,B,22,15,or,right,100,incongruent,left
cp_prp,B,22,16,or,right,300,incongruent,right
cp_prp,B,22,17,or,right,100,incongruent,left
cp_prp,B,22,18,or,right,600,incongruent,right
cp_prp,B,22,19,or,right,600,congruent,right
cp_prp,B,22,20,or,right,600,congruent,right
cp_prp,B,22,21,or,right,300,congruent,right
cp_prp,B,22,22,or,right,100,incongruent,right
cp_prp,B,22,23,or,right,300,incongruent,right
cp_prp,B,22,24,or,right,100,congruent,right
cp_prp,B,22,25,or,right,300,congruent,left
cp_prp,B,22,26,or,right,100,incongruent,right
cp_prp,B,22,27,or,right,100,incongruent,right
cp_prp,B,22,28,or,right,600,congruent,left
cp_prp,B,22,29,or,right,300,congruent,left
cp_prp,B,22,30,or,right,600,incongruent,left
cp_prp,B,22,31,or,right,100,incongruent,left
cp_prp,B,22,32,or,right,100,incongruent,left
cp_prp,B,22,33,or,right,100,incongruent,right
cp_prp,B,22,34,or,right,300,congruent,left
cp_prp,B,22,35,or,right,300,incongruent,left
cp_prp,B,22,36,or,right,600,incongruent,left
cp_prp,B,22,37,or,right,300,incongruent,right
cp_prp,B,22,38,or,right,300,incongruent,left
cp_prp,B,22,39,or,right,100,congruent,left
cp_prp,B,22,40,or,right,300,congruent,right
cp_prp,B,22,41,or,right,600,incongruent,right
cp_prp,B,22,42,or,right,100,incongruent,left
cp_prp,B,22,43,or,right,300,incongruent,right
cp_prp,B,22,44,or,right,100,congruent,right
cp_prp,B,22,45,or,right,300,congruent,right
cp_prp,B,22,46,or,right,600,incongruent,right
cp_prp,B,22,47,or,right,600,incongruent,left
cp_prp,B,22,48,or,right,600,congruent,right
cp_prp,B,22,49,or,right,300,congruent,left
cp_prp,B,22,50,or,right,600,incongruent,right
cp_prp,B,22,51,or,right,300,incongruent,right
cp_prp,B,22,52,or,right,600,incongruent,left
cp_prp,B,22,53,or,right,100,incongruent,right
cp_prp,B,22,54,or,right,600,congruent,left
cp_prp,B,22,55,or,right,100,incongruent,right
cp_prp,B,22,56,or,right,100,congruent,right
cp_prp,B,22,57,or,right,300,incongruent,right
cp_prp,B,22,58,or,right,300,incongruent,left
cp_prp,B,22,59,or,right,300,incongruent,right
cp_prp,B,22,60,or,right,100,congruent,left
cp_prp,B,22,61,or,right,300,congruent,right
cp_prp,B,22,62,or,right,600,incongruent,left
cp_prp,B,22,63,or,right,300,incongruent,left
cp_prp,B,22,64,or,right,100,congruent,right
cp_prp,B,22,65,or,right,300,congruent,right
cp_prp,B,22,66,or,right,600,congruent,left
cp_prp,B,22,67,or,right,300,congruent,left
cp_prp,B,22,68,or,right,600,incongruent,left
cp_prp,B,22,69,or,right,300,incongruent,right
cp_prp,B,22,70,or,right,300,incongruent,left
cp_prp,B,22,71,or,right,100,congruent,left
cp_prp,B,22,72,or,right,600,congruent,right
cp_prp,B,22,73,or,right,600,congruent,left
cp_prp,B,22,74,or,right,100,congruent,right
cp_prp,B,22,75,or,right,100,congruent,right
cp_prp,B,22,76,or,right,100,incongruent,left
cp_prp,B,22,77,or,right,100,congruent,left
cp_prp,B,22,78,or,right,600,incongruent,right
cp_prp,B,22,79,or,right,100,incongruent,left
cp_prp,B,22,80,or,right,600,congruent,right
cp_prp,B,22,81,or,right,300,congruent,right
cp_prp,B,22,82,or,right,600,congruent,left
cp_prp,B,22,83,or,right,100,congruent,right
cp_prp,B,22,84,or,right,100,incongruent,right
cp_prp,B,22,85,or,right,300,congruent,right
cp_prp,B,22,86,or,right,600,congruent,left
cp_prp,B,22,87,or,right,100,congruent,left
cp_prp,B,22,88,or,right,300,incongruent,left
cp_prp,B,22,89,or,right,600,congruent,right
cp_prp,B,22,90,or,right,100,congruent,left
cp_prp,B,22,91,or,right,600,congruent,left
cp_prp,B,22,92,or,right,600,congruent,right
cp_prp,B,22,93,or,right,600,incongruent,left
cp_prp,B,22,94,or,right,600,incongruent,right
cp_prp,B,22,95,or,right,300,congruent,right
