block_id,condition,sequence_id,trial_index,task,hand,soa_level,congruency,target_dir
cp_prp,A,29,0,mov,left,300,congruent,left
cp_prp,A,29,1,mov,left,600,incongruent,left
cp_prp,A,29,2,mov,left,300,incongruent,left
cp_prp,A,29,3,mov,left,300,congruent,left
cp_prp,A,29,4,mov,left,100,congruent,left
cp_prp,A,29,5,mov,left,300,congruent,left
cp_prp,A,29,6,mov,left,300,incongruent,left
cp_prp,A,29,7,mov,left,100,incongruent,left
cp_prp,A,29,8,mov,left,100,congruent,right
cp_prp,A,29,9,mov,left,100,incongruent,right
cp_prp,A,29,10,mov,left,600,congruent,right
cp_prp,A,29,11,mov,left,100,incongruent,right
cp_prp,A,29,12,mov,left,300,congruent,right
cp_prp,A,29,13,mov,left,100,congruent,right
cp_prp,A,29,14,mov,left,300,incongruent,left
cp_prp,A,29,15,mov,left,600,incongruent,left
cp_prp,A,29,16,mov,left,300,congruent,left
cp_prp,A,29,17,mov,left,600,incongruent,right
cp_prp,A,29,18,mov,left,600,incongruent,right
cp_prp,A,29,19,mov,left,600,congruent,right
cp_prp,A,29,20,mov,left,100,incongruent,right
cp_prp,A,29,21,mov,left,600,congruent,left
cp_prp,A,29,22,mov,left,300,incongruent,left
cp_prp,A,29,23,mov,left,100,congruent,left
cp_prp,A,29,24,mov,left,300,incongruent,right
cp_prp,A,29,25,mov,left,100,congruent,right
cp_prp,A,29,26,mov,left,300,congruent,left
cp_prp,A,29,27,mov,left,100,incongruent,right
cp_prp,A,29,28,mov,left,100,congruent,right
cp_prp,A,29,29,mov,left,600,congruent,right
cp_prp,A,29,30,mov,left,100,incongruent,left
cp_prp,A,29,31,mov,left,600,incongruent,left
cp_prp,A,29,32,mov,left,600,incongruent,left
cp_prp,A,29,33,mov,left,300,incongruent,left
cp_prp,A,29,34,mov,left,100,congruent,left
cp_prp,A,29,35,mov,left,100,incongruent,left
cp_prp,A,29,36,mov,left,300,congruent,left
cp_prp,A,29,37,mov,left,300,congruent,left
cp_prp,A,29,38,mov,left,600,congruent,left
cp_prp,A,29,39,mov,left,600,incongruent,right
cp_prp,A,29,40,mov,left,600,incongruent,right
cp_prp,A,29,41,mov,left,100,congruent,left
cp_prp,A,29,42,mov,left,300,incongruent,right
cp_prp,A,29,43,mov,left,600,incongruent,right
cp_prp,A,29,44,mov,left,100,congruent,left
cp_prp,A,29,45,mov,left,100,congruent,left
cp_prp,A,29,46,mov,left,600,congruent,left
cp_prp,A,29,47,mov,left,600,incongruent,left
cp_prp,A,29,48,mov,left,300,congruent,left
cp_prp,A,29,49,mov,left,100,incongruent,right
cp_prp,A,29,50,mov,left,600,congruent,right
cp_prp,A,29,51,mov,left,600,incongruent,right
cp_prp,A,29,52,mov,left,100,incongruent,right
cp_prp,A,29,53,mov,left,300,congruent,right
cp_prp,A,29,54,mov,left,600,congruent,left
cp_prp,A,29,55,mov,left,300,congruent,right
cp_prp,A,29,56,mov,left,100,incongruent,left
cp_prp,A,29,57,mov,left,100,congruent,right
cp_prp,A,29,58,mov,left,300,incongruent,right
cp_prp,A,29,59,mov,left,100,incongruent,right
cp_prp,A,29,60,mov,left,100,congruent,right
cp_prp,A,29,61,mov,left,100,incongruent,left
cp_prp,A,29,62,mov,left,600,incongruent,left
cp_prp,A,29,63,mov,left,600,incongruent,left
cp_prp,A,29,64,mov,left,600,congruent,left
cp_prp,A,29,65,mov,left,600,incongruent,right
cp_prp,A,29,66,mov,left,300,incongruent,left
cp_prp,A,29,67,mov,left,100,congruent,right
cp_prp,A,29,68,mov,left,100,incongruent,left
cp_prp,A,29,69,mov,left,300,congruent,right
cp_prp,A,29,70,mov,left,100,incongruent,left
cp_prp,A,29,71,mov,left,300,congruent,right
cp_prp,A,29,72,mov,left,300,incongruent,right
cp_prp,A,29,73,mov,left,300,congruent,right
cp_prp,A,29,74,mov,left,300,incongruent,right
cp_prp,A,29,75,mov,left,100,congruent,left
cp_prp,A,29,76,mov,left,600,incongruent,right
cp_prp,A,29,77,mov,left,600,incongruent,left
cp_prp,A,29,78,mov,left,300,congruent,right
cp_prp,A,29,79,mov,left,100,congruent,right
cp_prp,A,29,80,mov,left,300,incongruent,right
cp_prp,A,29,81,mov,left,300,incongruent,left
cp_prp,A,29,82,mov,left,600,congruent,right
cp_prp,A,29,83,mov,left,600,congruent,right
cp_prp,A,29,84,mov,left,600,congruent,right
cp_prp,A,29,85,mov,left,600,congruent,left
cp_prp,A,29,86,mov,left,600,congruent,left
cp_prp,A,29,87,mov,left,600,congruent,right
cp_prp,A,29,88,mov,left,300,incongruent,right
cp_prp,A,29,89,mov,left,100,incongruent,left
cp_prp,A,29,90,mov,left,300,incongruent,right
cp_prp,A,29,91,mov,left,100,incongruent,right
cp_prp,A,29,92,mov,left,300,congruent,right
cp_prp,A,29,93,mov,left,300,incongruent,left
cp_prp,A,29,94,mov,left,100,congruent,left
cp_prp,A,29,95,mov,left,600,congruent,left
