block_id,condition,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,A,0,or,First,First,congruent,easy,right
cp_taskswitch,A,1,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,2,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,3,or,Switch,Switch,congruent,easy,left
cp_taskswitch,A,4,or,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,5,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,6,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,7,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch,A,8,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,9,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,10,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,11,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch,A,12,or,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,13,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,14,or,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,15,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch,A,16,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,17,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,18,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,19,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,20,or,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,21,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch,A,22,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,23,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,24,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,25,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,26,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,27,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch,A,28,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,29,or,Switch,Switch,congruent,hard,left
cp_taskswitch,A,30,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,31,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch,A,32,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,33,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,34,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,35,mov,Switch,Switch,congruent,easy,left
cp_taskswitch,A,36,or,Switch,Repeat,congruent,hard,left
cp_taskswitch,A,37,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,38,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,39,or,Switch,Repeat,congruent,hard,right
cp_taskswitch,A,40,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,41,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch,A,42,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,43,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,44,or,Switch,Switch,congruent,hard,left
cp_taskswitch,A,45,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,46,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch,A,47,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,48,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch,A,49,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch,A,50,or,Switch,Switch,congruent,easy,left
cp_taskswitch,A,51,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch,A,52,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,53,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,54,or,Switch,Switch,incongruent,hard,left
cp_taskswitch,A,55,mov,Switch,Repeat,incongruent,easy,left
