block_id,condition,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,B,0,or,First,First,congruent,easy,right
cp_taskswitch_asym,B,1,mov,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,2,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,3,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,4,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,5,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,6,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,B,7,mov,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,8,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,9,or,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,10,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,B,11,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,12,or,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,13,or,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,14,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,15,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,16,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,17,or,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,B,18,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,19,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,20,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,B,21,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,22,or,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,23,mov,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,24,or,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,25,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,26,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,B,27,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,28,mov,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,29,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,30,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,31,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,B,32,or,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,B,33,mov,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,34,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,B,35,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,36,or,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,B,37,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,38,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,B,39,or,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,40,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,41,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,42,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,43,mov,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,44,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,45,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,46,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,47,or,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,48,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,B,49,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,50,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,51,or,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,52,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,53,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,54,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,B,55,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,56,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,57,mov,Repeat,Switch,congruent,hard,right
