block_id,condition,trial_index,task,soa_level,congruency,target_dir
cp_prp,A,0,mov,600,congruent,left
cp_prp,A,1,or,100,incongruent,left
cp_prp,A,2,or,600,incongruent,left
cp_prp,A,3,or,600,congruent,right
cp_prp,A,4,mov,600,congruent,right
cp_prp,A,5,mov,600,congruent,left
cp_prp,A,6,or,300,incongruent,right
cp_prp,A,7,or,600,incongruent,right
cp_prp,A,8,or,100,congruent,right
cp_prp,A,9,mov,300,congruent,left
cp_prp,A,10,or,600,incongruent,right
cp_prp,A,11,or,300,congruent,right
cp_prp,A,12,mov,600,incongruent,right
cp_prp,A,13,or,100,incongruent,right
cp_prp,A,14,mov,100,congruent,left
cp_prp,A,15,or,600,congruent,left
cp_prp,A,16,or,100,incongruent,left
cp_prp,A,17,or,100,congruent,right
cp_prp,A,18,mov,300,incongruent,right
cp_prp,A,19,or,100,congruent,left
cp_prp,A,20,mov,100,incongruent,right
cp_prp,A,21,mov,600,incongruent,left
cp_prp,A,22,or,300,incongruent,right
cp_prp,A,23,mov,100,incongruent,left
cp_prp,A,24,mov,100,congruent,left
cp_prp,A,25,mov,100,congruent,left
cp_prp,A,26,or,100,congruent,left
cp_prp,A,27,or,300,congruent,left
cp_prp,A,28,mov,600,congruent,right
cp_prp,A,29,mov,300,congruent,right
cp_prp,A,30,mov,100,congruent,right
cp_prp,A,31,or,600,congruent,left
cp_prp,A,32,mov,300,congruent,right
cp_prp,A,33,or,100,incongruent,left
cp_prp,A,34,or,100,incongruent,right
cp_prp,A,35,mov,300,incongruent,left
cp_prp,A,36,or,100,incongruent,right
cp_prp,A,37,mov,600,congruent,left
cp_prp,A,38,mov,300,incongruent,left
cp_prp,A,39,or,300,incongruent,left
cp_prp,A,40,or,100,congruent,left
cp_prp,A,41,mov,300,congruent,right
cp_prp,A,42,or,600,incongruent,left
cp_prp,A,43,or,300,congruent,left
cp_prp,A,44,mov,600,congruent,right
cp_prp,A,45,mov,600,incongruent,left
cp_prp,A,46,or,300,incongruent,right
cp_prp,A,47,mov,300,congruent,left
cp_prp,A,48,or,300,congruent,right
cp_prp,A,49,or,600,congruent,right
cp_prp,A,50,or,600,incongruent,left
cp_prp,A,51,mov,100,incongruent,left
cp_prp,A,52,or,600,congruent,right
cp_prp,A,53,mov,600,incongruent,left
cp_prp,A,54,or,300,congruent,right
cp_prp,A,55,or,600,congruent,left
cp_prp,A,56,mov,100,congruent,right
cp_prp,A,57,or,600,congruent,left
cp_prp,A,58,mov,300,incongruent,right
cp_prp,A,59,mov,300,incongruent,left
cp_prp,A,60,mov,600,congruent,right
cp_prp,A,61,or,300,congruent,right
cp_prp,A,62,mov,100,congruent,right
cp_prp,A,63,mov,300,congruent,left
cp_prp,A,64,mov,600,congruent,left
cp_prp,A,65,or,300,incongruent,left
cp_prp,A,66,mov,300,congruent,left
cp_prp,A,67,mov,300,incongruent,right
cp_prp,A,68,or,600,incongruent,left
cp_prp,A,69,or,300,incongruent,left
cp_prp,A,70,or,300,incongruent,left
cp_prp,A,71,mov,100,incongruent,left
cp_prp,A,72,or,100,congruent,right
cp_prp,A,73,mov,600,incongruent,right
cp_prp,A,74,mov,600,incongruent,right
cp_prp,A,75,or,600,incongruent,right
cp_prp,A,76,mov,600,incongruent,right
cp_prp,A,77,or,100,incongruent,right
cp_prp,A,78,or,300,incongruent,right
cp_prp,A,79,mov,300,incongruent,right
cp_prp,A,80,or,100,incongruent,left
cp_prp,A,81,mov,100,incongruent,left
cp_prp,A,82,or,300,congruent,left
cp_prp,A,83,mov,100,incongruent,right
cp_prp,A,84,mov,100,incongruent,right
cp_prp,A,85,mov,600,incongruent,left
cp_prp,A,86,or,600,congruent,right
cp_prp,A,87,or,300,congruent,left
cp_prp,A,88,mov,100,congruent,right
cp_prp,A,89,or,100,congruent,right
cp_prp,A,90,or,100,congruent,left
cp_prp,A,91,mov,300,incongruent,left
cp_prp,A,92,or,600,incongruent,right
cp_prp,A,93,mov,300,congruent,right
cp_prp,A,94,mov,100,incongruent,right
cp_prp,A,95,mov,100,congruent,left
