block_id,condition,sequence_id,trial_index,task,congruency,target_dir,response_transition
cp_stroop,B,19,0,or,congruent,right,First
cp_stroop,B,19,1,or,congruent,left,Switch
cp_stroop,B,19,2,or,incongruent,right,Switch
cp_stroop,B,19,3,or,incongruent,right,Repeat
cp_stroop,B,19,4,or,congruent,left,Switch
cp_stroop,B,19,5,or,incongruent,right,Switch
cp_stroop,B,19,6,or,congruent,left,Switch
cp_stroop,B,19,7,or,incongruent,left,Repeat
cp_stroop,B,19,8,or,congruent,left,Repeat
cp_stroop,B,19,9,or,incongruent,left,Repeat
cp_stroop,B,19,10,or,incongruent,right,Switch
cp_stroop,B,19,11,or,incongruent,left,Switch
cp_stroop,B,19,12,or,incongruent,right,Switch
cp_stroop,B,19,13,or,incongruent,right,Repeat
cp_stroop,B,19,14,or,congruent,right,Repeat
cp_stroop,B,19,15,or,incongruent,left,Switch
cp_stroop,B,19,16,or,congruent,right,Switch
cp_stroop,B,19,17,or,incongruent,right,Repeat
cp_stroop,B,19,18,or,congruent,right,Repeat
cp_stroop,B,19,19,or,incongruent,right,Repeat
cp_stroop,B,19,20,or,congruent,left,Switch
cp_stroop,B,19,21,or,congruent,left,Repeat
cp_stroop,B,19,22,or,incongruent,left,Repeat
cp_stroop,B,19,23,or,incongruent,left,Repeat
cp_stroop,B,19,24,or,incongruent,right,Switch
cp_stroop,B,19,25,or,congruent,right,Repeat
cp_stroop,B,19,26,or,congruent,right,Repeat
cp_stroop,B,19,27,or,incongruent,left,Switch
cp_stroop,B,19,28,or,congruent,right,Switch
cp_stroop,B,19,29,or,congruent,left,Switch
cp_stroop,B,19,30,or,congruent,left,Repeat
cp_stroop,B,19,31,or,incongruent,right,Switch
cp_stroop,B,19,32,or,congruent,left,Switch
cp_stroop,B,19,33,or,congruent,left,Repeat
cp_stroop,B,19,34,or,incongruent,left,Repeat
cp_stroop,B,19,35,or,incongruent,left,Repeat
cp_stroop,B,19,36,or,congruent,right,Switch
cp_stroop,B,19,37,or,congruent,right,Repeat
cp_stroop,B,19,38,or,congruent,right,Repeat
cp_stroop,B,19,39,or,incongruent,left,Switch
cp_stroop,B,19,40,or,congruent,left,Repeat
cp_stroop,B,19,41,or,congruent,right,Switch
cp_stroop,B,19,42,or,incongruent,right,Repeat
cp_stroop,B,19,43,or,incongruent,right,Repeat
cp_stroop,B,19,44,or,congruent,left,Switch
cp_stroop,B,19,45,or,incongruent,right,Switch
cp_stroop,B,19,46,or,congruent,right,Repeat
cp_stroop,B,19,47,or,congruent,right,Repeat
cp_stroop,B,19,48,or,incongruent,right,Repeat
cp_stroop,B,19,49,or,congruent,left,Switch
cp_stroop,B,19,50,or,incongruent,left,Repeat
cp_stroop,B,19,51,or,congruent,left,Repeat
cp_stroop,B,19,52,or,incongruent,right,Switch
cp_stroop,B,19,53,or,incongruent,left,Switch
cp_stroop,B,19,54,or,congruent,left,Repeat
cp_stroop,B,19,55,or,incongruent,left,Repeat
cp_stroop,B,19,56,or,incongruent,right,Switch
cp_stroop,B,19,57,or,congruent,right,Repeat
cp_stroop,B,19,58,or,incongruent,left,Switch
cp_stroop,B,19,59,or,congruent,left,Repeat
cp_stroop,B,19,60,or,incongruent,right,Switch
cp_stroop,B,19,61,or,congruent,right,Repeat
cp_stroop,B,19,62,or,congruent,left,Switch
cp_stroop,B,19,63,or,congruent,left,Repeat
cp_stroop,B,19,64,or,incongruent,right,Switch
cp_stroop,B,19,65,or,incongruent,left,Switch
cp_stroop,B,19,66,or,incongruent,right,Switch
cp_stroop,B,19,67,or,congruent,right,Repeat
cp_stroop,B,19,68,or,congruent,right,Repeat
cp_stroop,B,19,69,or,incongruent,right,Repeat
cp_stroop,B,19,70,or,incongruent,left,Switch
cp_stroop,B,19,71,or,incongruent,left,Repeat
cp_stroop,B,19,72,or,incongruent,right,Switch
cp_stroop,B,19,73,or,congruent,right,Repeat
cp_stroop,B,19,74,or,incongruent,left,Switch
cp_stroop,B,19,75,or,incongruent,left,Repeat
cp_stroop,B,19,76,or,congruent,left,Repeat
cp_stroop,B,19,77,or,incongruent,left,Repeat
cp_stroop,B,19,78,or,congruent,right,Switch
cp_stroop,B,19,79,or,incongruent,left,Switch
cp_stroop,B,19,80,or,congruent,left,Repeat
cp_stroop,B,19,81,or,incongruent,right,Switch
cp_stroop,B,19,82,or,incongruent,right,Repeat
cp_stroop,B,19,83,or,incongruent,left,Switch
cp_stroop,B,19,84,or,congruent,left,Repeat
cp_stroop,B,19,85,or,congruent,right,Switch
cp_stroop,B,19,86,or,congruent,left,Switch
cp_stroop,B,19,87,or,congruent,right,Switch
cp_stroop,B,19,88,or,congruent,right,Repeat
cp_stroop,B,19,89,or,incongruent,left,Switch
cp_stroop,B,19,90,or,congruent,right,Switch
cp_stroop,B,19,91,or,incongruent,right,Repeat
cp_stroop,B,19,92,or,congruent,left,Switch
cp_stroop,B,19,93,or,congruent,left,Repeat
cp_stroop,B,19,94,or,congruent,right,Switch
cp_stroop,B,19,95,or,incongruent,left,Switch
