block_id,condition,sequence_id,trial_index,task,soa_level,congruency,target_dir
cp_prp,B,35,0,or,300,congruent,left
cp_prp,B,35,1,or,100,incongruent,left
cp_prp,B,35,2,or,100,incongruent,right
cp_prp,B,35,3,or,300,incongruent,left
cp_prp,B,35,4,or,100,congruent,right
cp_prp,B,35,5,or,100,congruent,left
cp_prp,B,35,6,or,100,congruent,left
cp_prp,B,35,7,or,600,congruent,right
cp_prp,B,35,8,or,600,incongruent,right
cp_prp,B,35,9,or,600,incongruent,left
cp_prp,B,35,10,or,300,incongruent,left
cp_prp,B,35,11,or,300,incongruent,right
cp_prp,B,35,12,or,100,congruent,right
cp_prp,B,35,13,or,600,congruent,left
cp_prp,B,35,14,or,600,incongruent,right
cp_prp,B,35,15,or,300,congruent,right
cp_prp,B,35,16,or,100,incongruent,right
cp_prp,B,35,17,or,600,incongruent,left
cp_prp,B,35,18,or,300,incongruent,left
cp_prp,B,35,19,or,100,incongruent,right
cp_prp,B,35,20,or,100,congruent,right
cp_prp,B,35,21,or,600,congruent,left
cp_prp,B,35,22,or,100,incongruent,left
cp_prp,B,35,23,or,300,congruent,right
cp_prp,B,35,24,or,300,incongruent,right
cp_prp,B,35,25,or,600,incongruent,left
cp_prp,B,35,26,or,600,incongruent,right
cp_prp,B,35,27,or,600,congruent,left
cp_prp,B,35,28,or,300,incongruent,right
cp_prp,B,35,29,or,600,congruent,right
cp_prp,B,35,30,or,600,congruent,right
cp_prp,B,35,31,or,100,incongruent,right
cp_prp,B,35,32,or,600,congruent,left
cp_prp,B,35,33,or,100,incongruent,left
cp_prp,B,35,34,or,300,incongruent,left
cp_prp,B,35,35,or,300,incongruent,left
cp_prp,B,35,36,or,100,congruent,right
cp_prp,B,35,37,or,300,incongruent,right
cp_prp,B,35,38,or,100,congruent,left
cp_prp,B,35,39,or,300,congruent,left
cp_prp,B,35,40,or,100,incongruent,left
cp_prp,B,35,41,or,600,incongruent,left
cp_prp,B,35,42,or,300,congruent,right
cp_prp,B,35,43,or,300,incongruent,right
cp_prp,B,35,44,or,300,incongruent,right
cp_prp,B,35,45,or,300,congruent,left
cp_prp,B,35,46,or,600,congruent,right
cp_prp,B,35,47,or,100,congruent,left
cp_prp,B,35,48,or,600,incongruent,right
cp_prp,B,35,49,or,100,incongruent,left
cp_prp,B,35,50,or,100,incongruent,right
cp_prp,B,35,51,or,300,incongruent,left
cp_prp,B,35,52,or,100,congruent,right
cp_prp,B,35,53,or,300,congruent,left
cp_prp,B,35,54,or,300,congruent,left
cp_prp,B,35,55,or,300,congruent,left
cp_prp,B,35,56,or,100,incongruent,left
cp_prp,B,35,57,or,600,incongruent,left
cp_prp,B,35,58,or,600,congruent,left
cp_prp,B,35,59,or,600,incongruent,right
cp_prp,B,35,60,or,600,incongruent,right
cp_prp,B,35,61,or,600,congruent,left
cp_prp,B,35,62,or,100,congruent,left
cp_prp,B,35,63,or,300,incongruent,right
cp_prp,B,35,64,or,600,congruent,right
cp_prp,B,35,65,or,100,incongruent,left
cp_prp,B,35,66,or,600,incongruent,right
cp_prp,B,35,67,or,300,incongruent,left
cp_prp,B,35,68,or,100,congruent,right
cp_prp,B,35,69,or,600,congruent,right
cp_prp,B,35,70,or,100,incongruent,right
cp_prp,B,35,71,or,100,congruent,left
cp_prp,B,35,72,or,300,congruent,right
cp_prp,B,35,73,or,600,incongruent,left
cp_prp,B,35,74,or,300,incongruent,left
cp_prp,B,35,75,or,300,congruent,left
cp_prp,B,35,76,or,100,congruent,right
cp_prp,B,35,77,or,300,congruent,left
cp_prp,B,35,78,or,100,congruent,left
cp_prp,B,35,79,or,100,incongruent,right
cp_prp,B,35,80,or,600,congruent,left
cp_prp,B,35,81,or,600,incongruent,left
cp_prp,B,35,82,or,100,congruent,left
cp_prp,B,35,83,or,600,congruent,left
cp_prp,B,35,84,or,100,congruent,right
cp_prp,B,35,85,or,300,congruent,right
cp_prp,B,35,86,or,100,incongruent,left
cp_prp,B,35,87,or,600,congruent,right
cp_prp,B,35,88,or,300,incongruent,right
cp_prp,B,35,89,or,600,incongruent,left
cp_prp,B,35,90,or,300,congruent,right
cp_prp,B,35,91,or,100,incongruent,right
cp_prp,B,35,92,or,600,incongruent,right
cp_prp,B,35,93,or,600,congruent,right
cp_prp,B,35,94,or,300,congruent,right
cp_prp,B,35,95,or,300,congruent,right
