block_id,condition,sequence_id,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,B,20,0,mov,First,First,congruent,hard,left
cp_taskswitch,B,20,1,or,Switch,Switch,incongruent,easy,right
cp_taskswitch,B,20,2,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,20,3,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,20,4,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch,B,20,5,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch,B,20,6,or,Switch,Repeat,congruent,easy,left
cp_taskswitch,B,20,7,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch,B,20,8,or,Switch,Switch,congruent,hard,right
cp_taskswitch,B,20,9,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,B,20,10,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch,B,20,11,mov,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,20,12,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,20,13,or,Switch,Switch,congruent,hard,left
cp_taskswitch,B,20,14,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,B,20,15,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch,B,20,16,mov,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,20,17,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,20,18,or,Switch,Switch,congruent,hard,right
cp_taskswitch,B,20,19,or,Repeat,Switch,congruent,easy,left
cp_taskswitch,B,20,20,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch,B,20,21,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch,B,20,22,or,Repeat,Switch,congruent,easy,right
cp_taskswitch,B,20,23,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,20,24,mov,Switch,Switch,congruent,hard,left
cp_taskswitch,B,20,25,or,Switch,Repeat,congruent,hard,left
cp_taskswitch,B,20,26,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch,B,20,27,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch,B,20,28,mov,Switch,Switch,congruent,easy,left
cp_taskswitch,B,20,29,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch,B,20,30,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,20,31,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,20,32,mov,Switch,Switch,congruent,easy,left
cp_taskswitch,B,20,33,or,Switch,Switch,incongruent,easy,right
cp_taskswitch,B,20,34,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,20,35,mov,Switch,Switch,congruent,easy,left
cp_taskswitch,B,20,36,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,B,20,37,or,Switch,Switch,incongruent,easy,right
cp_taskswitch,B,20,38,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,20,39,or,Switch,Repeat,incongruent,hard,right
