block_id,condition,sequence_id,trial_index,task,congruency,target_dir,response_transition
cp_stroop,B,28,0,or,incongruent,right,First
cp_stroop,B,28,1,or,congruent,right,Repeat
cp_stroop,B,28,2,or,congruent,right,Repeat
cp_stroop,B,28,3,or,incongruent,left,Switch
cp_stroop,B,28,4,or,congruent,right,Switch
cp_stroop,B,28,5,or,incongruent,right,Repeat
cp_stroop,B,28,6,or,incongruent,left,Switch
cp_stroop,B,28,7,or,incongruent,right,Switch
cp_stroop,B,28,8,or,congruent,left,Switch
cp_stroop,B,28,9,or,incongruent,left,Repeat
cp_stroop,B,28,10,or,incongruent,left,Repeat
cp_stroop,B,28,11,or,congruent,right,Switch
cp_stroop,B,28,12,or,congruent,right,Repeat
cp_stroop,B,28,13,or,incongruent,right,Repeat
cp_stroop,B,28,14,or,incongruent,left,Switch
cp_stroop,B,28,15,or,incongruent,left,Repeat
cp_stroop,B,28,16,or,congruent,left,Repeat
cp_stroop,B,28,17,or,incongruent,left,Repeat
cp_stroop,B,28,18,or,congruent,right,Switch
cp_stroop,B,28,19,or,congruent,left,Switch
cp_stroop,B,28,20,or,congruent,right,Switch
cp_stroop,B,28,21,or,incongruent,right,Repeat
cp_stroop,B,28,22,or,incongruent,left,Switch
cp_stroop,B,28,23,or,congruent,right,Switch
cp_stroop,B,28,24,or,incongruent,right,Repeat
cp_stroop,B,28,25,or,incongruent,left,Switch
cp_stroop,B,28,26,or,incongruent,right,Switch
cp_stroop,B,28,27,or,congruent,left,Switch
cp_stroop,B,28,28,or,congruent,left,Repeat
cp_stroop,B,28,29,or,congruent,left,Repeat
cp_stroop,B,28,30,or,incongruent,left,Repeat
cp_stroop,B,28,31,or,incongruent,right,Switch
cp_stroop,B,28,32,or,incongruent,right,Repeat
cp_stroop,B,28,33,or,congruent,left,Switch
cp_stroop,B,28,34,or,congruent,left,Repeat
cp_stroop,B,28,35,or,congruent,right,Switch
cp_stroop,B,28,36,or,congruent,right,Repeat
cp_stroop,B,28,37,or,incongruent,right,Repeat
cp_stroop,B,28,38,or,congruent,left,Switch
cp_stroop,B,28,39,or,incongruent,left,Repeat
cp_stroop,B,28,40,or,incongruent,left,Repeat
cp_stroop,B,28,41,or,incongruent,right,Switch
cp_stroop,B,28,42,or,incongruent,left,Switch
cp_stroop,B,28,43,or,congruent,right,Switch
cp_stroop,B,28,44,or,congruent,right,Repeat
cp_stroop,B,28,45,or,congruent,left,Switch
cp_stroop,B,28,46,or,incongruent,left,Repeat
cp_stroop,B,28,47,or,incongruent,right,Switch
cp_stroop,B,28,48,or,incongruent,left,Switch
cp_stroop,B,28,49,or,congruent,right,Switch
cp_stroop,B,28,50,or,congruent,right,Repeat
cp_stroop,B,28,51,or,congruent,left,Switch
cp_stroop,B,28,52,or,incongruent,left,Repeat
cp_stroop,B,28,53,or,congruent,left,Repeat
cp_stroop,B,28,54,or,incongruent,left,Repeat
cp_stroop,B,28,55,or,congruent,right,Switch
cp_stroop,B,28,56,or,congruent,left,Switch
cp_stroop,B,28,57,or,congruent,left,Repeat
cp_stroop,B,28,58,or,congruent,right,Switch
cp_stroop,B,28,59,or,incongruent,right,Repeat
cp_stroop,B,28,60,or,congruent,left,Switch
cp_stroop,B,28,61,or,congruent,left,Repeat
cp_stroop,B,28,62,or,incongruent,right,Switch
cp_stroop,B,28,63,or,incongruent,right,Repeat
cp_stroop,B,28,64,or,incongruent,left,Switch
cp_stroop,B,28,65,or,incongruent,right,Switch
cp_stroop,B,28,66,or,congruent,right,Repeat
cp_stroop,B,28,67,or,congruent,left,Switch
cp_stroop,B,28,68,or,incongruent,left,Repeat
cp_stroop,B,28,69,or,incongruent,right,Switch
cp_stroop,B,28,70,or,incongruent,right,Repeat
cp_stroop,B,28,71,or,incongruent,left,Switch
cp_stroop,B,28,72,or,congruent,right,Switch
cp_stroop,B,28,73,or,incongruent,right,Repeat
cp_stroop,B,28,74,or,incongruent,right,Repeat
cp_stroop,B,28,75,or,congruent,left,Switch
cp_stroop,B,28,76,or,congruent,right,Switch
cp_stroop,B,28,77,or,congruent,right,Repeat
cp_stroop,B,28,78,or,incongruent,left,Switch
cp_stroop,B,28,79,or,congruent,left,Repeat
cp_stroop,B,28,80,or,incongruent,right,Switch
cp_stroop,B,28,81,or,incongruent,left,Switch
cp_stroop,B,28,82,or,incongruent,left,Repeat
cp_stroop,B,28,83,or,congruent,left,Repeat
cp_stroop,B,28,84,or,congruent,right,Switch
cp_stroop,B,28,85,or,congruent,left,Switch
cp_stroop,B,28,86,or,incongruent,left,Repeat
cp_stroop,B,28,87,or,incongruent,right,Switch
cp_stroop,B,28,88,or,congruent,left,Switch
cp_stroop,B,28,89,or,incongruent,right,Switch
cp_stroop,B,28,90,or,congruent,right,Repeat
cp_stroop,B,28,91,or,congruent,left,Switch
cp_stroop,B,28,92,or,congruent,right,Switch
cp_stroop,B,28,93,or,congruent,right,Repeat
cp_stroop,B,28,94,or,incongruent,right,Repeat
cp_stroop,B,28,95,or,congruent,left,Switch
