block_id,condition,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,B,0,mov,First,First,congruent,hard,right
cp_taskswitch,B,1,or,Switch,Switch,congruent,hard,left
cp_taskswitch,B,2,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch,B,3,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,4,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,5,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,6,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,7,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,B,8,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch,B,9,or,Switch,Switch,incongruent,easy,left
cp_taskswitch,B,10,or,Repeat,Switch,congruent,hard,right
cp_taskswitch,B,11,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,12,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,13,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,14,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch,B,15,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,16,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,17,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,18,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,19,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch,B,20,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch,B,21,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch,B,22,or,Switch,Repeat,congruent,hard,left
cp_taskswitch,B,23,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,24,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,25,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch,B,26,or,Repeat,Switch,congruent,easy,right
cp_taskswitch,B,27,mov,Switch,Switch,congruent,easy,left
cp_taskswitch,B,28,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch,B,29,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch,B,30,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch,B,31,or,Switch,Switch,congruent,easy,right
cp_taskswitch,B,32,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,33,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,34,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,B,35,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,B,36,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,37,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch,B,38,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch,B,39,or,Switch,Switch,congruent,easy,right
cp_taskswitch,B,40,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,41,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch,B,42,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,43,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,44,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,45,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,46,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,B,47,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,48,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,49,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,50,or,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,51,or,Repeat,Switch,congruent,hard,right
cp_taskswitch,B,52,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,53,or,Switch,Switch,incongruent,easy,left
cp_taskswitch,B,54,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch,B,55,mov,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,56,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,B,57,or,Switch,Repeat,congruent,hard,left
cp_taskswitch,B,58,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,B,59,or,Switch,Switch,congruent,easy,left
cp_taskswitch,B,60,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch,B,61,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch,B,62,or,Switch,Switch,congruent,hard,left
cp_taskswitch,B,63,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch,B,64,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch,B,65,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch,B,66,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch,B,67,or,Switch,Repeat,congruent,hard,left
cp_taskswitch,B,68,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch,B,69,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,B,70,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch,B,71,or,Switch,Switch,congruent,hard,left
cp_taskswitch,B,72,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch,B,73,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,74,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,75,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,76,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,B,77,or,Switch,Repeat,congruent,easy,left
cp_taskswitch,B,78,mov,Switch,Switch,congruent,easy,right
cp_taskswitch,B,79,or,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,80,or,Repeat,Switch,congruent,easy,left
cp_taskswitch,B,81,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,B,82,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch,B,83,or,Switch,Switch,incongruent,easy,left
cp_taskswitch,B,84,mov,Switch,Switch,congruent,easy,right
cp_taskswitch,B,85,mov,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,86,mov,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,87,or,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,88,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,89,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch,B,90,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,B,91,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch,B,92,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,B,93,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,B,94,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch,B,95,mov,Repeat,Switch,congruent,easy,right
