block_id,condition,sequence_id,trial_index,task,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,B,43,0,or,congruent,mid,high,right
cp_stroop_crossed,B,43,1,or,congruent,low,mid,left
cp_stroop_crossed,B,43,2,or,congruent,mid,low,right
cp_stroop_crossed,B,43,3,or,incongruent,low,low,right
cp_stroop_crossed,B,43,4,or,incongruent,mid,high,right
cp_stroop_crossed,B,43,5,or,incongruent,mid,low,left
cp_stroop_crossed,B,43,6,or,congruent,high,high,left
cp_stroop_crossed,B,43,7,or,congruent,mid,low,right
cp_stroop_crossed,B,43,8,or,incongruent,low,low,right
cp_stroop_crossed,B,43,9,or,incongruent,low,mid,left
cp_stroop_crossed,B,43,10,or,congruent,low,mid,right
cp_stroop_crossed,B,43,11,or,incongruent,mid,mid,left
cp_stroop_crossed,B,43,12,or,incongruent,mid,high,left
cp_stroop_crossed,B,43,13,or,incongruent,high,mid,right
cp_stroop_crossed,B,43,14,or,incongruent,high,high,left
cp_stroop_crossed,B,43,15,or,congruent,mid,mid,right
cp_stroop_crossed,B,43,16,or,incongruent,high,high,right
cp_stroop_crossed,B,43,17,or,incongruent,low,low,left
cp_stroop_crossed,B,43,18,or,incongruent,high,mid,right
cp_stroop_crossed,B,43,19,or,incongruent,high,high,left
cp_stroop_crossed,B,43,20,or,congruent,low,high,left
cp_stroop_crossed,B,43,21,or,congruent,high,low,right
cp_stroop_crossed,B,43,22,or,congruent,low,low,right
cp_stroop_crossed,B,43,23,or,incongruent,mid,high,left
cp_stroop_crossed,B,43,24,or,incongruent,high,mid,left
cp_stroop_crossed,B,43,25,or,congruent,mid,low,left
cp_stroop_crossed,B,43,26,or,congruent,high,high,right
cp_stroop_crossed,B,43,27,or,congruent,mid,mid,left
cp_stroop_crossed,B,43,28,or,congruent,high,low,left
cp_stroop_crossed,B,43,29,or,congruent,high,mid,left
cp_stroop_crossed,B,43,30,or,congruent,high,low,right
cp_stroop_crossed,B,43,31,or,congruent,mid,high,right
cp_stroop_crossed,B,43,32,or,incongruent,mid,mid,right
cp_stroop_crossed,B,43,33,or,incongruent,high,low,right
cp_stroop_crossed,B,43,34,or,incongruent,mid,low,left
cp_stroop_crossed,B,43,35,or,incongruent,low,mid,right
cp_stroop_crossed,B,43,36,or,congruent,low,high,right
cp_stroop_crossed,B,43,37,or,congruent,low,low,right
cp_stroop_crossed,B,43,38,or,congruent,low,low,left
cp_stroop_crossed,B,43,39,or,congruent,low,low,right
cp_stroop_crossed,B,43,40,or,congruent,high,high,right
cp_stroop_crossed,B,43,41,or,congruent,mid,mid,right
cp_stroop_crossed,B,43,42,or,incongruent,low,high,right
cp_stroop_crossed,B,43,43,or,incongruent,low,high,left
cp_stroop_crossed,B,43,44,or,incongruent,low,high,right
cp_stroop_crossed,B,43,45,or,incongruent,mid,high,left
cp_stroop_crossed,B,43,46,or,congruent,high,mid,right
cp_stroop_crossed,B,43,47,or,incongruent,low,low,right
cp_stroop_crossed,B,43,48,or,incongruent,high,high,left
cp_stroop_crossed,B,43,49,or,incongruent,mid,mid,left
cp_stroop_crossed,B,43,50,or,incongruent,low,mid,left
cp_stroop_crossed,B,43,51,or,incongruent,low,mid,right
cp_stroop_crossed,B,43,52,or,congruent,low,high,right
cp_stroop_crossed,B,43,53,or,congruent,mid,high,left
cp_stroop_crossed,B,43,54,or,congruent,high,high,left
cp_stroop_crossed,B,43,55,or,congruent,mid,high,right
cp_stroop_crossed,B,43,56,or,congruent,high,high,left
cp_stroop_crossed,B,43,57,or,congruent,low,high,right
cp_stroop_crossed,B,43,58,or,congruent,mid,high,left
cp_stroop_crossed,B,43,59,or,incongruent,high,low,left
cp_stroop_crossed,B,43,60,or,incongruent,mid,mid,left
cp_stroop_crossed,B,43,61,or,congruent,high,mid,left
cp_stroop_crossed,B,43,62,or,congruent,high,low,right
cp_stroop_crossed,B,43,63,or,congruent,low,mid,left
cp_stroop_crossed,B,43,64,or,incongruent,high,low,right
cp_stroop_crossed,B,43,65,or,incongruent,high,low,left
cp_stroop_crossed,B,43,66,or,congruent,high,low,left
cp_stroop_crossed,B,43,67,or,incongruent,mid,low,right
cp_stroop_crossed,B,43,68,or,congruent,high,mid,left
cp_stroop_crossed,B,43,69,or,incongruent,low,mid,left
cp_stroop_crossed,B,43,70,or,congruent,low,low,left
cp_stroop_crossed,B,43,71,or,incongruent,high,high,right
cp_stroop_crossed,B,43,72,or,congruent,high,mid,right
cp_stroop_crossed,B,43,73,or,incongruent,high,mid,right
cp_stroop_crossed,B,43,74,or,congruent,low,mid,right
cp_stroop_crossed,B,43,75,or,incongruent,mid,mid,right
cp_stroop_crossed,B,43,76,or,incongruent,low,high,right
cp_stroop_crossed,B,43,77,or,incongruent,mid,low,left
cp_stroop_crossed,B,43,78,or,incongruent,high,high,right
cp_stroop_crossed,B,43,79,or,congruent,mid,mid,right
cp_stroop_crossed,B,43,80,or,incongruent,mid,high,right
cp_stroop_crossed,B,43,81,or,congruent,mid,high,left
cp_stroop_crossed,B,43,82,or,incongruent,low,mid,right
cp_stroop_crossed,B,43,83,or,congruent,low,high,left
cp_stroop_crossed,B,43,84,or,congruent,low,high,left
cp_stroop_crossed,B,43,85,or,congruent,mid,low,left
cp_stroop_crossed,B,43,86,or,incongruent,mid,low,right
cp_stroop_crossed,B,43,87,or,congruent,high,mid,right
cp_stroop_crossed,B,43,88,or,incongruent,high,mid,left
cp_stroop_crossed,B,43,89,or,congruent,mid,low,left
cp_stroop_crossed,B,43,90,or,incongruent,mid,mid,right
cp_stroop_crossed,B,43,91,or,incongruent,high,low,left
cp_stroop_crossed,B,43,92,or,incongruent,low,low,left
cp_stroop_crossed,B,43,93,or,congruent,mid,mid,left
cp_stroop_crossed,B,43,94,or,congruent,high,low,left
cp_stroop_crossed,B,43,95,or,incongruent,mid,low,right
cp_stroop_crossed,B,43,96,or,congruent,low,low,left
cp_stroop_crossed,B,43,97,or,incongruent,high,low,right
cp_stroop_crossed,B,43,98,or,congruent,low,mid,left
cp_stroop_crossed,B,43,99,or,incongruent,low,low,left
cp_stroop_crossed,B,43,100,or,incongruent,mid,high,right
cp_stroop_crossed,B,43,101,or,congruent,mid,mid,left
cp_stroop_crossed,B,43,102,or,incongruent,high,mid,left
cp_stroop_crossed,B,43,103,or,congruent,mid,low,right
cp_stroop_crossed,B,43,104,or,congruent,high,high,right
cp_stroop_crossed,B,43,105,or,congruent,low,mid,right
cp_stroop_crossed,B,43,106,or,incongruent,low,high,left
cp_stroop_crossed,B,43,107,or,incongruent,low,high,left
