block_id,condition,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,A,0,mov,First,First,incongruent,easy,right
cp_taskswitch_asym,A,1,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,2,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,A,3,mov,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,A,4,or,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,5,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,6,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,7,or,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,8,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,A,9,or,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,A,10,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,A,11,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,A,12,mov,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,13,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,A,14,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,15,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,16,or,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,17,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,A,18,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,19,or,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,20,or,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,A,21,or,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,A,22,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,23,mov,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,24,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,25,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,26,or,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,A,27,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,A,28,mov,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,29,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,30,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,31,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,A,32,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,33,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,34,mov,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,35,or,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,36,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,37,mov,Repeat,Switch,congruent,easy,right
