block_id,condition,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,B,0,or,First,First,incongruent,easy,left
cp_taskswitch_asym,B,1,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,2,or,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,3,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,B,4,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,B,5,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,6,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,7,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,8,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,9,or,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,10,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,11,or,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,B,12,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,13,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,14,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,15,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,16,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,17,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,18,or,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,B,19,or,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,20,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,21,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,22,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,B,23,or,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,B,24,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,25,mov,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,26,or,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,27,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,28,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,29,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,30,mov,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,31,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,32,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,33,or,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,34,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,B,35,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,36,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,37,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,B,38,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,39,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,40,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,41,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,42,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,43,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,44,or,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,B,45,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,46,or,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,47,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,48,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,49,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,50,or,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,51,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,B,52,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,53,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,54,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,55,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,56,mov,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,57,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,58,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,59,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,60,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,61,or,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,62,or,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,63,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,64,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,65,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,66,or,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,67,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,68,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,69,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,70,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,71,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,72,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,73,mov,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,74,or,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,75,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,76,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,77,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,B,78,or,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,B,79,or,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,80,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,81,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,82,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,83,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,84,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,85,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,86,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,87,or,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,88,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,89,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,90,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,91,or,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,92,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,93,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,94,or,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,95,or,Repeat,Repeat,incongruent,easy,right
