block_id,condition,sequence_id,trial_index,task,congruency,target_dir,response_transition
cp_stroop,A,8,0,mov,incongruent,right,First
cp_stroop,A,8,1,mov,congruent,left,Switch
cp_stroop,A,8,2,mov,congruent,left,Repeat
cp_stroop,A,8,3,mov,congruent,left,Repeat
cp_stroop,A,8,4,mov,incongruent,right,Switch
cp_stroop,A,8,5,mov,incongruent,right,Repeat
cp_stroop,A,8,6,mov,incongruent,left,Switch
cp_stroop,A,8,7,mov,congruent,left,Repeat
cp_stroop,A,8,8,mov,congruent,right,Switch
cp_stroop,A,8,9,mov,congruent,left,Switch
cp_stroop,A,8,10,mov,incongruent,left,Repeat
cp_stroop,A,8,11,mov,incongruent,right,Switch
cp_stroop,A,8,12,mov,congruent,left,Switch
cp_stroop,A,8,13,mov,congruent,right,Switch
cp_stroop,A,8,14,mov,incongruent,right,Repeat
cp_stroop,A,8,15,mov,congruent,left,Switch
cp_stroop,A,8,16,mov,congruent,right,Switch
cp_stroop,A,8,17,mov,incongruent,right,Repeat
cp_stroop,A,8,18,mov,congruent,right,Repeat
cp_stroop,A,8,19,mov,congruent,left,Switch
cp_stroop,A,8,20,mov,incongruent,right,Switch
cp_stroop,A,8,21,mov,congruent,right,Repeat
cp_stroop,A,8,22,mov,incongruent,left,Switch
cp_stroop,A,8,23,mov,congruent,left,Repeat
cp_stroop,A,8,24,mov,incongruent,left,Repeat
cp_stroop,A,8,25,mov,congruent,right,Switch
cp_stroop,A,8,26,mov,congruent,left,Switch
cp_stroop,A,8,27,mov,incongruent,right,Switch
cp_stroop,A,8,28,mov,incongruent,right,Repeat
cp_stroop,A,8,29,mov,incongruent,right,Repeat
cp_stroop,A,8,30,mov,incongruent,left,Switch
cp_stroop,A,8,31,mov,congruent,right,Switch
cp_stroop,A,8,32,mov,incongruent,right,Repeat
cp_stroop,A,8,33,mov,incongruent,right,Repeat
cp_stroop,A,8,34,mov,congruent,left,Switch
cp_stroop,A,8,35,mov,congruent,left,Repeat
cp_stroop,A,8,36,mov,incongruent,left,Repeat
cp_stroop,A,8,37,mov,congruent,right,Switch
cp_stroop,A,8,38,mov,congruent,left,Switch
cp_stroop,A,8,39,mov,congruent,left,Repeat
cp_stroop,A,8,40,mov,congruent,right,Switch
cp_stroop,A,8,41,mov,congruent,left,Switch
cp_stroop,A,8,42,mov,incongruent,left,Repeat
cp_stroop,A,8,43,mov,congruent,left,Repeat
cp_stroop,A,8,44,mov,incongruent,right,Switch
cp_stroop,A,8,45,mov,incongruent,left,Switch
cp_stroop,A,8,46,mov,incongruent,left,Repeat
cp_stroop,A,8,47,mov,incongruent,left,Repeat
cp_stroop,A,8,48,mov,congruent,right,Switch
cp_stroop,A,8,49,mov,incongruent,left,Switch
cp_stroop,A,8,50,mov,congruent,left,Repeat
cp_stroop,A,8,51,mov,congruent,right,Switch
cp_stroop,A,8,52,mov,incongruent,right,Repeat
cp_stroop,A,8,53,mov,congruent,left,Switch
cp_stroop,A,8,54,mov,incongruent,left,Repeat
cp_stroop,A,8,55,mov,congruent,right,Switch
cp_stroop,A,8,56,mov,congruent,right,Repeat
cp_stroop,A,8,57,mov,congruent,right,Repeat
cp_stroop,A,8,58,mov,incongruent,left,Switch
cp_stroop,A,8,59,mov,incongruent,right,Switch
cp_stroop,A,8,60,mov,incongruent,right,Repeat
cp_stroop,A,8,61,mov,incongruent,left,Switch
cp_stroop,A,8,62,mov,incongruent,left,Repeat
cp_stroop,A,8,63,mov,congruent,right,Switch
cp_stroop,A,8,64,mov,congruent,left,Switch
cp_stroop,A,8,65,mov,congruent,left,Repeat
cp_stroop,A,8,66,mov,incongruent,right,Switch
cp_stroop,A,8,67,mov,congruent,left,Switch
cp_stroop,A,8,68,mov,incongruent,left,Repeat
cp_stroop,A,8,69,mov,incongruent,left,Repeat
cp_stroop,A,8,70,mov,incongruent,left,Repeat
cp_stroop,A,8,71,mov,incongruent,right,Switch
cp_stroop,A,8,72,mov,congruent,right,Repeat
cp_stroop,A,8,73,mov,incongruent,left,Switch
cp_stroop,A,8,74,mov,congruent,right,Switch
cp_stroop,A,8,75,mov,incongruent,right,Repeat
cp_stroop,A,8,76,mov,congruent,left,Switch
cp_stroop,A,8,77,mov,incongruent,left,Repeat
cp_stroop,A,8,78,mov,congruent,right,Switch
cp_stroop,A,8,79,mov,incongruent,right,Repeat
cp_stroop,A,8,80,mov,congruent,right,Repeat
cp_stroop,A,8,81,mov,congruent,right,Repeat
cp_stroop,A,8,82,mov,congruent,left,Switch
cp_stroop,A,8,83,mov,incongruent,right,Switch
cp_stroop,A,8,84,mov,incongruent,left,Switch
cp_stroop,A,8,85,mov,incongruent,left,Repeat
cp_stroop,A,8,86,mov,congruent,left,Repeat
cp_stroop,A,8,87,mov,congruent,right,Switch
cp_stroop,A,8,88,mov,congruent,right,Repeat
cp_stroop,A,8,89,mov,congruent,right,Repeat
cp_stroop,A,8,90,mov,incongruent,left,Switch
cp_stroop,A,8,91,mov,incongruent,left,Repeat
cp_stroop,A,8,92,mov,incongruent,right,Switch
cp_stroop,A,8,93,mov,incongruent,right,Repeat
cp_stroop,A,8,94,mov,congruent,right,Repeat
cp_stroop,A,8,95,mov,incongruent,right,Repeat
