block_id,condition,sequence_id,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,B,45,0,or,First,First,congruent,easy,left
cp_taskswitch_asym,B,45,1,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,45,2,or,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,B,45,3,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,45,4,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,45,5,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,45,6,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,45,7,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,45,8,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,45,9,or,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,45,10,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,45,11,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,45,12,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,45,13,or,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,45,14,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,45,15,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,45,16,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,B,45,17,mov,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,45,18,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,45,19,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,45,20,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,45,21,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,45,22,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,45,23,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,45,24,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,45,25,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,45,26,or,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,45,27,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,B,45,28,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,45,29,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,45,30,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,45,31,or,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,45,32,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,B,45,33,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,B,45,34,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,45,35,mov,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,45,36,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,45,37,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,45,38,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,B,45,39,or,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,45,40,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,45,41,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,45,42,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,45,43,or,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,45,44,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,45,45,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,B,45,46,or,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,45,47,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,45,48,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,45,49,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,45,50,or,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,45,51,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,B,45,52,mov,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,45,53,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,45,54,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,45,55,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,B,45,56,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,45,57,or,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,45,58,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,45,59,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,B,45,60,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,45,61,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,45,62,or,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,B,45,63,or,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,45,64,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,45,65,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,45,66,mov,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,45,67,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,45,68,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,B,45,69,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,45,70,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,45,71,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,45,72,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,45,73,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,45,74,or,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,B,45,75,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,45,76,or,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,45,77,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,45,78,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,45,79,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,B,45,80,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,45,81,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,45,82,mov,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,45,83,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,45,84,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,45,85,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,B,45,86,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,45,87,mov,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,45,88,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,45,89,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,45,90,mov,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,45,91,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,45,92,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,45,93,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,45,94,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,B,45,95,mov,Repeat,Repeat,incongruent,hard,right
