block_id,condition,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,A,0,mov,First,First,congruent,hard,left
cp_taskswitch,A,1,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,2,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch,A,3,or,Switch,Switch,incongruent,hard,left
cp_taskswitch,A,4,mov,Switch,Switch,congruent,easy,right
cp_taskswitch,A,5,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,6,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,7,or,Switch,Switch,incongruent,hard,left
cp_taskswitch,A,8,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,A,9,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,10,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,11,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,12,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,13,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,14,or,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,15,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,16,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch,A,17,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,18,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,19,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch,A,20,or,Switch,Switch,congruent,easy,left
cp_taskswitch,A,21,or,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,22,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,23,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,24,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,25,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,26,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,27,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,28,mov,Switch,Switch,congruent,easy,right
cp_taskswitch,A,29,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,30,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,31,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,32,or,Switch,Switch,congruent,easy,right
cp_taskswitch,A,33,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,34,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,35,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,36,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,37,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,38,or,Switch,Repeat,congruent,hard,left
cp_taskswitch,A,39,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,A,40,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch,A,41,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,42,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,43,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,A,44,or,Switch,Switch,congruent,easy,right
cp_taskswitch,A,45,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch,A,46,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,A,47,or,Switch,Switch,congruent,hard,right
cp_taskswitch,A,48,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,49,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,A,50,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,51,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,52,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch,A,53,or,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,54,mov,Switch,Switch,congruent,hard,left
cp_taskswitch,A,55,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,A,56,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch,A,57,or,Switch,Repeat,congruent,hard,right
cp_taskswitch,A,58,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,59,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,60,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,61,or,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,62,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch,A,63,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,64,or,Switch,Switch,congruent,easy,right
cp_taskswitch,A,65,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,66,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch,A,67,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,68,or,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,69,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,70,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,71,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,72,mov,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,73,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,74,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,75,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,76,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,A,77,or,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,78,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,79,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,80,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,81,or,Switch,Switch,congruent,hard,left
cp_taskswitch,A,82,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch,A,83,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch,A,84,or,Switch,Switch,incongruent,easy,left
cp_taskswitch,A,85,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch,A,86,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,A,87,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,88,or,Switch,Switch,incongruent,hard,left
cp_taskswitch,A,89,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch,A,90,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,91,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,92,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,93,or,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,94,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,95,mov,Switch,Repeat,incongruent,hard,right
