block_id,condition,trial_index,task,soa_level,congruency,target_dir
cp_prp,A,0,or,300,incongruent,right
cp_prp,A,1,or,300,congruent,left
cp_prp,A,2,or,600,congruent,left
cp_prp,A,3,mov,300,incongruent,left
cp_prp,A,4,mov,300,incongruent,left
cp_prp,A,5,or,300,incongruent,left
cp_prp,A,6,mov,600,congruent,right
cp_prp,A,7,mov,100,congruent,left
cp_prp,A,8,or,300,incongruent,right
cp_prp,A,9,mov,100,incongruent,left
cp_prp,A,10,mov,600,congruent,right
cp_prp,A,11,or,100,congruent,right
cp_prp,A,12,or,600,congruent,left
cp_prp,A,13,mov,100,incongruent,right
cp_prp,A,14,or,300,congruent,right
cp_prp,A,15,mov,100,incongruent,left
cp_prp,A,16,mov,600,congruent,right
cp_prp,A,17,or,100,congruent,left
cp_prp,A,18,or,100,incongruent,left
cp_prp,A,19,or,300,congruent,right
cp_prp,A,20,mov,600,incongruent,right
cp_prp,A,21,or,600,incongruent,right
cp_prp,A,22,mov,300,congruent,left
cp_prp,A,23,mov,300,congruent,right
cp_prp,A,24,or,600,congruent,right
cp_prp,A,25,mov,100,congruent,right
cp_prp,A,26,or,100,incongruent,right
cp_prp,A,27,or,600,incongruent,right
cp_prp,A,28,or,600,congruent,right
cp_prp,A,29,mov,600,incongruent,left
cp_prp,A,30,or,600,incongruent,left
cp_prp,A,31,or,300,incongruent,left
cp_prp,A,32,or,100,incongruent,left
cp_prp,A,33,mov,300,congruent,right
cp_prp,A,34,mov,100,incongruent,right
cp_prp,A,35,or,100,congruent,right
cp_prp,A,36,mov,300,incongruent,left
cp_prp,A,37,or,600,congruent,right
cp_prp,A,38,mov,100,congruent,right
cp_prp,A,39,or,100,congruent,left
cp_prp,A,40,mov,300,incongruent,right
cp_prp,A,41,or,100,incongruent,right
cp_prp,A,42,mov,100,incongruent,right
cp_prp,A,43,or,300,congruent,left
cp_prp,A,44,mov,600,incongruent,left
cp_prp,A,45,mov,100,incongruent,right
cp_prp,A,46,or,600,incongruent,left
cp_prp,A,47,mov,100,incongruent,left
cp_prp,A,48,mov,100,congruent,right
cp_prp,A,49,mov,300,congruent,left
cp_prp,A,50,or,100,congruent,right
cp_prp,A,51,mov,300,incongruent,right
cp_prp,A,52,or,100,congruent,left
cp_prp,A,53,mov,600,incongruent,right
cp_prp,A,54,mov,600,congruent,left
cp_prp,A,55,or,300,congruent,left
cp_prp,A,56,mov,300,incongruent,right
cp_prp,A,57,mov,100,congruent,right
cp_prp,A,58,mov,100,congruent,left
cp_prp,A,59,or,300,congruent,right
cp_prp,A,60,or,600,congruent,left
cp_prp,A,61,mov,600,incongruent,left
cp_prp,A,62,or,600,incongruent,left
cp_prp,A,63,mov,300,congruent,right
cp_prp,A,64,or,300,incongruent,right
cp_prp,A,65,mov,600,congruent,left
cp_prp,A,66,or,100,incongruent,left
cp_prp,A,67,mov,300,congruent,right
cp_prp,A,68,or,300,incongruent,left
cp_prp,A,69,or,300,incongruent,left
cp_prp,A,70,mov,600,congruent,left
cp_prp,A,71,or,300,congruent,left
cp_prp,A,72,mov,600,congruent,left
cp_prp,A,73,mov,100,incongruent,left
cp_prp,A,74,mov,600,congruent,right
cp_prp,A,75,or,600,congruent,left
cp_prp,A,76,or,100,incongruent,right
cp_prp,A,77,mov,600,incongruent,right
cp_prp,A,78,or,600,incongruent,left
cp_prp,A,79,or,300,congruent,right
cp_prp,A,80,mov,600,incongruent,left
cp_prp,A,81,mov,300,congruent,left
cp_prp,A,82,or,100,congruent,right
cp_prp,A,83,or,600,incongruent,right
cp_prp,A,84,or,600,incongruent,right
cp_prp,A,85,mov,300,congruent,left
cp_prp,A,86,mov,300,incongruent,left
cp_prp,A,87,mov,300,incongruent,right
cp_prp,A,88,or,300,incongruent,right
cp_prp,A,89,or,600,congruent,right
cp_prp,A,90,mov,100,congruent,left
cp_prp,A,91,mov,600,incongruent,right
cp_prp,A,92,mov,100,congruent,left
cp_prp,A,93,or,100,incongruent,right
cp_prp,A,94,or,100,incongruent,left
cp_prp,A,95,or,100,congruent,left
