block_id,condition,sequence_id,trial_index,task,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,B,14,0,or,incongruent,low,high,right
cp_stroop_crossed,B,14,1,or,congruent,low,high,left
cp_stroop_crossed,B,14,2,or,incongruent,mid,high,left
cp_stroop_crossed,B,14,3,or,congruent,high,high,right
cp_stroop_crossed,B,14,4,or,incongruent,high,high,left
cp_stroop_crossed,B,14,5,or,congruent,mid,high,right
cp_stroop_crossed,B,14,6,or,congruent,mid,low,left
cp_stroop_crossed,B,14,7,or,incongruent,high,mid,left
cp_stroop_crossed,B,14,8,or,incongruent,mid,mid,left
cp_stroop_crossed,B,14,9,or,incongruent,mid,high,right
cp_stroop_crossed,B,14,10,or,congruent,mid,low,right
cp_stroop_crossed,B,14,11,or,incongruent,low,low,right
cp_stroop_crossed,B,14,12,or,incongruent,high,low,left
cp_stroop_crossed,B,14,13,or,incongruent,mid,low,right
cp_stroop_crossed,B,14,14,or,congruent,low,mid,left
cp_stroop_crossed,B,14,15,or,congruent,mid,mid,left
cp_stroop_crossed,B,14,16,or,congruent,high,high,left
cp_stroop_crossed,B,14,17,or,congruent,high,high,left
cp_stroop_crossed,B,14,18,or,congruent,low,low,left
cp_stroop_crossed,B,14,19,or,congruent,low,high,left
cp_stroop_crossed,B,14,20,or,congruent,low,low,left
cp_stroop_crossed,B,14,21,or,incongruent,low,low,left
cp_stroop_crossed,B,14,22,or,congruent,low,mid,right
cp_stroop_crossed,B,14,23,or,congruent,mid,high,right
cp_stroop_crossed,B,14,24,or,incongruent,high,low,left
cp_stroop_crossed,B,14,25,or,incongruent,high,mid,right
cp_stroop_crossed,B,14,26,or,incongruent,low,mid,right
cp_stroop_crossed,B,14,27,or,incongruent,high,low,right
cp_stroop_crossed,B,14,28,or,incongruent,low,high,right
cp_stroop_crossed,B,14,29,or,congruent,high,mid,left
cp_stroop_crossed,B,14,30,or,congruent,high,high,right
cp_stroop_crossed,B,14,31,or,incongruent,low,high,left
cp_stroop_crossed,B,14,32,or,congruent,high,low,left
cp_stroop_crossed,B,14,33,or,congruent,low,low,right
cp_stroop_crossed,B,14,34,or,incongruent,low,low,left
cp_stroop_crossed,B,14,35,or,incongruent,high,high,left
cp_stroop_crossed,B,14,36,or,congruent,high,mid,right
cp_stroop_crossed,B,14,37,or,incongruent,low,mid,left
cp_stroop_crossed,B,14,38,or,congruent,mid,high,left
cp_stroop_crossed,B,14,39,or,incongruent,mid,high,left
cp_stroop_crossed,B,14,40,or,incongruent,mid,low,left
cp_stroop_crossed,B,14,41,or,incongruent,mid,high,right
cp_stroop_crossed,B,14,42,or,congruent,high,low,left
cp_stroop_crossed,B,14,43,or,congruent,low,high,left
cp_stroop_crossed,B,14,44,or,incongruent,mid,mid,right
cp_stroop_crossed,B,14,45,or,congruent,low,high,right
cp_stroop_crossed,B,14,46,or,congruent,low,mid,left
cp_stroop_crossed,B,14,47,or,incongruent,low,high,left
cp_stroop_crossed,B,14,48,or,incongruent,mid,mid,right
cp_stroop_crossed,B,14,49,or,congruent,low,high,right
cp_stroop_crossed,B,14,50,or,incongruent,mid,low,right
cp_stroop_crossed,B,14,51,or,incongruent,high,mid,left
cp_stroop_crossed,B,14,52,or,incongruent,mid,mid,right
cp_stroop_crossed,B,14,53,or,congruent,mid,mid,left
