block_id,condition,sequence_id,trial_index,task,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,B,46,0,or,incongruent,high,low,left
cp_stroop_crossed,B,46,1,or,congruent,low,low,left
cp_stroop_crossed,B,46,2,or,congruent,low,low,left
cp_stroop_crossed,B,46,3,or,incongruent,mid,low,right
cp_stroop_crossed,B,46,4,or,congruent,high,low,right
cp_stroop_crossed,B,46,5,or,congruent,mid,mid,left
cp_stroop_crossed,B,46,6,or,congruent,low,mid,left
cp_stroop_crossed,B,46,7,or,congruent,low,mid,right
cp_stroop_crossed,B,46,8,or,congruent,mid,mid,right
cp_stroop_crossed,B,46,9,or,congruent,high,mid,right
cp_stroop_crossed,B,46,10,or,congruent,mid,low,right
cp_stroop_crossed,B,46,11,or,incongruent,mid,low,left
cp_stroop_crossed,B,46,12,or,congruent,low,low,right
cp_stroop_crossed,B,46,13,or,incongruent,low,low,right
cp_stroop_crossed,B,46,14,or,congruent,low,mid,right
cp_stroop_crossed,B,46,15,or,incongruent,low,high,right
cp_stroop_crossed,B,46,16,or,incongruent,high,low,right
cp_stroop_crossed,B,46,17,or,incongruent,low,mid,right
cp_stroop_crossed,B,46,18,or,incongruent,low,low,left
cp_stroop_crossed,B,46,19,or,congruent,low,high,right
cp_stroop_crossed,B,46,20,or,congruent,mid,high,left
cp_stroop_crossed,B,46,21,or,incongruent,mid,low,left
cp_stroop_crossed,B,46,22,or,incongruent,mid,mid,left
cp_stroop_crossed,B,46,23,or,incongruent,mid,mid,left
cp_stroop_crossed,B,46,24,or,incongruent,mid,mid,right
cp_stroop_crossed,B,46,25,or,congruent,high,low,right
cp_stroop_crossed,B,46,26,or,congruent,low,low,right
cp_stroop_crossed,B,46,27,or,incongruent,mid,low,left
cp_stroop_crossed,B,46,28,or,congruent,low,high,left
cp_stroop_crossed,B,46,29,or,incongruent,high,low,left
cp_stroop_crossed,B,46,30,or,incongruent,high,high,right
cp_stroop_crossed,B,46,31,or,incongruent,high,mid,right
cp_stroop_crossed,B,46,32,or,congruent,mid,low,right
cp_stroop_crossed,B,46,33,or,congruent,high,high,left
cp_stroop_crossed,B,46,34,or,incongruent,low,mid,right
cp_stroop_crossed,B,46,35,or,incongruent,low,mid,left
