block_id,condition,sequence_id,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,A,3,0,mov,First,First,congruent,hard,right
cp_taskswitch,A,3,1,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,3,2,mov,Switch,Switch,congruent,hard,left
cp_taskswitch,A,3,3,or,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,3,4,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,3,5,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,3,6,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,3,7,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch,A,3,8,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch,A,3,9,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,3,10,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,3,11,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,3,12,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,3,13,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,3,14,mov,Switch,Switch,congruent,hard,left
cp_taskswitch,A,3,15,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,3,16,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,3,17,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,3,18,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,3,19,or,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,3,20,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch,A,3,21,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,3,22,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,A,3,23,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,3,24,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch,A,3,25,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch,A,3,26,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,3,27,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,3,28,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,3,29,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch,A,3,30,mov,Switch,Switch,congruent,easy,left
cp_taskswitch,A,3,31,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,A,3,32,or,Switch,Switch,congruent,easy,right
cp_taskswitch,A,3,33,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,3,34,or,Switch,Switch,congruent,hard,left
cp_taskswitch,A,3,35,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,A,3,36,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,3,37,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,3,38,or,Switch,Repeat,congruent,hard,right
cp_taskswitch,A,3,39,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,3,40,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,3,41,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch,A,3,42,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,3,43,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,3,44,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,3,45,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch,A,3,46,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,3,47,or,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,3,48,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,3,49,or,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,3,50,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,3,51,or,Switch,Switch,incongruent,easy,left
cp_taskswitch,A,3,52,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,3,53,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,3,54,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,3,55,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,3,56,or,Switch,Repeat,congruent,easy,left
cp_taskswitch,A,3,57,or,Repeat,Switch,congruent,hard,right
cp_taskswitch,A,3,58,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,3,59,or,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,3,60,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch,A,3,61,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,3,62,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,3,63,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,A,3,64,mov,Switch,Switch,congruent,easy,right
cp_taskswitch,A,3,65,or,Switch,Switch,incongruent,easy,left
cp_taskswitch,A,3,66,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,A,3,67,mov,Switch,Switch,congruent,easy,right
cp_taskswitch,A,3,68,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,3,69,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch,A,3,70,or,Switch,Repeat,congruent,hard,right
cp_taskswitch,A,3,71,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,3,72,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,3,73,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,3,74,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,3,75,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,A,3,76,or,Switch,Switch,congruent,easy,left
cp_taskswitch,A,3,77,or,Repeat,Repeat,congruent,easy,left
