block_id,condition,sequence_id,trial_index,task,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,A,34,0,mov,incongruent,high,high,right
cp_stroop_crossed,A,34,1,mov,incongruent,high,mid,left
cp_stroop_crossed,A,34,2,mov,congruent,mid,low,left
cp_stroop_crossed,A,34,3,mov,incongruent,high,mid,left
cp_stroop_crossed,A,34,4,mov,congruent,high,high,left
cp_stroop_crossed,A,34,5,mov,congruent,mid,high,right
cp_stroop_crossed,A,34,6,mov,congruent,mid,low,right
cp_stroop_crossed,A,34,7,mov,congruent,high,high,right
cp_stroop_crossed,A,34,8,mov,incongruent,low,low,right
cp_stroop_crossed,A,34,9,mov,incongruent,mid,low,right
cp_stroop_crossed,A,34,10,mov,congruent,low,mid,right
cp_stroop_crossed,A,34,11,mov,congruent,low,low,right
cp_stroop_crossed,A,34,12,mov,incongruent,low,mid,left
cp_stroop_crossed,A,34,13,mov,incongruent,low,low,right
cp_stroop_crossed,A,34,14,mov,incongruent,low,mid,right
cp_stroop_crossed,A,34,15,mov,incongruent,high,high,left
cp_stroop_crossed,A,34,16,mov,congruent,high,mid,left
cp_stroop_crossed,A,34,17,mov,congruent,mid,high,left
cp_stroop_crossed,A,34,18,mov,congruent,low,mid,left
cp_stroop_crossed,A,34,19,mov,incongruent,low,high,right
cp_stroop_crossed,A,34,20,mov,congruent,high,mid,right
cp_stroop_crossed,A,34,21,mov,incongruent,mid,low,left
cp_stroop_crossed,A,34,22,mov,incongruent,low,mid,left
cp_stroop_crossed,A,34,23,mov,incongruent,mid,high,left
cp_stroop_crossed,A,34,24,mov,incongruent,mid,high,right
cp_stroop_crossed,A,34,25,mov,congruent,high,mid,right
cp_stroop_crossed,A,34,26,mov,congruent,high,low,right
cp_stroop_crossed,A,34,27,mov,incongruent,high,high,left
cp_stroop_crossed,A,34,28,mov,incongruent,low,high,left
cp_stroop_crossed,A,34,29,mov,congruent,mid,mid,left
cp_stroop_crossed,A,34,30,mov,congruent,high,low,left
cp_stroop_crossed,A,34,31,mov,incongruent,low,high,right
cp_stroop_crossed,A,34,32,mov,congruent,low,mid,right
cp_stroop_crossed,A,34,33,mov,incongruent,high,mid,right
cp_stroop_crossed,A,34,34,mov,incongruent,high,high,right
cp_stroop_crossed,A,34,35,mov,congruent,high,low,right
cp_stroop_crossed,A,34,36,mov,congruent,low,high,left
cp_stroop_crossed,A,34,37,mov,congruent,low,low,right
cp_stroop_crossed,A,34,38,mov,incongruent,high,low,left
cp_stroop_crossed,A,34,39,mov,congruent,low,high,right
cp_stroop_crossed,A,34,40,mov,incongruent,mid,high,right
cp_stroop_crossed,A,34,41,mov,incongruent,mid,low,right
cp_stroop_crossed,A,34,42,mov,incongruent,mid,mid,left
cp_stroop_crossed,A,34,43,mov,incongruent,low,low,left
cp_stroop_crossed,A,34,44,mov,incongruent,high,mid,right
cp_stroop_crossed,A,34,45,mov,incongruent,mid,mid,left
cp_stroop_crossed,A,34,46,mov,incongruent,mid,mid,right
cp_stroop_crossed,A,34,47,mov,incongruent,low,high,left
cp_stroop_crossed,A,34,48,mov,congruent,high,mid,left
cp_stroop_crossed,A,34,49,mov,congruent,mid,high,left
cp_stroop_crossed,A,34,50,mov,congruent,low,low,left
cp_stroop_crossed,A,34,51,mov,congruent,low,low,right
cp_stroop_crossed,A,34,52,mov,incongruent,low,high,right
cp_stroop_crossed,A,34,53,mov,incongruent,high,low,right
cp_stroop_crossed,A,34,54,mov,congruent,mid,mid,right
cp_stroop_crossed,A,34,55,mov,incongruent,low,mid,right
cp_stroop_crossed,A,34,56,mov,congruent,high,high,right
cp_stroop_crossed,A,34,57,mov,congruent,low,low,left
cp_stroop_crossed,A,34,58,mov,congruent,low,high,left
cp_stroop_crossed,A,34,59,mov,incongruent,low,high,left
cp_stroop_crossed,A,34,60,mov,incongruent,low,mid,left
cp_stroop_crossed,A,34,61,mov,congruent,mid,high,right
cp_stroop_crossed,A,34,62,mov,congruent,low,mid,right
cp_stroop_crossed,A,34,63,mov,congruent,low,high,right
cp_stroop_crossed,A,34,64,mov,congruent,low,mid,left
cp_stroop_crossed,A,34,65,mov,congruent,high,mid,right
cp_stroop_crossed,A,34,66,mov,congruent,low,low,left
cp_stroop_crossed,A,34,67,mov,congruent,low,high,right
cp_stroop_crossed,A,34,68,mov,incongruent,high,low,left
cp_stroop_crossed,A,34,69,mov,incongruent,low,low,left
cp_stroop_crossed,A,34,70,mov,incongruent,high,mid,right
cp_stroop_crossed,A,34,71,mov,incongruent,mid,mid,right
cp_stroop_crossed,A,34,72,mov,incongruent,mid,high,right
cp_stroop_crossed,A,34,73,mov,incongruent,mid,low,left
cp_stroop_crossed,A,34,74,mov,incongruent,high,low,right
cp_stroop_crossed,A,34,75,mov,congruent,high,low,left
cp_stroop_crossed,A,34,76,mov,congruent,mid,low,left
cp_stroop_crossed,A,34,77,mov,congruent,mid,mid,left
cp_stroop_crossed,A,34,78,mov,incongruent,low,mid,right
cp_stroop_crossed,A,34,79,mov,congruent,high,mid,left
cp_stroop_crossed,A,34,80,mov,incongruent,low,low,right
cp_stroop_crossed,A,34,81,mov,congruent,mid,high,left
cp_stroop_crossed,A,34,82,mov,congruent,low,mid,left
cp_stroop_crossed,A,34,83,mov,incongruent,high,low,left
cp_stroop_crossed,A,34,84,mov,incongruent,mid,low,right
cp_stroop_crossed,A,34,85,mov,incongruent,high,low,right
cp_stroop_crossed,A,34,86,mov,congruent,high,high,right
cp_stroop_crossed,A,34,87,mov,incongruent,mid,high,left
cp_stroop_crossed,A,34,88,mov,congruent,mid,mid,right
cp_stroop_crossed,A,34,89,mov,congruent,mid,mid,right
cp_stroop_crossed,A,34,90,mov,congruent,high,low,right
cp_stroop_crossed,A,34,91,mov,incongruent,high,high,left
cp_stroop_crossed,A,34,92,mov,congruent,high,high,left
cp_stroop_crossed,A,34,93,mov,congruent,mid,low,left
cp_stroop_crossed,A,34,94,mov,incongruent,mid,mid,left
cp_stroop_crossed,A,34,95,mov,congruent,low,high,left
cp_stroop_crossed,A,34,96,mov,incongruent,low,low,left
cp_stroop_crossed,A,34,97,mov,incongruent,mid,mid,right
cp_stroop_crossed,A,34,98,mov,incongruent,high,high,right
cp_stroop_crossed,A,34,99,mov,incongruent,high,mid,left
cp_stroop_crossed,A,34,100,mov,incongruent,mid,high,left
cp_stroop_crossed,A,34,101,mov,incongruent,mid,low,left
cp_stroop_crossed,A,34,102,mov,congruent,mid,low,right
cp_stroop_crossed,A,34,103,mov,congruent,mid,mid,left
cp_stroop_crossed,A,34,104,mov,congruent,high,high,left
