block_id,condition,sequence_id,trial_index,task,soa_level,congruency,target_dir
cp_prp,A,17,0,mov,600,congruent,left
cp_prp,A,17,1,mov,600,congruent,left
cp_prp,A,17,2,mov,300,incongruent,right
cp_prp,A,17,3,mov,100,incongruent,left
cp_prp,A,17,4,mov,300,congruent,left
cp_prp,A,17,5,mov,100,congruent,right
cp_prp,A,17,6,mov,100,congruent,right
cp_prp,A,17,7,mov,100,incongruent,right
cp_prp,A,17,8,mov,600,incongruent,left
cp_prp,A,17,9,mov,600,incongruent,right
cp_prp,A,17,10,mov,600,congruent,right
cp_prp,A,17,11,mov,100,incongruent,left
cp_prp,A,17,12,mov,100,congruent,right
cp_prp,A,17,13,mov,300,congruent,left
cp_prp,A,17,14,mov,300,congruent,left
cp_prp,A,17,15,mov,600,incongruent,left
cp_prp,A,17,16,mov,600,incongruent,right
cp_prp,A,17,17,mov,600,congruent,right
cp_prp,A,17,18,mov,300,congruent,left
cp_prp,A,17,19,mov,100,congruent,left
cp_prp,A,17,20,mov,100,congruent,right
cp_prp,A,17,21,mov,600,congruent,left
cp_prp,A,17,22,mov,300,congruent,right
cp_prp,A,17,23,mov,100,congruent,left
cp_prp,A,17,24,mov,300,congruent,right
cp_prp,A,17,25,mov,300,incongruent,left
cp_prp,A,17,26,mov,300,incongruent,right
cp_prp,A,17,27,mov,300,congruent,right
cp_prp,A,17,28,mov,600,incongruent,right
cp_prp,A,17,29,mov,600,incongruent,left
cp_prp,A,17,30,mov,100,incongruent,right
cp_prp,A,17,31,mov,100,congruent,left
cp_prp,A,17,32,mov,600,congruent,right
cp_prp,A,17,33,mov,600,congruent,right
cp_prp,A,17,34,mov,300,incongruent,right
cp_prp,A,17,35,mov,100,incongruent,left
cp_prp,A,17,36,mov,600,incongruent,right
cp_prp,A,17,37,mov,300,incongruent,left
cp_prp,A,17,38,mov,100,congruent,right
cp_prp,A,17,39,mov,100,incongruent,right
cp_prp,A,17,40,mov,600,incongruent,left
cp_prp,A,17,41,mov,300,incongruent,right
cp_prp,A,17,42,mov,600,incongruent,right
cp_prp,A,17,43,mov,100,incongruent,left
cp_prp,A,17,44,mov,300,incongruent,left
cp_prp,A,17,45,mov,600,congruent,left
cp_prp,A,17,46,mov,300,congruent,left
cp_prp,A,17,47,mov,600,incongruent,left
cp_prp,A,17,48,mov,600,incongruent,right
cp_prp,A,17,49,mov,600,congruent,left
cp_prp,A,17,50,mov,300,congruent,right
cp_prp,A,17,51,mov,300,incongruent,right
cp_prp,A,17,52,mov,100,incongruent,right
cp_prp,A,17,53,mov,600,congruent,right
cp_prp,A,17,54,mov,300,congruent,left
cp_prp,A,17,55,mov,100,congruent,left
cp_prp,A,17,56,mov,100,congruent,left
cp_prp,A,17,57,mov,100,congruent,right
cp_prp,A,17,58,mov,100,incongruent,right
cp_prp,A,17,59,mov,100,incongruent,left
cp_prp,A,17,60,mov,300,incongruent,left
cp_prp,A,17,61,mov,300,congruent,left
cp_prp,A,17,62,mov,100,incongruent,right
cp_prp,A,17,63,mov,600,incongruent,left
cp_prp,A,17,64,mov,600,congruent,left
cp_prp,A,17,65,mov,100,congruent,left
cp_prp,A,17,66,mov,600,congruent,right
cp_prp,A,17,67,mov,100,incongruent,left
cp_prp,A,17,68,mov,600,congruent,left
cp_prp,A,17,69,mov,100,congruent,right
cp_prp,A,17,70,mov,100,incongruent,right
cp_prp,A,17,71,mov,300,congruent,right
cp_prp,A,17,72,mov,300,incongruent,left
cp_prp,A,17,73,mov,600,incongruent,right
cp_prp,A,17,74,mov,300,incongruent,right
cp_prp,A,17,75,mov,100,incongruent,left
cp_prp,A,17,76,mov,300,incongruent,left
cp_prp,A,17,77,mov,300,incongruent,right
cp_prp,A,17,78,mov,100,incongruent,right
cp_prp,A,17,79,mov,600,incongruent,left
cp_prp,A,17,80,mov,300,congruent,right
cp_prp,A,17,81,mov,600,congruent,left
cp_prp,A,17,82,mov,300,congruent,left
cp_prp,A,17,83,mov,300,incongruent,right
cp_prp,A,17,84,mov,100,congruent,right
cp_prp,A,17,85,mov,300,incongruent,left
cp_prp,A,17,86,mov,300,congruent,right
cp_prp,A,17,87,mov,600,incongruent,right
cp_prp,A,17,88,mov,100,congruent,left
cp_prp,A,17,89,mov,600,congruent,right
cp_prp,A,17,90,mov,600,congruent,right
cp_prp,A,17,91,mov,100,incongruent,left
cp_prp,A,17,92,mov,300,incongruent,left
cp_prp,A,17,93,mov,600,incongruent,left
cp_prp,A,17,94,mov,300,congruent,right
cp_prp,A,17,95,mov,100,congruent,left
