block_id,condition,sequence_id,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,A,16,0,or,First,First,incongruent,hard,right
cp_taskswitch_asym,A,16,1,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,16,2,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,16,3,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,A,16,4,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,A,16,5,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,A,16,6,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,16,7,or,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,16,8,mov,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,16,9,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,A,16,10,or,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,16,11,or,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,A,16,12,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,A,16,13,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,A,16,14,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,A,16,15,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,16,16,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,A,16,17,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,16,18,or,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,A,16,19,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,A,16,20,or,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,A,16,21,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,16,22,mov,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,16,23,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,A,16,24,or,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,A,16,25,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,16,26,mov,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,16,27,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,16,28,or,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,A,16,29,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,A,16,30,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,A,16,31,or,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,16,32,or,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,A,16,33,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,A,16,34,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,A,16,35,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,16,36,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,16,37,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,A,16,38,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,16,39,or,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,16,40,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,16,41,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,A,16,42,or,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,A,16,43,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,A,16,44,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,16,45,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,A,16,46,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,16,47,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,16,48,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,A,16,49,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,16,50,or,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,16,51,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,16,52,or,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,A,16,53,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,16,54,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,A,16,55,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,16,56,or,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,16,57,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,16,58,mov,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,16,59,or,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,A,16,60,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,A,16,61,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,A,16,62,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,16,63,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,16,64,mov,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,16,65,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,16,66,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,16,67,or,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,A,16,68,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,16,69,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,A,16,70,or,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,16,71,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,A,16,72,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,16,73,or,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,16,74,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,A,16,75,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,16,76,or,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,A,16,77,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,A,16,78,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,16,79,or,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,A,16,80,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,A,16,81,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,A,16,82,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,A,16,83,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,16,84,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,16,85,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,A,16,86,mov,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,16,87,or,Switch,Repeat,congruent,hard,right
