block_id,condition,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,B,0,mov,First,First,congruent,easy,right
cp_taskswitch,B,1,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,2,or,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,3,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,B,4,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch,B,5,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,B,6,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch,B,7,or,Switch,Switch,congruent,easy,right
cp_taskswitch,B,8,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,9,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch,B,10,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,B,11,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,12,or,Switch,Switch,incongruent,easy,left
cp_taskswitch,B,13,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch,B,14,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,15,mov,Switch,Switch,congruent,easy,left
cp_taskswitch,B,16,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch,B,17,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,18,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,B,19,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,B,20,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,B,21,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,B,22,or,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,23,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,B,24,or,Repeat,Switch,congruent,hard,left
cp_taskswitch,B,25,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch,B,26,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch,B,27,or,Switch,Repeat,congruent,easy,left
cp_taskswitch,B,28,mov,Switch,Switch,congruent,easy,right
cp_taskswitch,B,29,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,30,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,31,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,32,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,B,33,or,Switch,Switch,incongruent,easy,right
cp_taskswitch,B,34,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,35,or,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,36,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch,B,37,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,38,mov,Switch,Switch,congruent,easy,left
cp_taskswitch,B,39,or,Switch,Repeat,congruent,hard,left
cp_taskswitch,B,40,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,B,41,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,42,or,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,43,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,44,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch,B,45,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch,B,46,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,47,or,Repeat,Switch,congruent,easy,left
cp_taskswitch,B,48,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,B,49,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,B,50,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch,B,51,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,52,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,53,or,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,54,mov,Switch,Switch,congruent,hard,left
cp_taskswitch,B,55,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch,B,56,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch,B,57,or,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,58,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,B,59,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch,B,60,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,61,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,62,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch,B,63,or,Repeat,Switch,congruent,easy,left
cp_taskswitch,B,64,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,B,65,or,Switch,Switch,incongruent,easy,left
cp_taskswitch,B,66,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,B,67,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch,B,68,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch,B,69,or,Switch,Switch,congruent,easy,left
cp_taskswitch,B,70,mov,Switch,Switch,congruent,easy,right
cp_taskswitch,B,71,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,72,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch,B,73,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch,B,74,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,B,75,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,76,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,77,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch,B,78,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch,B,79,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch,B,80,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch,B,81,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,B,82,or,Switch,Switch,incongruent,hard,right
cp_taskswitch,B,83,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,84,or,Switch,Switch,incongruent,hard,left
cp_taskswitch,B,85,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch,B,86,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch,B,87,or,Switch,Repeat,congruent,hard,right
cp_taskswitch,B,88,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,B,89,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch,B,90,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch,B,91,or,Switch,Switch,incongruent,easy,right
cp_taskswitch,B,92,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch,B,93,mov,Repeat,Repeat,congruent,easy,right
cp_taskswitch,B,94,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch,B,95,mov,Repeat,Switch,congruent,easy,right
