block_id,condition,sequence_id,trial_index,task,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,A,28,0,mov,incongruent,low,high,right
cp_stroop_crossed,A,28,1,mov,incongruent,mid,mid,left
cp_stroop_crossed,A,28,2,mov,incongruent,low,high,left
cp_stroop_crossed,A,28,3,mov,incongruent,high,mid,left
cp_stroop_crossed,A,28,4,mov,congruent,low,low,right
cp_stroop_crossed,A,28,5,mov,incongruent,high,mid,right
cp_stroop_crossed,A,28,6,mov,incongruent,mid,high,right
cp_stroop_crossed,A,28,7,mov,incongruent,high,low,right
cp_stroop_crossed,A,28,8,mov,incongruent,mid,low,left
cp_stroop_crossed,A,28,9,mov,congruent,mid,mid,left
cp_stroop_crossed,A,28,10,mov,congruent,low,high,right
cp_stroop_crossed,A,28,11,mov,congruent,low,high,right
cp_stroop_crossed,A,28,12,mov,congruent,mid,high,left
cp_stroop_crossed,A,28,13,mov,incongruent,low,low,right
cp_stroop_crossed,A,28,14,mov,incongruent,high,high,left
cp_stroop_crossed,A,28,15,mov,congruent,mid,low,left
cp_stroop_crossed,A,28,16,mov,incongruent,mid,low,right
cp_stroop_crossed,A,28,17,mov,congruent,mid,low,right
cp_stroop_crossed,A,28,18,mov,incongruent,mid,high,left
cp_stroop_crossed,A,28,19,mov,congruent,low,mid,right
cp_stroop_crossed,A,28,20,mov,congruent,low,high,left
cp_stroop_crossed,A,28,21,mov,congruent,mid,high,right
cp_stroop_crossed,A,28,22,mov,incongruent,low,mid,right
cp_stroop_crossed,A,28,23,mov,incongruent,mid,mid,right
cp_stroop_crossed,A,28,24,mov,incongruent,high,low,right
cp_stroop_crossed,A,28,25,mov,incongruent,high,mid,right
cp_stroop_crossed,A,28,26,mov,congruent,high,mid,left
cp_stroop_crossed,A,28,27,mov,incongruent,low,high,left
cp_stroop_crossed,A,28,28,mov,incongruent,low,low,left
cp_stroop_crossed,A,28,29,mov,congruent,high,high,left
cp_stroop_crossed,A,28,30,mov,congruent,low,low,right
cp_stroop_crossed,A,28,31,mov,incongruent,low,high,right
cp_stroop_crossed,A,28,32,mov,incongruent,low,high,right
cp_stroop_crossed,A,28,33,mov,incongruent,mid,mid,left
cp_stroop_crossed,A,28,34,mov,incongruent,high,low,right
cp_stroop_crossed,A,28,35,mov,incongruent,high,low,left
cp_stroop_crossed,A,28,36,mov,incongruent,high,low,left
cp_stroop_crossed,A,28,37,mov,congruent,high,low,left
cp_stroop_crossed,A,28,38,mov,congruent,high,mid,right
cp_stroop_crossed,A,28,39,mov,congruent,mid,low,left
cp_stroop_crossed,A,28,40,mov,incongruent,high,low,left
cp_stroop_crossed,A,28,41,mov,incongruent,high,high,right
cp_stroop_crossed,A,28,42,mov,congruent,high,low,left
cp_stroop_crossed,A,28,43,mov,congruent,mid,mid,right
cp_stroop_crossed,A,28,44,mov,congruent,high,mid,right
cp_stroop_crossed,A,28,45,mov,incongruent,mid,high,right
cp_stroop_crossed,A,28,46,mov,congruent,high,low,right
cp_stroop_crossed,A,28,47,mov,congruent,low,low,left
cp_stroop_crossed,A,28,48,mov,congruent,low,mid,right
cp_stroop_crossed,A,28,49,mov,incongruent,high,mid,left
cp_stroop_crossed,A,28,50,mov,incongruent,mid,high,left
cp_stroop_crossed,A,28,51,mov,congruent,mid,mid,right
cp_stroop_crossed,A,28,52,mov,congruent,low,high,left
cp_stroop_crossed,A,28,53,mov,incongruent,high,mid,right
cp_stroop_crossed,A,28,54,mov,congruent,low,low,left
cp_stroop_crossed,A,28,55,mov,congruent,low,mid,left
cp_stroop_crossed,A,28,56,mov,incongruent,high,high,left
cp_stroop_crossed,A,28,57,mov,incongruent,mid,high,left
cp_stroop_crossed,A,28,58,mov,congruent,mid,mid,left
cp_stroop_crossed,A,28,59,mov,congruent,high,mid,left
cp_stroop_crossed,A,28,60,mov,congruent,mid,low,left
cp_stroop_crossed,A,28,61,mov,congruent,high,high,right
cp_stroop_crossed,A,28,62,mov,incongruent,high,high,right
cp_stroop_crossed,A,28,63,mov,congruent,low,mid,left
cp_stroop_crossed,A,28,64,mov,congruent,mid,mid,right
cp_stroop_crossed,A,28,65,mov,incongruent,high,high,left
cp_stroop_crossed,A,28,66,mov,incongruent,low,low,left
cp_stroop_crossed,A,28,67,mov,congruent,low,high,right
cp_stroop_crossed,A,28,68,mov,congruent,high,high,right
cp_stroop_crossed,A,28,69,mov,incongruent,low,low,right
cp_stroop_crossed,A,28,70,mov,incongruent,low,low,right
cp_stroop_crossed,A,28,71,mov,incongruent,mid,high,right
