block_id,condition,sequence_id,trial_index,task,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,A,50,0,mov,incongruent,low,high,left
cp_stroop_crossed,A,50,1,mov,incongruent,high,mid,left
cp_stroop_crossed,A,50,2,mov,incongruent,mid,mid,right
cp_stroop_crossed,A,50,3,mov,congruent,mid,mid,left
cp_stroop_crossed,A,50,4,mov,congruent,high,low,right
cp_stroop_crossed,A,50,5,mov,incongruent,low,high,left
cp_stroop_crossed,A,50,6,mov,incongruent,low,mid,left
cp_stroop_crossed,A,50,7,mov,incongruent,high,high,right
cp_stroop_crossed,A,50,8,mov,incongruent,low,high,right
cp_stroop_crossed,A,50,9,mov,incongruent,low,low,left
cp_stroop_crossed,A,50,10,mov,incongruent,mid,mid,left
cp_stroop_crossed,A,50,11,mov,congruent,low,low,left
cp_stroop_crossed,A,50,12,mov,congruent,low,high,left
cp_stroop_crossed,A,50,13,mov,congruent,low,high,left
cp_stroop_crossed,A,50,14,mov,congruent,high,mid,right
cp_stroop_crossed,A,50,15,mov,congruent,mid,mid,right
cp_stroop_crossed,A,50,16,mov,congruent,high,mid,left
cp_stroop_crossed,A,50,17,mov,incongruent,high,mid,right
cp_stroop_crossed,A,50,18,mov,congruent,high,high,left
cp_stroop_crossed,A,50,19,mov,congruent,mid,high,left
cp_stroop_crossed,A,50,20,mov,incongruent,mid,high,right
cp_stroop_crossed,A,50,21,mov,congruent,mid,low,left
cp_stroop_crossed,A,50,22,mov,incongruent,high,high,left
cp_stroop_crossed,A,50,23,mov,incongruent,high,high,right
cp_stroop_crossed,A,50,24,mov,incongruent,low,mid,right
cp_stroop_crossed,A,50,25,mov,incongruent,high,low,left
cp_stroop_crossed,A,50,26,mov,congruent,mid,high,right
cp_stroop_crossed,A,50,27,mov,incongruent,low,low,right
cp_stroop_crossed,A,50,28,mov,incongruent,mid,mid,right
cp_stroop_crossed,A,50,29,mov,incongruent,low,high,right
cp_stroop_crossed,A,50,30,mov,incongruent,mid,low,left
cp_stroop_crossed,A,50,31,mov,congruent,low,mid,right
cp_stroop_crossed,A,50,32,mov,incongruent,high,mid,left
cp_stroop_crossed,A,50,33,mov,congruent,mid,mid,left
cp_stroop_crossed,A,50,34,mov,congruent,high,low,right
cp_stroop_crossed,A,50,35,mov,incongruent,mid,low,right
cp_stroop_crossed,A,50,36,mov,incongruent,low,mid,left
cp_stroop_crossed,A,50,37,mov,congruent,mid,low,right
cp_stroop_crossed,A,50,38,mov,incongruent,high,low,left
cp_stroop_crossed,A,50,39,mov,congruent,low,low,left
cp_stroop_crossed,A,50,40,mov,congruent,low,low,left
cp_stroop_crossed,A,50,41,mov,incongruent,low,low,left
cp_stroop_crossed,A,50,42,mov,congruent,high,low,left
cp_stroop_crossed,A,50,43,mov,congruent,low,high,right
cp_stroop_crossed,A,50,44,mov,congruent,low,mid,right
cp_stroop_crossed,A,50,45,mov,incongruent,mid,high,right
cp_stroop_crossed,A,50,46,mov,incongruent,high,low,left
cp_stroop_crossed,A,50,47,mov,incongruent,high,mid,right
cp_stroop_crossed,A,50,48,mov,incongruent,mid,low,right
cp_stroop_crossed,A,50,49,mov,incongruent,high,mid,left
cp_stroop_crossed,A,50,50,mov,congruent,high,low,left
cp_stroop_crossed,A,50,51,mov,congruent,high,mid,left
cp_stroop_crossed,A,50,52,mov,congruent,high,high,right
cp_stroop_crossed,A,50,53,mov,incongruent,low,high,left
cp_stroop_crossed,A,50,54,mov,congruent,mid,high,right
cp_stroop_crossed,A,50,55,mov,incongruent,high,mid,right
cp_stroop_crossed,A,50,56,mov,congruent,mid,low,left
cp_stroop_crossed,A,50,57,mov,congruent,low,low,right
cp_stroop_crossed,A,50,58,mov,incongruent,low,low,right
cp_stroop_crossed,A,50,59,mov,incongruent,low,low,right
cp_stroop_crossed,A,50,60,mov,incongruent,mid,mid,left
cp_stroop_crossed,A,50,61,mov,congruent,high,high,right
cp_stroop_crossed,A,50,62,mov,congruent,low,mid,left
cp_stroop_crossed,A,50,63,mov,congruent,low,mid,left
cp_stroop_crossed,A,50,64,mov,congruent,mid,high,right
cp_stroop_crossed,A,50,65,mov,congruent,low,high,right
cp_stroop_crossed,A,50,66,mov,congruent,mid,mid,right
cp_stroop_crossed,A,50,67,mov,congruent,mid,high,left
cp_stroop_crossed,A,50,68,mov,congruent,high,low,right
cp_stroop_crossed,A,50,69,mov,incongruent,high,low,right
cp_stroop_crossed,A,50,70,mov,congruent,mid,high,left
cp_stroop_crossed,A,50,71,mov,incongruent,mid,high,left
cp_stroop_crossed,A,50,72,mov,congruent,high,mid,right
cp_stroop_crossed,A,50,73,mov,congruent,low,low,right
cp_stroop_crossed,A,50,74,mov,incongruent,mid,mid,left
cp_stroop_crossed,A,50,75,mov,congruent,low,high,right
cp_stroop_crossed,A,50,76,mov,congruent,low,high,left
cp_stroop_crossed,A,50,77,mov,incongruent,low,low,left
cp_stroop_crossed,A,50,78,mov,congruent,high,mid,right
cp_stroop_crossed,A,50,79,mov,incongruent,mid,low,left
cp_stroop_crossed,A,50,80,mov,congruent,mid,low,right
cp_stroop_crossed,A,50,81,mov,incongruent,high,low,right
cp_stroop_crossed,A,50,82,mov,incongruent,mid,high,left
cp_stroop_crossed,A,50,83,mov,congruent,mid,mid,right
cp_stroop_crossed,A,50,84,mov,incongruent,mid,high,right
cp_stroop_crossed,A,50,85,mov,congruent,mid,low,left
cp_stroop_crossed,A,50,86,mov,incongruent,high,high,left
cp_stroop_crossed,A,50,87,mov,incongruent,mid,high,left
cp_stroop_crossed,A,50,88,mov,incongruent,low,mid,right
cp_stroop_crossed,A,50,89,mov,incongruent,high,high,left
cp_stroop_crossed,A,50,90,mov,congruent,high,high,left
cp_stroop_crossed,A,50,91,mov,congruent,low,mid,left
cp_stroop_crossed,A,50,92,mov,congruent,mid,low,right
cp_stroop_crossed,A,50,93,mov,incongruent,mid,mid,right
cp_stroop_crossed,A,50,94,mov,congruent,low,mid,right
cp_stroop_crossed,A,50,95,mov,congruent,high,high,left
cp_stroop_crossed,A,50,96,mov,congruent,high,mid,left
cp_stroop_crossed,A,50,97,mov,congruent,mid,mid,left
cp_stroop_crossed,A,50,98,mov,congruent,high,low,left
cp_stroop_crossed,A,50,99,mov,incongruent,mid,low,right
cp_stroop_crossed,A,50,100,mov,incongruent,low,mid,left
cp_stroop_crossed,A,50,101,mov,incongruent,mid,low,left
cp_stroop_crossed,A,50,102,mov,incongruent,high,low,right
cp_stroop_crossed,A,50,103,mov,incongruent,low,mid,right
cp_stroop_crossed,A,50,104,mov,incongruent,high,high,right
cp_stroop_crossed,A,50,105,mov,incongruent,low,high,right
cp_stroop_crossed,A,50,106,mov,congruent,high,high,right
cp_stroop_crossed,A,50,107,mov,congruent,low,low,right
