block_id,condition,sequence_id,trial_index,task,congruency,target_coh_level,distractor_coh_level,target_dir
cp_stroop_crossed,A,46,0,mov,incongruent,high,low,left
cp_stroop_crossed,A,46,1,mov,congruent,low,low,left
cp_stroop_crossed,A,46,2,mov,congruent,low,low,left
cp_stroop_crossed,A,46,3,mov,incongruent,mid,low,right
cp_stroop_crossed,A,46,4,mov,congruent,high,low,right
cp_stroop_crossed,A,46,5,mov,congruent,mid,mid,left
cp_stroop_crossed,A,46,6,mov,congruent,low,mid,left
cp_stroop_crossed,A,46,7,mov,congruent,low,mid,right
cp_stroop_crossed,A,46,8,mov,congruent,mid,mid,right
cp_stroop_crossed,A,46,9,mov,congruent,high,mid,right
cp_stroop_crossed,A,46,10,mov,congruent,mid,low,right
cp_stroop_crossed,A,46,11,mov,incongruent,mid,low,left
cp_stroop_crossed,A,46,12,mov,congruent,low,low,right
cp_stroop_crossed,A,46,13,mov,incongruent,low,low,right
cp_stroop_crossed,A,46,14,mov,congruent,low,mid,right
cp_stroop_crossed,A,46,15,mov,incongruent,low,high,right
cp_stroop_crossed,A,46,16,mov,incongruent,high,low,right
cp_stroop_crossed,A,46,17,mov,incongruent,low,mid,right
cp_stroop_crossed,A,46,18,mov,incongruent,low,low,left
cp_stroop_crossed,A,46,19,mov,congruent,low,high,right
cp_stroop_crossed,A,46,20,mov,congruent,mid,high,left
cp_stroop_crossed,A,46,21,mov,incongruent,mid,low,left
cp_stroop_crossed,A,46,22,mov,incongruent,mid,mid,left
cp_stroop_crossed,A,46,23,mov,incongruent,mid,mid,left
cp_stroop_crossed,A,46,24,mov,incongruent,mid,mid,right
cp_stroop_crossed,A,46,25,mov,congruent,high,low,right
cp_stroop_crossed,A,46,26,mov,congruent,low,low,right
cp_stroop_crossed,A,46,27,mov,incongruent,mid,low,left
cp_stroop_crossed,A,46,28,mov,congruent,low,high,left
cp_stroop_crossed,A,46,29,mov,incongruent,high,low,left
cp_stroop_crossed,A,46,30,mov,incongruent,high,high,right
cp_stroop_crossed,A,46,31,mov,incongruent,high,mid,right
cp_stroop_crossed,A,46,32,mov,congruent,mid,low,right
cp_stroop_crossed,A,46,33,mov,congruent,high,high,left
cp_stroop_crossed,A,46,34,mov,incongruent,low,mid,right
cp_stroop_crossed,A,46,35,mov,incongruent,low,mid,left
cp_stroop_crossed,A,46,36,mov,incongruent,low,low,left
