block_id,condition,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,A,0,or,First,First,congruent,hard,right
cp_taskswitch_asym,A,1,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,A,2,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,A,3,mov,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,4,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,5,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,6,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,A,7,mov,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,8,or,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,9,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,A,10,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,11,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,A,12,or,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,A,13,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,14,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,15,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,A,16,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,17,or,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,18,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,A,19,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,A,20,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,21,or,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,22,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,23,mov,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,24,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,25,or,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,26,or,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,A,27,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,28,mov,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,29,mov,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,A,30,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,31,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,32,or,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,A,33,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,34,or,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,35,or,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,A,36,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,A,37,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,A,38,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,A,39,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,A,40,or,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,A,41,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,A,42,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,A,43,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,A,44,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,45,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,46,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,47,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,A,48,mov,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,49,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,50,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,A,51,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,52,mov,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,A,53,or,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,54,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,A,55,or,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,A,56,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,A,57,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,A,58,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,59,or,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,60,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,61,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,A,62,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,63,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,A,64,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,65,or,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,66,or,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,A,67,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,68,mov,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,A,69,or,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,70,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,71,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,72,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,73,or,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,74,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,A,75,or,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,A,76,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,77,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,A,78,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,79,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,A,80,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,81,or,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,A,82,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,83,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,A,84,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,85,or,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,86,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,A,87,mov,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,88,mov,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,A,89,or,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,90,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,A,91,or,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,92,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,93,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,94,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,95,or,Switch,Switch,congruent,hard,right
