block_id,condition,sequence_id,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,A,23,0,or,First,First,congruent,hard,right
cp_taskswitch_asym,A,23,1,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,23,2,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,23,3,or,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,A,23,4,mov,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,23,5,or,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,A,23,6,or,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,A,23,7,or,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,A,23,8,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,23,9,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,A,23,10,or,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,A,23,11,or,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,A,23,12,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,A,23,13,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,A,23,14,or,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,23,15,or,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,A,23,16,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,23,17,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,A,23,18,or,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,A,23,19,mov,Switch,Switch,congruent,easy,right
cp_taskswitch_asym,A,23,20,mov,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,23,21,or,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,A,23,22,mov,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,23,23,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,23,24,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,A,23,25,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,A,23,26,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,23,27,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,23,28,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,A,23,29,mov,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,A,23,30,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,A,23,31,or,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,A,23,32,mov,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,A,23,33,mov,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,A,23,34,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,23,35,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,A,23,36,or,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,A,23,37,mov,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,A,23,38,or,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,A,23,39,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,A,23,40,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,A,23,41,or,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,A,23,42,or,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,23,43,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,A,23,44,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,A,23,45,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,A,23,46,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,A,23,47,or,Switch,Switch,incongruent,hard,left
