block_id,condition,trial_index,task,congruency,target_dir,response_transition
cp_stroop,A,0,mov,congruent,left,First
cp_stroop,A,1,mov,incongruent,right,Switch
cp_stroop,A,2,mov,congruent,left,Switch
cp_stroop,A,3,mov,incongruent,right,Switch
cp_stroop,A,4,mov,incongruent,right,Repeat
cp_stroop,A,5,mov,incongruent,left,Switch
cp_stroop,A,6,mov,congruent,right,Switch
cp_stroop,A,7,mov,incongruent,right,Repeat
cp_stroop,A,8,mov,congruent,right,Repeat
cp_stroop,A,9,mov,congruent,left,Switch
cp_stroop,A,10,mov,congruent,right,Switch
cp_stroop,A,11,mov,congruent,left,Switch
cp_stroop,A,12,mov,congruent,left,Repeat
cp_stroop,A,13,mov,incongruent,right,Switch
cp_stroop,A,14,mov,incongruent,left,Switch
cp_stroop,A,15,mov,congruent,right,Switch
cp_stroop,A,16,mov,congruent,right,Repeat
cp_stroop,A,17,mov,congruent,left,Switch
cp_stroop,A,18,mov,congruent,right,Switch
cp_stroop,A,19,mov,incongruent,right,Repeat
cp_stroop,A,20,mov,congruent,left,Switch
cp_stroop,A,21,mov,incongruent,right,Switch
cp_stroop,A,22,mov,incongruent,right,Repeat
cp_stroop,A,23,mov,incongruent,right,Repeat
cp_stroop,A,24,mov,incongruent,right,Repeat
cp_stroop,A,25,mov,congruent,left,Switch
cp_stroop,A,26,mov,incongruent,left,Repeat
cp_stroop,A,27,mov,incongruent,right,Switch
cp_stroop,A,28,mov,incongruent,left,Switch
cp_stroop,A,29,mov,incongruent,left,Repeat
cp_stroop,A,30,mov,congruent,right,Switch
cp_stroop,A,31,mov,congruent,right,Repeat
cp_stroop,A,32,mov,incongruent,right,Repeat
cp_stroop,A,33,mov,incongruent,left,Switch
cp_stroop,A,34,mov,congruent,left,Repeat
cp_stroop,A,35,mov,incongruent,right,Switch
cp_stroop,A,36,mov,incongruent,left,Switch
cp_stroop,A,37,mov,incongruent,left,Repeat
cp_stroop,A,38,mov,congruent,left,Repeat
cp_stroop,A,39,mov,congruent,right,Switch
cp_stroop,A,40,mov,incongruent,right,Repeat
cp_stroop,A,41,mov,congruent,right,Repeat
cp_stroop,A,42,mov,incongruent,left,Switch
cp_stroop,A,43,mov,congruent,left,Repeat
cp_stroop,A,44,mov,congruent,left,Repeat
cp_stroop,A,45,mov,incongruent,left,Repeat
cp_stroop,A,46,mov,congruent,right,Switch
cp_stroop,A,47,mov,congruent,right,Repeat
cp_stroop,A,48,mov,congruent,left,Switch
cp_stroop,A,49,mov,congruent,left,Repeat
cp_stroop,A,50,mov,congruent,left,Repeat
cp_stroop,A,51,mov,incongruent,left,Repeat
cp_stroop,A,52,mov,incongruent,right,Switch
cp_stroop,A,53,mov,congruent,right,Repeat
cp_stroop,A,54,mov,congruent,right,Repeat
cp_stroop,A,55,mov,incongruent,left,Switch
cp_stroop,A,56,mov,congruent,left,Repeat
cp_stroop,A,57,mov,congruent,right,Switch
cp_stroop,A,58,mov,incongruent,left,Switch
cp_stroop,A,59,mov,congruent,right,Switch
cp_stroop,A,60,mov,congruent,right,Repeat
cp_stroop,A,61,mov,incongruent,left,Switch
cp_stroop,A,62,mov,congruent,right,Switch
cp_stroop,A,63,mov,congruent,left,Switch
cp_stroop,A,64,mov,incongruent,left,Repeat
cp_stroop,A,65,mov,incongruent,right,Switch
cp_stroop,A,66,mov,congruent,left,Switch
cp_stroop,A,67,mov,incongruent,left,Repeat
cp_stroop,A,68,mov,incongruent,left,Repeat
cp_stroop,A,69,mov,incongruent,right,Switch
cp_stroop,A,70,mov,congruent,right,Repeat
cp_stroop,A,71,mov,congruent,left,Switch
cp_stroop,A,72,mov,incongruent,right,Switch
cp_stroop,A,73,mov,congruent,left,Switch
cp_stroop,A,74,mov,incongruent,left,Repeat
cp_stroop,A,75,mov,incongruent,left,Repeat
cp_stroop,A,76,mov,congruent,left,Repeat
cp_stroop,A,77,mov,congruent,right,Switch
cp_stroop,A,78,mov,incongruent,left,Switch
cp_stroop,A,79,mov,congruent,left,Repeat
cp_stroop,A,80,mov,congruent,right,Switch
cp_stroop,A,81,mov,incongruent,right,Repeat
cp_stroop,A,82,mov,incongruent,right,Repeat
cp_stroop,A,83,mov,incongruent,right,Repeat
cp_stroop,A,84,mov,incongruent,left,Switch
cp_stroop,A,85,mov,incongruent,right,Switch
cp_stroop,A,86,mov,congruent,right,Repeat
cp_stroop,A,87,mov,incongruent,left,Switch
cp_stroop,A,88,mov,incongruent,left,Repeat
cp_stroop,A,89,mov,congruent,left,Repeat
cp_stroop,A,90,mov,incongruent,right,Switch
cp_stroop,A,91,mov,incongruent,right,Repeat
cp_stroop,A,92,mov,congruent,left,Switch
cp_stroop,A,93,mov,incongruent,left,Repeat
cp_stroop,A,94,mov,congruent,right,Switch
cp_stroop,A,95,mov,congruent,right,Repeat
