block_id,condition,sequence_id,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch_asym,B,41,0,or,First,First,incongruent,easy,right
cp_taskswitch_asym,B,41,1,mov,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,41,2,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,41,3,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,41,4,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,41,5,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,41,6,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,41,7,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,41,8,mov,Switch,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,41,9,or,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,41,10,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,B,41,11,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,41,12,mov,Repeat,Switch,congruent,hard,left
cp_taskswitch_asym,B,41,13,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,41,14,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,B,41,15,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,41,16,or,Switch,Switch,incongruent,easy,left
cp_taskswitch_asym,B,41,17,mov,Switch,Switch,congruent,hard,right
cp_taskswitch_asym,B,41,18,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,41,19,or,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,B,41,20,or,Repeat,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,41,21,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,41,22,mov,Repeat,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,41,23,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch_asym,B,41,24,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,41,25,or,Switch,Switch,incongruent,easy,right
cp_taskswitch_asym,B,41,26,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,41,27,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,B,41,28,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,B,41,29,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch_asym,B,41,30,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,41,31,or,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,41,32,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,41,33,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch_asym,B,41,34,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,41,35,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,41,36,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch_asym,B,41,37,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch_asym,B,41,38,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,41,39,or,Repeat,Repeat,congruent,easy,right
cp_taskswitch_asym,B,41,40,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,B,41,41,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,41,42,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,41,43,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,41,44,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,41,45,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,B,41,46,mov,Repeat,Switch,incongruent,hard,right
cp_taskswitch_asym,B,41,47,or,Switch,Repeat,congruent,easy,right
cp_taskswitch_asym,B,41,48,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch_asym,B,41,49,or,Switch,Switch,congruent,easy,left
cp_taskswitch_asym,B,41,50,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch_asym,B,41,51,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,41,52,or,Repeat,Switch,congruent,easy,left
cp_taskswitch_asym,B,41,53,mov,Switch,Repeat,congruent,hard,left
cp_taskswitch_asym,B,41,54,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch_asym,B,41,55,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch_asym,B,41,56,mov,Switch,Switch,incongruent,hard,left
cp_taskswitch_asym,B,41,57,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch_asym,B,41,58,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,41,59,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch_asym,B,41,60,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch_asym,B,41,61,mov,Switch,Switch,congruent,hard,left
cp_taskswitch_asym,B,41,62,mov,Repeat,Repeat,congruent,hard,left
cp_taskswitch_asym,B,41,63,or,Switch,Repeat,congruent,easy,left
cp_taskswitch_asym,B,41,64,or,Repeat,Switch,congruent,easy,right
cp_taskswitch_asym,B,41,65,or,Repeat,Switch,congruent,easy,left
