block_id,condition,sequence_id,trial_index,task,task_transition,response_transition,congruency,target_coh_level,target_dir
cp_taskswitch,A,2,0,mov,First,First,incongruent,hard,left
cp_taskswitch,A,2,1,mov,Repeat,Repeat,incongruent,easy,left
cp_taskswitch,A,2,2,mov,Repeat,Switch,congruent,easy,right
cp_taskswitch,A,2,3,or,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,2,4,mov,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,2,5,mov,Repeat,Switch,congruent,easy,left
cp_taskswitch,A,2,6,or,Switch,Repeat,incongruent,hard,left
cp_taskswitch,A,2,7,mov,Switch,Switch,congruent,hard,right
cp_taskswitch,A,2,8,mov,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,2,9,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,2,10,mov,Switch,Switch,incongruent,easy,right
cp_taskswitch,A,2,11,or,Switch,Switch,incongruent,hard,left
cp_taskswitch,A,2,12,or,Repeat,Switch,incongruent,hard,right
cp_taskswitch,A,2,13,mov,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,2,14,or,Switch,Switch,congruent,hard,left
cp_taskswitch,A,2,15,or,Repeat,Switch,congruent,hard,right
cp_taskswitch,A,2,16,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,2,17,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,2,18,mov,Switch,Switch,incongruent,easy,left
cp_taskswitch,A,2,19,or,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,2,20,or,Repeat,Switch,incongruent,easy,right
cp_taskswitch,A,2,21,mov,Switch,Switch,congruent,easy,left
cp_taskswitch,A,2,22,mov,Repeat,Repeat,incongruent,hard,left
cp_taskswitch,A,2,23,or,Switch,Switch,congruent,hard,right
cp_taskswitch,A,2,24,mov,Switch,Repeat,congruent,hard,right
cp_taskswitch,A,2,25,or,Switch,Repeat,incongruent,easy,right
cp_taskswitch,A,2,26,or,Repeat,Repeat,incongruent,hard,right
cp_taskswitch,A,2,27,or,Repeat,Switch,incongruent,easy,left
cp_taskswitch,A,2,28,mov,Switch,Switch,incongruent,hard,right
cp_taskswitch,A,2,29,mov,Repeat,Repeat,congruent,hard,right
cp_taskswitch,A,2,30,or,Switch,Repeat,congruent,easy,right
cp_taskswitch,A,2,31,or,Repeat,Switch,incongruent,hard,left
cp_taskswitch,A,2,32,or,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,2,33,mov,Switch,Repeat,incongruent,easy,left
cp_taskswitch,A,2,34,mov,Repeat,Repeat,congruent,easy,left
cp_taskswitch,A,2,35,mov,Repeat,Switch,congruent,hard,right
cp_taskswitch,A,2,36,or,Switch,Repeat,incongruent,hard,right
cp_taskswitch,A,2,37,or,Repeat,Repeat,incongruent,easy,right
cp_taskswitch,A,2,38,mov,Switch,Repeat,incongruent,easy,right
