block_id,condition,sequence_id,trial_index,task,congruency,target_dir,response_transition
cp_stroop,B,39,0,or,congruent,right,First
cp_stroop,B,39,1,or,congruent,left,Switch
cp_stroop,B,39,2,or,incongruent,right,Switch
cp_stroop,B,39,3,or,incongruent,right,Repeat
cp_stroop,B,39,4,or,congruent,right,Repeat
cp_stroop,B,39,5,or,congruent,right,Repeat
cp_stroop,B,39,6,or,incongruent,left,Switch
cp_stroop,B,39,7,or,congruent,left,Repeat
cp_stroop,B,39,8,or,congruent,left,Repeat
cp_stroop,B,39,9,or,incongruent,left,Repeat
cp_stroop,B,39,10,or,congruent,right,Switch
cp_stroop,B,39,11,or,congruent,right,Repeat
cp_stroop,B,39,12,or,congruent,right,Repeat
cp_stroop,B,39,13,or,incongruent,right,Repeat
cp_stroop,B,39,14,or,incongruent,left,Switch
cp_stroop,B,39,15,or,congruent,right,Switch
cp_stroop,B,39,16,or,congruent,right,Repeat
cp_stroop,B,39,17,or,incongruent,left,Switch
cp_stroop,B,39,18,or,incongruent,left,Repeat
cp_stroop,B,39,19,or,congruent,left,Repeat
cp_stroop,B,39,20,or,congruent,left,Repeat
cp_stroop,B,39,21,or,incongruent,right,Switch
cp_stroop,B,39,22,or,incongruent,left,Switch
cp_stroop,B,39,23,or,congruent,left,Repeat
cp_stroop,B,39,24,or,congruent,left,Repeat
cp_stroop,B,39,25,or,incongruent,left,Repeat
cp_stroop,B,39,26,or,incongruent,right,Switch
cp_stroop,B,39,27,or,congruent,left,Switch
cp_stroop,B,39,28,or,incongruent,left,Repeat
cp_stroop,B,39,29,or,incongruent,right,Switch
cp_stroop,B,39,30,or,incongruent,left,Switch
cp_stroop,B,39,31,or,congruent,right,Switch
cp_stroop,B,39,32,or,congruent,right,Repeat
cp_stroop,B,39,33,or,incongruent,right,Repeat
cp_stroop,B,39,34,or,congruent,right,Repeat
cp_stroop,B,39,35,or,incongruent,left,Switch
cp_stroop,B,39,36,or,congruent,right,Switch
cp_stroop,B,39,37,or,congruent,right,Repeat
cp_stroop,B,39,38,or,congruent,left,Switch
cp_stroop,B,39,39,or,incongruent,left,Repeat
cp_stroop,B,39,40,or,congruent,left,Repeat
cp_stroop,B,39,41,or,congruent,right,Switch
cp_stroop,B,39,42,or,incongruent,left,Switch
cp_stroop,B,39,43,or,incongruent,left,Repeat
cp_stroop,B,39,44,or,congruent,left,Repeat
cp_stroop,B,39,45,or,incongruent,right,Switch
cp_stroop,B,39,46,or,incongruent,left,Switch
cp_stroop,B,39,47,or,incongruent,right,Switch
cp_stroop,B,39,48,or,congruent,right,Repeat
cp_stroop,B,39,49,or,congruent,left,Switch
cp_stroop,B,39,50,or,incongruent,left,Repeat
cp_stroop,B,39,51,or,incongruent,right,Switch
cp_stroop,B,39,52,or,congruent,right,Repeat
cp_stroop,B,39,53,or,incongruent,left,Switch
cp_stroop,B,39,54,or,incongruent,right,Switch
cp_stroop,B,39,55,or,congruent,left,Switch
cp_stroop,B,39,56,or,congruent,left,Repeat
cp_stroop,B,39,57,or,congruent,left,Repeat
cp_stroop,B,39,58,or,incongruent,left,Repeat
cp_stroop,B,39,59,or,incongruent,right,Switch
cp_stroop,B,39,60,or,incongruent,right,Repeat
cp_stroop,B,39,61,or,congruent,right,Repeat
cp_stroop,B,39,62,or,congruent,right,Repeat
cp_stroop,B,39,63,or,congruent,left,Switch
cp_stroop,B,39,64,or,congruent,right,Switch
cp_stroop,B,39,65,or,congruent,right,Repeat
cp_stroop,B,39,66,or,congruent,left,Switch
cp_stroop,B,39,67,or,congruent,left,Repeat
cp_stroop,B,39,68,or,incongruent,left,Repeat
cp_stroop,B,39,69,or,incongruent,right,Switch
cp_stroop,B,39,70,or,incongruent,left,Switch
cp_stroop,B,39,71,or,congruent,left,Repeat
cp_stroop,B,39,72,or,congruent,right,Switch
cp_stroop,B,39,73,or,incongruent,right,Repeat
cp_stroop,B,39,74,or,incongruent,left,Switch
cp_stroop,B,39,75,or,incongruent,right,Switch
cp_stroop,B,39,76,or,incongruent,right,Repeat
cp_stroop,B,39,77,or,incongruent,right,Repeat
cp_stroop,B,39,78,or,congruent,left,Switch
cp_stroop,B,39,79,or,congruent,left,Repeat
cp_stroop,B,39,80,or,incongruent,right,Switch
cp_stroop,B,39,81,or,incongruent,right,Repeat
cp_stroop,B,39,82,or,incongruent,right,Repeat
cp_stroop,B,39,83,or,congruent,right,Repeat
cp_stroop,B,39,84,or,congruent,left,Switch
cp_stroop,B,39,85,or,incongruent,left,Repeat
cp_stroop,B,39,86,or,incongruent,left,Repeat
cp_stroop,B,39,87,or,congruent,right,Switch
cp_stroop,B,39,88,or,congruent,right,Repeat
cp_stroop,B,39,89,or,incongruent,right,Repeat
cp_stroop,B,39,90,or,incongruent,left,Switch
cp_stroop,B,39,91,or,incongruent,right,Switch
cp_stroop,B,39,92,or,congruent,left,Switch
cp_stroop,B,39,93,or,congruent,left,Repeat
cp_stroop,B,39,94,or,incongruent,left,Repeat
cp_stroop,B,39,95,or,incongruent,right,Switch
