block_id,condition,sequence_id,trial_index,task,soa_level,congruency,target_dir
cp_prp,B,8,0,or,600,congruent,left
cp_prp,B,8,1,or,600,congruent,left
cp_prp,B,8,2,or,600,incongruent,right
cp_prp,B,8,3,or,100,incongruent,right
cp_prp,B,8,4,or,100,incongruent,right
cp_prp,B,8,5,or,100,incongruent,right
cp_prp,B,8,6,or,300,congruent,left
cp_prp,B,8,7,or,600,congruent,right
cp_prp,B,8,8,or,300,incongruent,left
cp_prp,B,8,9,or,300,incongruent,right
cp_prp,B,8,10,or,100,congruent,left
cp_prp,B,8,11,or,100,congruent,left
cp_prp,B,8,12,or,100,congruent,right
cp_prp,B,8,13,or,100,congruent,right
cp_prp,B,8,14,or,300,congruent,left
cp_prp,B,8,15,or,600,incongruent,left
cp_prp,B,8,16,or,300,congruent,right
cp_prp,B,8,17,or,600,incongruent,left
cp_prp,B,8,18,or,600,incongruent,left
cp_prp,B,8,19,or,300,congruent,right
cp_prp,B,8,20,or,600,congruent,right
cp_prp,B,8,21,or,300,congruent,right
cp_prp,B,8,22,or,300,congruent,left
cp_prp,B,8,23,or,300,congruent,right
cp_prp,B,8,24,or,300,incongruent,left
cp_prp,B,8,25,or,300,congruent,right
cp_prp,B,8,26,or,300,congruent,right
cp_prp,B,8,27,or,600,incongruent,left
cp_prp,B,8,28,or,300,incongruent,left
cp_prp,B,8,29,or,100,incongruent,right
cp_prp,B,8,30,or,100,congruent,left
cp_prp,B,8,31,or,600,incongruent,right
cp_prp,B,8,32,or,100,congruent,left
cp_prp,B,8,33,or,300,incongruent,right
cp_prp,B,8,34,or,600,incongruent,right
cp_prp,B,8,35,or,100,incongruent,left
cp_prp,B,8,36,or,600,incongruent,right
cp_prp,B,8,37,or,100,incongruent,left
cp_prp,B,8,38,or,300,congruent,left
cp_prp,B,8,39,or,600,congruent,right
cp_prp,B,8,40,or,600,congruent,right
cp_prp,B,8,41,or,100,incongruent,left
cp_prp,B,8,42,or,100,congruent,right
cp_prp,B,8,43,or,100,incongruent,right
cp_prp,B,8,44,or,600,congruent,right
cp_prp,B,8,45,or,100,congruent,right
cp_prp,B,8,46,or,100,congruent,left
cp_prp,B,8,47,or,100,incongruent,right
cp_prp,B,8,48,or,600,congruent,left
cp_prp,B,8,49,or,100,incongruent,left
cp_prp,B,8,50,or,600,incongruent,right
cp_prp,B,8,51,or,600,incongruent,left
cp_prp,B,8,52,or,600,congruent,left
cp_prp,B,8,53,or,100,incongruent,right
cp_prp,B,8,54,or,300,congruent,left
cp_prp,B,8,55,or,100,congruent,left
cp_prp,B,8,56,or,600,congruent,right
cp_prp,B,8,57,or,100,incongruent,left
cp_prp,B,8,58,or,300,congruent,right
cp_prp,B,8,59,or,300,incongruent,right
cp_prp,B,8,60,or,600,congruent,left
cp_prp,B,8,61,or,100,congruent,right
cp_prp,B,8,62,or,600,congruent,right
cp_prp,B,8,63,or,300,incongruent,right
cp_prp,B,8,64,or,300,incongruent,left
cp_prp,B,8,65,or,300,incongruent,right
cp_prp,B,8,66,or,600,incongruent,right
cp_prp,B,8,67,or,100,incongruent,left
cp_prp,B,8,68,or,600,incongruent,right
cp_prp,B,8,69,or,100,incongruent,right
cp_prp,B,8,70,or,600,congruent,right
cp_prp,B,8,71,or,100,congruent,right
cp_prp,B,8,72,or,300,incongruent,left
cp_prp,B,8,73,or,600,congruent,left
cp_prp,B,8,74,or,100,congruent,left
cp_prp,B,8,75,or,300,incongruent,right
cp_prp,B,8,76,or,100,congruent,right
cp_prp,B,8,77,or,600,congruent,left
cp_prp,B,8,78,or,300,congruent,left
cp_prp,B,8,79,or,300,incongruent,right
cp_prp,B,8,80,or,100,congruent,left
cp_prp,B,8,81,or,600,incongruent,left
cp_prp,B,8,82,or,600,incongruent,left
cp_prp,B,8,83,or,600,congruent,left
cp_prp,B,8,84,or,300,incongruent,right
cp_prp,B,8,85,or,300,incongruent,left
cp_prp,B,8,86,or,300,congruent,left
cp_prp,B,8,87,or,100,incongruent,left
cp_prp,B,8,88,or,300,incongruent,left
cp_prp,B,8,89,or,100,incongruent,left
cp_prp,B,8,90,or,600,incongruent,left
cp_prp,B,8,91,or,300,congruent,right
cp_prp,B,8,92,or,300,incongruent,left
cp_prp,B,8,93,or,100,congruent,right
cp_prp,B,8,94,or,300,congruent,left
cp_prp,B,8,95,or,600,incongruent,right
