block_id,condition,sequence_id,trial_index,task,soa_level,congruency,target_dir
cp_prp,A,16,0,mov,300,congruent,right
cp_prp,A,16,1,mov,300,incongruent,left
cp_prp,A,16,2,mov,600,congruent,right
cp_prp,A,16,3,mov,100,congruent,left
cp_prp,A,16,4,mov,100,congruent,left
cp_prp,A,16,5,mov,300,incongruent,right
cp_prp,A,16,6,mov,100,incongruent,left
cp_prp,A,16,7,mov,600,congruent,left
cp_prp,A,16,8,mov,300,congruent,right
cp_prp,A,16,9,mov,300,incongruent,right
cp_prp,A,16,10,mov,300,congruent,right
cp_prp,A,16,11,mov,600,incongruent,right
cp_prp,A,16,12,mov,100,congruent,left
cp_prp,A,16,13,mov,100,incongruent,right
cp_prp,A,16,14,mov,600,congruent,left
cp_prp,A,16,15,mov,300,congruent,left
cp_prp,A,16,16,mov,100,incongruent,right
cp_prp,A,16,17,mov,600,incongruent,left
cp_prp,A,16,18,mov,100,congruent,left
cp_prp,A,16,19,mov,600,incongruent,right
cp_prp,A,16,20,mov,600,congruent,left
cp_prp,A,16,21,mov,100,incongruent,left
cp_prp,A,16,22,mov,100,incongruent,left
cp_prp,A,16,23,mov,300,congruent,left
cp_prp,A,16,24,mov,100,incongruent,left
cp_prp,A,16,25,mov,600,incongruent,left
cp_prp,A,16,26,mov,600,incongruent,left
cp_prp,A,16,27,mov,100,congruent,right
cp_prp,A,16,28,mov,100,incongruent,left
cp_prp,A,16,29,mov,600,congruent,left
cp_prp,A,16,30,mov,300,congruent,left
cp_prp,A,16,31,mov,100,incongruent,left
cp_prp,A,16,32,mov,300,congruent,left
cp_prp,A,16,33,mov,300,incongruent,left
cp_prp,A,16,34,mov,100,incongruent,left
cp_prp,A,16,35,mov,600,incongruent,right
cp_prp,A,16,36,mov,600,congruent,left
cp_prp,A,16,37,mov,100,congruent,right
cp_prp,A,16,38,mov,100,congruent,right
cp_prp,A,16,39,mov,100,incongruent,right
cp_prp,A,16,40,mov,300,incongruent,left
cp_prp,A,16,41,mov,300,incongruent,right
cp_prp,A,16,42,mov,100,congruent,right
cp_prp,A,16,43,mov,600,incongruent,right
cp_prp,A,16,44,mov,300,incongruent,left
cp_prp,A,16,45,mov,100,incongruent,right
cp_prp,A,16,46,mov,300,congruent,right
cp_prp,A,16,47,mov,100,incongruent,right
cp_prp,A,16,48,mov,100,incongruent,right
cp_prp,A,16,49,mov,100,congruent,left
cp_prp,A,16,50,mov,600,congruent,left
cp_prp,A,16,51,mov,600,incongruent,right
cp_prp,A,16,52,mov,300,congruent,right
cp_prp,A,16,53,mov,100,congruent,right
cp_prp,A,16,54,mov,600,incongruent,left
cp_prp,A,16,55,mov,300,incongruent,left
cp_prp,A,16,56,mov,300,incongruent,left
cp_prp,A,16,57,mov,600,incongruent,left
cp_prp,A,16,58,mov,300,congruent,left
cp_prp,A,16,59,mov,600,incongruent,right
cp_prp,A,16,60,mov,600,congruent,right
cp_prp,A,16,61,mov,300,incongruent,right
cp_prp,A,16,62,mov,600,incongruent,left
cp_prp,A,16,63,mov,600,congruent,left
cp_prp,A,16,64,mov,300,incongruent,left
cp_prp,A,16,65,mov,600,congruent,right
cp_prp,A,16,66,mov,600,congruent,right
cp_prp,A,16,67,mov,600,incongruent,right
cp_prp,A,16,68,mov,100,congruent,left
cp_prp,A,16,69,mov,300,incongruent,right
cp_prp,A,16,70,mov,300,congruent,left
cp_prp,A,16,71,mov,100,congruent,left
cp_prp,A,16,72,mov,100,congruent,right
cp_prp,A,16,73,mov,300,congruent,left
cp_prp,A,16,74,mov,300,congruent,right
cp_prp,A,16,75,mov,100,incongruent,right
cp_prp,A,16,76,mov,100,congruent,left
cp_prp,A,16,77,mov,300,incongruent,right
cp_prp,A,16,78,mov,300,incongruent,right
cp_prp,A,16,79,mov,100,incongruent,right
cp_prp,A,16,80,mov,300,congruent,right
cp_prp,A,16,81,mov,600,congruent,right
cp_prp,A,16,82,mov,600,congruent,left
cp_prp,A,16,83,mov,600,incongruent,right
cp_prp,A,16,84,mov,600,congruent,right
cp_prp,A,16,85,mov,600,congruent,right
cp_prp,A,16,86,mov,600,incongruent,left
cp_prp,A,16,87,mov,300,congruent,left
cp_prp,A,16,88,mov,100,congruent,right
cp_prp,A,16,89,mov,600,incongruent,left
cp_prp,A,16,90,mov,600,congruent,right
cp_prp,A,16,91,mov,100,congruent,right
cp_prp,A,16,92,mov,300,congruent,right
cp_prp,A,16,93,mov,300,incongruent,right
cp_prp,A,16,94,mov,300,incongruent,left
cp_prp,A,16,95,mov,100,incongruent,left
