block_id,condition,sequence_id,trial_index,task,congruency,target_dir,response_transition
cp_stroop,A,45,0,mov,congruent,right,First
cp_stroop,A,45,1,mov,congruent,left,Switch
cp_stroop,A,45,2,mov,congruent,right,Switch
cp_stroop,A,45,3,mov,incongruent,left,Switch
cp_stroop,A,45,4,mov,congruent,left,Repeat
cp_stroop,A,45,5,mov,congruent,left,Repeat
cp_stroop,A,45,6,mov,incongruent,left,Repeat
cp_stroop,A,45,7,mov,incongruent,right,Switch
cp_stroop,A,45,8,mov,congruent,right,Repeat
cp_stroop,A,45,9,mov,incongruent,left,Switch
cp_stroop,A,45,10,mov,congruent,left,Repeat
cp_stroop,A,45,11,mov,incongruent,right,Switch
cp_stroop,A,45,12,mov,incongruent,left,Switch
cp_stroop,A,45,13,mov,congruent,left,Repeat
cp_stroop,A,45,14,mov,congruent,right,Switch
cp_stroop,A,45,15,mov,incongruent,right,Repeat
cp_stroop,A,45,16,mov,incongruent,right,Repeat
cp_stroop,A,45,17,mov,congruent,left,Switch
cp_stroop,A,45,18,mov,congruent,right,Switch
cp_stroop,A,45,19,mov,incongruent,right,Repeat
cp_stroop,A,45,20,mov,congruent,right,Repeat
cp_stroop,A,45,21,mov,congruent,left,Switch
cp_stroop,A,45,22,mov,congruent,left,Repeat
cp_stroop,A,45,23,mov,incongruent,right,Switch
cp_stroop,A,45,24,mov,incongruent,left,Switch
cp_stroop,A,45,25,mov,congruent,left,Repeat
cp_stroop,A,45,26,mov,incongruent,left,Repeat
cp_stroop,A,45,27,mov,incongruent,left,Repeat
cp_stroop,A,45,28,mov,congruent,right,Switch
cp_stroop,A,45,29,mov,congruent,left,Switch
cp_stroop,A,45,30,mov,congruent,right,Switch
cp_stroop,A,45,31,mov,incongruent,right,Repeat
cp_stroop,A,45,32,mov,congruent,right,Repeat
cp_stroop,A,45,33,mov,incongruent,right,Repeat
cp_stroop,A,45,34,mov,congruent,left,Switch
cp_stroop,A,45,35,mov,incongruent,right,Switch
cp_stroop,A,45,36,mov,congruent,right,Repeat
cp_stroop,A,45,37,mov,incongruent,left,Switch
cp_stroop,A,45,38,mov,incongruent,left,Repeat
cp_stroop,A,45,39,mov,incongruent,right,Switch
cp_stroop,A,45,40,mov,incongruent,left,Switch
cp_stroop,A,45,41,mov,incongruent,left,Repeat
cp_stroop,A,45,42,mov,incongruent,right,Switch
cp_stroop,A,45,43,mov,congruent,right,Repeat
cp_stroop,A,45,44,mov,congruent,left,Switch
cp_stroop,A,45,45,mov,congruent,left,Repeat
cp_stroop,A,45,46,mov,congruent,right,Switch
cp_stroop,A,45,47,mov,congruent,left,Switch
cp_stroop,A,45,48,mov,congruent,right,Switch
cp_stroop,A,45,49,mov,incongruent,right,Repeat
cp_stroop,A,45,50,mov,incongruent,left,Switch
cp_stroop,A,45,51,mov,incongruent,right,Switch
cp_stroop,A,45,52,mov,congruent,left,Switch
cp_stroop,A,45,53,mov,congruent,left,Repeat
cp_stroop,A,45,54,mov,incongruent,left,Repeat
cp_stroop,A,45,55,mov,incongruent,right,Switch
cp_stroop,A,45,56,mov,congruent,right,Repeat
cp_stroop,A,45,57,mov,congruent,left,Switch
cp_stroop,A,45,58,mov,congruent,right,Switch
cp_stroop,A,45,59,mov,incongruent,right,Repeat
cp_stroop,A,45,60,mov,congruent,left,Switch
cp_stroop,A,45,61,mov,incongruent,right,Switch
cp_stroop,A,45,62,mov,incongruent,left,Switch
cp_stroop,A,45,63,mov,incongruent,left,Repeat
cp_stroop,A,45,64,mov,incongruent,left,Repeat
cp_stroop,A,45,65,mov,incongruent,right,Switch
cp_stroop,A,45,66,mov,incongruent,right,Repeat
cp_stroop,A,45,67,mov,incongruent,right,Repeat
cp_stroop,A,45,68,mov,congruent,right,Repeat
cp_stroop,A,45,69,mov,incongruent,left,Switch
cp_stroop,A,45,70,mov,congruent,right,Switch
cp_stroop,A,45,71,mov,incongruent,left,Switch
cp_stroop,A,45,72,mov,incongruent,left,Repeat
cp_stroop,A,45,73,mov,incongruent,right,Switch
cp_stroop,A,45,74,mov,incongruent,left,Switch
cp_stroop,A,45,75,mov,incongruent,left,Repeat
cp_stroop,A,45,76,mov,congruent,right,Switch
cp_stroop,A,45,77,mov,congruent,left,Switch
cp_stroop,A,45,78,mov,congruent,right,Switch
cp_stroop,A,45,79,mov,incongruent,right,Repeat
cp_stroop,A,45,80,mov,incongruent,right,Repeat
cp_stroop,A,45,81,mov,incongruent,left,Switch
cp_stroop,A,45,82,mov,congruent,left,Repeat
cp_stroop,A,45,83,mov,incongruent,left,Repeat
cp_stroop,A,45,84,mov,congruent,right,Switch
cp_stroop,A,45,85,mov,congruent,right,Repeat
cp_stroop,A,45,86,mov,congruent,left,Switch
cp_stroop,A,45,87,mov,incongruent,left,Repeat
cp_stroop,A,45,88,mov,congruent,right,Switch
cp_stroop,A,45,89,mov,congruent,left,Switch
cp_stroop,A,45,90,mov,congruent,left,Repeat
cp_stroop,A,45,91,mov,congruent,right,Switch
cp_stroop,A,45,92,mov,congruent,left,Switch
cp_stroop,A,45,93,mov,incongruent,right,Switch
cp_stroop,A,45,94,mov,congruent,right,Repeat
cp_stroop,A,45,95,mov,incongruent,right,Repeat
